"","Date","Cases_African_American","Cases_Asian","Cases_Hispanic","Cases_Multi_Racial","Cases_Native_American","Cases_Pacific_Islander","Cases_White","Cases_Other","Cases_Race_Or_Ethnicity_Unknown","New_Cases_African_American","New_Cases_Asian","New_Cases_Hispanic","New_Cases_Multi_Racial","New_Cases_Native_American","New_Cases_Pacific_Islander","New_Cases_White","New_Cases_Other","New_Cases_Race_Or_Ethnicity_Unknown","Deaths_African_American","Deaths_Asian","Deaths_Hispanic","Deaths_Multi_Racial","Deaths_Native_American","Deaths_Pacific_Islander","Deaths_White","Deaths_Other","Deaths_Race_Or_Ethnicity_Unknown","New_Deaths_African_American","New_Deaths_Asian","New_Deaths_Hispanic","New_Deaths_Multi_Racial","New_Deaths_Native_American","New_Deaths_Pacific_Islander","New_Deaths_White","New_Deaths_Other","New_Deaths_Race_Or_Ethnicity_Unknown","Total_State_Population_African_American","Total_State_Population_Asian","Total_State_Population_Hispanic","Total_State_Population_Multi_Racial","Total_State_Population_Native_American","Total_State_Population_Pacific_Islander","Total_State_Population_White","Total_State_Population_Other","Total_State_Population_Race_Or_Ethnicity_Unknown","Pct_State_Population_African_American","Pct_State_Population_Asian","Pct_State_Population_Hispanic","Pct_State_Population_Multi_Racial","Pct_State_Population_Native_American","Pct_State_Population_Pacific_Islander","Pct_State_Population_White","Pct_State_Population_Other","Pct_State_Population_Race_Or_Ethnicity_Unknown","Cases_Per_10_000_African_American","Cases_Per_10_000_Asian","Cases_Per_10_000_Hispanic","Cases_Per_10_000_Multi_Racial","Cases_Per_10_000_Native_American","Cases_Per_10_000_Pacific_Islander","Cases_Per_10_000_White","Cases_Per_10_000_Other","Cases_Per_10_000_Race_Or_Ethnicity_Unknown","Deaths_Per_10_000_African_American","Deaths_Per_10_000_Asian","Deaths_Per_10_000_Hispanic","Deaths_Per_10_000_Multi_Racial","Deaths_Per_10_000_Native_American","Deaths_Per_10_000_Pacific_Islander","Deaths_Per_10_000_White","Deaths_Per_10_000_Other","Deaths_Per_10_000_Race_Or_Ethnicity_Unknown","Cases_Other_Race","Cases_Unknown_Race","Deaths_Other_Race","Deaths_Unknown_Race","Na","Deaths_Na","Objectid","Fips","Nonhispanic","Cases_0_10","Cases_11_17","Cases_18_24","Cases_25_34","Cases_35_44","Deaths_0_10","Deaths_11_17","Deaths_18_24","Deaths_25_34","Deaths_35_44","Male","Female","Unk_Gender","Diabetes","Cardiac_Disease","Hypertension","Cpd","Ckd","Immunocompromised","Healthcare","Nursing_Home","Jailed","Positives","Deaths_Nursing_Home","Deaths_Jailed","Deaths","Deaths_Nonhispanic","Cases_45_54","Deaths_45_54","Cases_55_64","Deaths_55_64","Cases_65","Deaths_65","Noncovid_Death","Pos_24Hr","Cases_Unknown","Deaths_Unknown","objectid_1","objectid","fips","d_age_9","age_9","hosp_age_1","hosp_age_2","hosp_age_3","hosp_age_4","hosp_age_5","hosp_age_6","hosp_age_7","hosp_age_8","active_m","active_f","active_u","active_multi_race","active_white","active_black","active_asian","active_ai_an","active_nh_pi","active_other","active_unk","active_hispanic","active_non_hispanic","active_age_1","active_age_2","active_age_3","active_age_4","active_age_5","active_age_6","active_age_7","active_age_8","active_age_9","active_age_0","active_fully_immu","hospital_fully_immu","intubated_fully_immu","deaths_fully_immu","cases_fully_immu","total_hosp","total_intub","positive_feb","deaths_feb","hosp_feb","intub_feb","active_cases","percent_fully_active","percent_fully_cases","percent_fully_deaths","percent_fully_hosp","percent_fully_intub","Hosp_0_10","Hosp_11_17","Hosp_18_24","Hosp_25_34","Hosp_35_44","Hosp_45_54","Hosp_55_64","Hosp_65","Deaths_0_17","Active_Male","Active_Female","Active_Unknown","Active_Multi_Race","Active_White","Active_Black","Active_Asian","Active_Native_American","Active_Pacific_Islander","Active_Other","Active_Unknown2","Active_Hispanic","Active_NonHispanic","Active_0_4","Active_5_11","Active_12_18","Active_19_24","Active_25_34","Active_35_44","Active_45_54","Active_55_64","Active_65_Plus","Active_fully_immu","Hospital_fully_immu","Vent_fully_immu","Deaths_fully_immu","Cases_fully_immu","Total_hosp","Total_intub"
"1:148","2021-04-15",54924,3213,36856,1850,1187,3472,225455,18984,23864,41,2,23,2,1,2,179,NA,NA,862,38,216,13,18,58,4452,NA,25,0,0,2,0,0,0,5,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1159.235534,626.279165,1586.084322,278.6480299,393.3328915,2876.315135,944.4790985,NA,NA,18.19352252,7.406974251,9.295480073,1.958067237,5.964609981,48.04904316,18.65037789,NA,NA,NA,NA,215,NA,NA,NA,1,5,296093,20156,28111,42814,53517,50798,0,0,8,34,100,155356,174809,2784,21432,11286,39675,7096,2902,2745,22282,15720,15356,332949,2068,59,5686,5470,47315,253,41213,677,49025,4614,51,186793,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:149","2021-04-14",54883,3211,36833,1848,1186,3470,225276,18931,23861,41,1,11,0,2,1,125,NA,NA,862,38,214,13,18,58,4447,NA,25,2,0,0,0,0,0,5,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1158.370181,625.8893242,1585.094526,278.3467888,393.0015243,2874.658272,943.7292294,NA,NA,18.19352252,7.406974251,9.209410813,1.958067237,5.964609981,48.04904316,18.62943182,NA,NA,NA,NA,214,NA,NA,NA,1,5,295833,20132,28084,42782,53467,50746,0,0,8,34,99,155218,174665,2783,21422,11277,39665,7091,2899,2742,22276,15720,15344,332666,2067,59,5680,5466,47277,253,41182,678,48996,4608,50,186793,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:150","2021-04-13",54842,3210,36822,1848,1184,3469,225151,18924,23818,33,1,30,0,1,2,163,NA,NA,860,38,214,13,18,58,4442,NA,25,3,0,0,0,0,0,5,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1157.504828,625.6944038,1584.621145,278.3467888,392.3387898,2873.82984,943.2055777,NA,NA,18.15131017,7.406974251,9.209410813,1.958067237,5.964609981,48.04904316,18.60848575,NA,NA,NA,NA,214,NA,NA,NA,1,5,295624,20111,28059,42759,53434,50709,0,0,8,34,99,155128,174535,2783,21411,11272,39644,7087,2894,2740,22270,15717,15342,332446,2067,59,5673,5459,47247,253,41154,676,48973,4603,49,186793,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:151","2021-04-12",54809,3209,36792,1848,1183,3467,224988,18880,23838,20,4,13,2,-1,0,66,NA,NA,857,38,214,13,18,58,4437,NA,25,1,0,0,0,0,0,3,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1156.808324,625.4994835,1583.330106,278.3467888,392.0074226,2872.172977,942.5227359,NA,NA,18.08799164,7.406974251,9.209410813,1.958067237,5.964609981,48.04904316,18.58753969,NA,NA,NA,NA,214,NA,NA,NA,1,5,295430,20087,28039,42733,53398,50678,0,0,8,34,97,155025,174419,2778,21406,11271,39635,7086,2894,2738,22267,15714,15341,332222,2067,59,5665,5451,47218,252,41125,674,48944,4600,49,186793,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:152","2021-04-11",54789,3205,36779,1846,1184,3467,224922,18881,23859,21,1,481,0,1,0,44,NA,NA,856,38,214,13,18,58,4434,NA,25,0,0,8,0,0,0,0,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1156.386201,624.719802,1582.770656,278.0455477,392.3387898,2872.172977,942.2462478,NA,NA,18.06688547,7.406974251,9.209410813,1.958067237,5.964609981,48.04904316,18.57497205,NA,NA,NA,NA,214,NA,NA,NA,1,5,295374,20081,28035,42725,53385,50664,0,0,8,34,97,154988,174384,2781,21398,11269,39622,7085,2893,2737,22265,15712,15341,332153,2066,59,5661,5447,47206,252,41117,672,48940,4598,49,186793,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:153","2021-04-10",54768,3204,36298,1846,1183,3467,224878,18880,23827,1572,115,817,3,49,41,6810,NA,NA,856,38,206,13,18,58,4434,NA,25,2,0,12,0,1,0,1,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1155.942971,624.5248816,1562.070999,278.0455477,392.0074226,2872.172977,942.0619224,NA,NA,18.06688547,7.406974251,8.865133773,1.958067237,5.964609981,48.04904316,18.57497205,NA,NA,NA,NA,214,NA,NA,NA,1,5,295755,20076,28029,42705,53360,50646,0,0,8,34,97,154933,174330,2790,21394,11266,39611,7083,2893,2737,22261,15712,15334,332053,2066,59,5661,5455,47193,252,41111,672,48933,4598,49,186793,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:154","2021-04-09",53196,3089,35481,1843,1134,3426,218068,17888,33238,1250,72,460,0,28,33,5385,NA,NA,854,38,194,13,17,58,4433,NA,29,2,0,0,0,0,0,6,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1122.764065,602.1090385,1526.911706,277.593686,375.7704288,2838.207274,913.5333794,NA,NA,18.02467312,7.406974251,8.348718214,1.958067237,5.63324276,48.04904316,18.57078283,NA,NA,NA,NA,214,NA,NA,NA,1,5,296401,20063,28007,42677,53332,50624,0,0,8,34,97,154844,174223,2815,21388,11261,39600,7079,2893,2736,22251,15710,15334,331882,2066,59,5661,5467,47168,252,41096,672,48915,4598,49,186793,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:155","2021-04-08",51946,3017,35021,1843,1106,3393,212683,17097,40619,30,3,21,0,2,1,155,NA,NA,852,38,194,13,17,58,4427,NA,40,1,0,0,0,0,0,2,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1096.381346,588.0747715,1507.115776,277.593686,366.4921466,2810.869025,890.9744655,NA,NA,17.98246077,7.406974251,8.348718214,1.958067237,5.63324276,48.04904316,18.54564755,NA,NA,NA,NA,212,NA,NA,NA,1,5,296683,20042,27989,42655,53297,50593,0,0,8,34,97,154750,174134,2820,21369,11247,39575,7077,2888,2734,22247,15708,15334,331704,2066,59,5662,5468,47147,252,41081,672,48900,4599,48,186793,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:156","2021-04-07",51916,3014,35000,1843,1104,3392,212528,17045,40663,31,3,18,2,0,0,144,NA,NA,851,38,194,13,17,58,4425,NA,41,1,0,2,0,0,0,2,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1095.748161,587.4900103,1506.212049,277.593686,365.8294122,2810.040593,890.3251374,NA,NA,17.96135459,7.406974251,8.348718214,1.958067237,5.63324276,48.04904316,18.53726913,NA,NA,NA,NA,212,NA,NA,NA,1,5,296505,20028,27969,42614,53253,50570,0,0,8,34,97,154634,174024,2847,21363,11246,39562,7075,2887,2734,22243,15708,15329,331505,2066,59,5660,5466,47120,252,41068,673,48883,4596,47,186793,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:157","2021-04-06",51885,3011,34982,1841,1104,3392,212384,17020,40624,20,2,9,0,0,1,89,NA,NA,850,38,192,13,17,58,4423,NA,39,3,0,0,0,0,0,2,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1095.09387,586.9052492,1505.437425,277.2924449,365.8294122,2810.040593,889.7218907,NA,NA,17.94024842,7.406974251,8.262648954,1.958067237,5.63324276,48.04904316,18.5288907,NA,NA,NA,NA,210,NA,NA,NA,1,5,296279,20017,27941,42577,53212,50537,0,0,8,34,96,154520,173883,2858,21357,11240,39552,7072,2884,2734,22237,15701,15328,331261,2065,59,5653,5461,47088,252,41033,670,48856,4593,46,186793,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:158","2021-04-05",51865,3009,34973,1841,1104,3391,212295,17003,40590,17,3,16,0,0,1,64,NA,NA,847,38,192,13,17,58,4421,NA,39,1,0,0,0,0,0,4,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1094.671746,586.5154085,1505.050114,277.2924449,365.8294122,2809.212161,889.3490507,NA,NA,17.8769299,7.406974251,8.262648954,1.958067237,5.63324276,48.04904316,18.52051227,NA,NA,NA,NA,210,NA,NA,NA,1,5,296125,20011,27927,42541,53187,50510,0,0,8,34,96,154435,173783,2880,21352,11238,39541,7069,2884,2734,22234,15701,15324,331098,2065,59,5648,5456,47062,251,41015,669,48845,4590,46,186793,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:159","2021-04-04",51848,3006,34957,1841,1104,3390,212231,17004,40630,13,6,10,1,0,-1,79,NA,NA,846,38,192,13,17,58,4417,NA,39,0,0,1,0,0,0,1,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1094.312941,585.9306473,1504.36156,277.2924449,365.8294122,2808.38373,889.080941,NA,NA,17.85582372,7.406974251,8.262648954,1.958067237,5.63324276,48.04904316,18.50375542,NA,NA,NA,NA,210,NA,NA,NA,1,5,296097,20014,27925,42534,53177,50506,0,0,8,33,96,154410,173751,2893,21342,11234,39521,7066,2883,2732,22232,15699,15322,331054,2065,59,5643,5451,47051,251,41008,669,48839,4586,46,186793,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:160","2021-04-03",51835,3000,34947,1840,1104,3391,212152,17002,40646,40,4,27,2,2,1,126,NA,NA,846,38,191,13,17,58,4416,NA,39,2,0,0,0,0,0,0,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1094.038561,584.7611251,1503.931213,277.1418243,365.8294122,2809.212161,888.7499932,NA,NA,17.85582372,7.406974251,8.219614324,1.958067237,5.63324276,48.04904316,18.49956621,NA,NA,NA,NA,209,NA,NA,NA,1,5,296023,20007,27918,42520,53156,50497,0,0,8,33,96,154376,173705,2889,21335,11232,39508,7064,2883,2731,22232,15696,15321,330970,2065,59,5641,5450,47038,251,41001,668,48833,4585,46,186793,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
