"","county_nam","mydate","deaths","fhwa_numbe","fips","positive","negative","recoveries","total_tests","active_cases","pop_5yr_est_2018","confirmed_pos","probable_pos","confirmed_neg","probable_neg","confirmed_recov","probable_recov","confirmed_death","probable_death","confirmed_active","probable_active","pcr_test","antigen_test","pcr_pos_test","pcr_neg_test","antigen_pos_test","antigen_neg_test","total_pos_test","total_neg_test","New_Cases_Today","Recovered_Since_Yesterday","New_Deaths_Today","New_Tests_Dashboard","Cases_Population","Tested_Population","New_Cases_Today_10k_Pop","Active_Cases_10k_Pop","Pct_Positive_Cumulative","Pct_Positive_New_to_Dashboard","Closed","Pct_Deaths_vs_Recoveries","Pct_Recoveries_vs_Deaths","lab_prvt","lab_pub"
"10245","Benton",2020-05-21,0,0,0,0,0,0,0,0,0,190,0,7797,0,123,0,0,0,67,0,7987,0,0,0,0,0,0,0,27,3,0,531,0.073364739,3.084021932,1.042551548,NA,2.378865657,5.084745763,123,0,100,0,0
"10246","Boone",2020-05-21,0,0,0,0,0,0,0,0,0,5,0,540,0,4,0,0,0,1,0,545,0,0,0,0,0,0,0,0,0,0,12,0.01340914,1.461596224,0,NA,0.917431193,0,4,0,100,0,0
"10247","Bradley",2020-05-21,0,0,0,0,0,0,0,0,0,15,0,360,0,10,0,1,0,4,0,375,0,0,0,0,0,0,0,1,0,0,16,0.137011326,3.425283157,0.913408842,NA,4,6.25,11,9.090909091,90.90909091,0,0
"10248","Calhoun",2020-05-21,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,1,0,1.018838908,0,NA,0,0,0,NA,NA,0,0
"10249","Carroll",2020-05-21,0,0,0,0,0,0,0,0,0,8,0,531,0,5,0,0,0,3,0,539,0,0,0,0,0,0,0,2,0,0,34,0.028687202,1.932800229,0.717180048,NA,1.484230056,0,5,0,100,0,0
"10250","Chicot",2020-05-21,0,0,0,0,0,0,0,0,0,12,0,190,0,9,0,0,0,3,0,202,0,0,0,0,0,0,0,1,0,0,5,0.110844264,1.865878441,0.923702198,NA,5.940594059,20,9,0,100,0,0
"10251","Clark",2020-05-21,0,0,0,0,0,0,0,0,0,35,0,666,0,34,0,0,0,1,0,701,0,0,0,0,0,0,0,0,0,0,12,0.156354702,3.131561313,0,NA,4.992867332,0,34,0,100,0,0
"10252","Clay",2020-05-21,0,0,0,0,0,0,0,0,0,4,0,436,0,3,0,0,0,1,0,440,0,0,0,0,0,0,0,0,0,0,13,0.026558661,2.921452759,0,NA,0.909090909,0,3,0,100,0,0
"10253","Cleburne",2020-05-21,0,0,0,0,0,0,0,0,0,73,0,569,0,68,0,4,0,1,0,642,0,0,0,0,0,0,0,0,0,0,24,0.28933809,2.544589774,0,NA,11.37071651,0,72,5.555555556,94.44444444,0,0
"10254","Cleveland",2020-05-21,0,0,0,0,0,0,0,0,0,17,0,271,0,14,0,0,0,3,0,288,0,0,0,0,0,0,0,0,1,0,7,0.206661804,3.501094092,0,NA,5.902777778,0,14,0,100,0,0
"10255","Columbia",2020-05-21,0,0,0,0,0,0,0,0,0,20,0,284,0,12,0,2,0,6,0,304,0,0,0,0,0,0,0,0,0,0,4,0.083710028,1.272392433,0,NA,6.578947368,0,14,14.28571429,85.71428571,0,0
"10256","Conway",2020-05-21,0,0,0,0,0,0,0,0,0,14,0,482,0,12,0,1,0,1,0,496,0,0,0,0,0,0,0,0,0,0,8,0.066966421,2.372524634,0,NA,2.822580645,0,13,7.692307692,92.30769231,0,0
"10257","Craighead",2020-05-21,0,0,0,0,0,0,0,0,0,170,0,3220,0,111,0,0,0,59,0,3390,0,0,0,0,0,0,0,17,5,0,256,0.160831023,3.207159819,1.608310234,NA,5.014749263,6.640625,111,1,100,0,0
"10258","Crawford",2020-05-21,0,0,0,0,0,0,0,0,0,12,0,549,0,10,0,0,0,2,0,561,0,0,0,0,0,0,0,0,1,0,14,0.019208605,0.898002305,0,NA,2.139037433,0,10,0,100,0,0
"10259","Crittenden",2020-05-21,0,0,0,0,0,0,0,0,0,267,0,2237,0,204,0,8,0,55,0,2504,0,0,0,0,0,0,0,17,2,0,71,0.544753433,5.108848673,3.468467549,NA,10.6629393,23.94366197,212,3.773584906,96.22641509,0,0
"10260","Cross",2020-05-21,0,0,0,0,0,0,0,0,0,41,0,516,0,28,0,0,0,13,0,557,0,0,0,0,0,0,0,1,1,0,17,0.241204848,3.276856101,0.588304506,NA,7.360861759,5.882352941,28,0,100,0,0
"10261","CumminsPrison",2020-05-21,0,0,0,0,0,0,0,0,0,872,0,1058,0,860,0,8,0,4,0,1930,0,0,0,0,0,0,0,0,NA,0,0,44.30894309,98.06910569,0,NA,45.18134715,NA,868,0.921658986,99.07834101,0,0
"10262","Dallas",2020-05-21,0,0,0,0,0,0,0,0,0,1,0,129,0,1,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,8,0.013455328,1.74919268,0,NA,0.769230769,0,1,0,100,0,0
"10263","Desha",2020-05-21,0,0,0,0,0,0,0,0,0,18,0,392,0,18,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,6,0.151425927,3.449146126,0,NA,4.390243902,0,18,0,100,0,0
"10264","Drew",2020-05-21,0,0,0,0,0,0,0,0,0,19,0,517,0,16,0,1,0,2,0,536,0,0,0,0,0,0,0,2,0,0,15,0.102691601,2.89698411,1.08096422,NA,3.544776119,13.33333333,17,5.882352941,94.11764706,0,0
"10265","Faulkner",2020-05-21,0,0,0,0,0,0,0,0,0,98,0,2562,0,81,0,3,0,14,0,2660,0,0,0,0,0,0,0,3,1,0,48,0.080054895,2.172918573,0.245066004,NA,3.684210526,6.25,84,3.571428571,96.42857143,0,0
"10266","Franklin",2020-05-21,0,0,0,0,0,0,0,0,0,2,0,208,0,2,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,12,0.011248594,1.181102362,0,NA,0.952380952,0,2,0,100,0,0
"10267","Fulton",2020-05-21,0,0,0,0,0,0,0,0,0,4,0,201,0,3,0,0,0,1,0,205,0,0,0,0,0,0,0,0,0,0,7,0.032951643,1.688771727,0,NA,1.951219512,0,3,0,100,0,0
"10268","Garland",2020-05-21,0,0,0,0,0,0,0,0,0,131,0,3494,0,121,0,1,0,9,0,3625,0,0,0,0,0,0,0,1,1,0,61,0.133268225,3.687765773,0.10173147,NA,3.613793103,1.639344262,122,0.819672131,99.18032787,0,0
"10269","Grant",2020-05-21,0,0,0,0,0,0,0,0,0,16,0,411,0,15,0,0,0,1,0,427,0,0,0,0,0,0,0,0,0,0,8,0.088466217,2.360942165,0,NA,3.7470726,0,15,0,100,0,0
"10270","Greene",2020-05-21,0,0,0,0,0,0,0,0,0,34,0,1396,0,24,0,0,0,10,0,1430,0,0,0,0,0,0,0,5,0,0,59,0.076193891,3.204625417,1.120498398,NA,2.377622378,8.474576271,24,0,100,0,0
"10271","Hempstead",2020-05-21,0,0,0,0,0,0,0,0,0,12,0,202,0,7,0,1,0,4,0,214,0,0,0,0,0,0,0,2,1,0,19,0.054500863,0.971932056,0.908347716,NA,5.607476636,10.52631579,8,12.5,87.5,0,0
"10272","HotSpring",2020-05-21,0,0,0,0,0,0,0,0,0,29,0,709,0,26,0,0,0,3,0,738,0,0,0,0,0,0,0,0,1,0,9,0.086515513,2.201670644,0,NA,3.929539295,0,26,0,100,0,0
"10273","Howard",2020-05-21,0,0,0,0,0,0,0,0,0,14,0,237,0,14,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,2,0.104563448,1.874673239,0,NA,5.577689243,0,14,0,100,0,0
"10274","Independence",2020-05-21,0,0,0,0,0,0,0,0,0,27,0,635,0,21,0,0,0,6,0,662,0,0,0,0,0,0,0,0,2,0,29,0.07245599,1.776513525,0,NA,4.078549849,0,21,0,100,0,0
"10275","Izard",2020-05-21,0,0,0,0,0,0,0,0,0,14,0,170,0,11,0,0,0,3,0,184,0,0,0,0,0,0,0,0,1,0,4,0.103252452,1.35703223,0,NA,7.608695652,0,11,0,100,0,0
"10276","Jackson",2020-05-21,0,0,0,0,0,0,0,0,0,1,0,204,0,1,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,8,0.005805515,1.190130624,0,NA,0.487804878,0,1,0,100,0,0
"10277","Jefferson",2020-05-21,0,0,0,0,0,0,0,0,0,500,0,2218,0,268,0,22,0,210,0,2718,0,0,0,0,0,0,0,1,57,1,34,0.709985232,3.859479723,0.141997046,NA,18.39587932,2.941176471,290,7.586206897,92.4137931,0,0
"10278","Johnson",2020-05-21,0,0,0,0,0,0,0,0,0,36,0,297,0,34,0,0,0,2,0,333,0,0,0,0,0,0,0,1,1,0,7,0.136928987,1.266593131,0.380358298,NA,10.81081081,14.28571429,34,0,100,0,0
"10279","Lafayette",2020-05-21,0,0,0,0,0,0,0,0,0,9,0,36,0,8,0,1,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0.130151844,0.650759219,0,NA,20,NA,9,11.11111111,88.88888889,0,0
"10280","Lawrence",2020-05-21,0,0,0,0,0,0,0,0,0,79,0,563,0,58,0,5,0,16,0,642,0,0,0,0,0,0,0,2,2,1,17,0.473933649,3.851460795,1.199832024,NA,12.30529595,11.76470588,63,7.936507937,92.06349206,0,0
"10281","Lee",2020-05-21,0,0,0,0,0,0,0,0,0,13,0,184,0,6,0,1,0,6,0,197,0,0,0,0,0,0,0,1,0,0,9,0.138327304,2.096190679,1.064056182,NA,6.598984772,11.11111111,7,14.28571429,85.71428571,0,0
"10282","Lincoln",2020-05-21,0,0,0,0,0,0,0,0,0,966,0,907,0,923,0,8,0,35,0,1873,0,0,0,0,0,0,0,0,1,0,7,7.053669222,13.67652428,0,NA,51.57501335,0,931,0.859291085,99.14070892,0,0
"10283","LittleRiver",2020-05-21,0,0,0,0,0,0,0,0,0,1,0,151,0,0,0,0,0,1,0,152,0,0,0,0,0,0,0,0,0,0,9,0.008053475,1.224128211,0,NA,0.657894737,0,0,NA,NA,0,0
"10284","Logan",2020-05-21,0,0,0,0,0,0,0,0,0,4,0,224,0,4,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,3,0.018384888,1.047938594,0,NA,1.754385965,0,4,0,100,0,0
"10285","Lonoke",2020-05-21,0,0,0,0,0,0,0,0,0,46,0,1481,0,43,0,0,0,3,0,1527,0,0,0,0,0,0,0,0,0,0,43,0.063706617,2.114782705,0,NA,3.012442698,0,43,0,100,0,0
"10286","Madison",2020-05-21,0,0,0,0,0,0,0,0,0,2,0,244,0,1,0,0,0,1,0,246,0,0,0,0,0,0,0,0,0,0,8,0.012439358,1.517601692,0,NA,0.81300813,0,1,0,100,0,0
"10287","Marion",2020-05-21,0,0,0,0,0,0,0,0,0,1,0,134,0,1,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,3,0.006083465,0.815184329,0,NA,0.740740741,0,1,0,100,0,0
"10288","Miller",2020-05-21,0,0,0,0,0,0,0,0,0,42,0,571,0,38,0,1,0,3,0,613,0,0,0,0,0,0,0,0,1,0,26,0.095980255,1.304874426,0,NA,6.851549755,0,39,2.564102564,97.43589744,0,0
"10289","MissingCountyInfo",2020-05-21,0,0,0,0,0,0,0,0,0,151,0,35585,0,113,0,0,0,38,0,35736,0,0,0,0,0,0,0,18,1,0,10868,NA,NA,NA,NA,0.422543094,0,113,0,100,0,0
"10290","Mississippi",2020-05-21,0,0,0,0,0,0,0,0,0,69,0,830,0,52,0,1,0,16,0,899,0,0,0,0,0,0,0,3,3,0,39,0.16109827,1.937848754,0.700427261,NA,7.675194661,7.692307692,53,1.886792453,98.11320755,0,0
"10291","Monroe",2020-05-21,0,0,0,0,0,0,0,0,0,5,0,141,0,4,0,0,0,1,0,146,0,0,0,0,0,0,0,0,0,0,9,0.068975031,1.945095875,0,NA,3.424657534,0,4,0,100,0,0
"10292","Montgomery",2020-05-21,0,0,0,0,0,0,0,0,0,1,0,131,0,1,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0.01111976,1.456688536,0,NA,0.757575758,NA,1,0,100,0,0
"10293","Nevada",2020-05-21,0,0,0,0,0,0,0,0,0,4,0,109,0,3,0,0,0,1,0,113,0,0,0,0,0,0,0,0,0,0,3,0.047393365,1.291469194,0,NA,3.539823009,0,3,0,100,0,0
"10294","Newton",2020-05-21,0,0,0,0,0,0,0,0,0,3,0,110,0,3,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,2,0.0382263,1.401630989,0,NA,2.654867257,0,3,0,100,0,0
"10295","Ouachita",2020-05-21,0,0,0,0,0,0,0,0,0,10,0,661,0,9,0,0,0,1,0,671,0,0,0,0,0,0,0,0,1,0,5,0.041483448,2.783539368,0,NA,1.490312966,0,9,0,100,0,0
"10296","Perry",2020-05-21,0,0,0,0,0,0,0,0,0,12,0,230,0,11,0,0,0,1,0,242,0,0,0,0,0,0,0,0,0,0,7,0.116256539,2.228250339,0,NA,4.958677686,0,11,0,100,0,0
"10297","Phillips",2020-05-21,0,0,0,0,0,0,0,0,0,6,0,352,0,4,0,1,0,1,0,358,0,0,0,0,0,0,0,1,1,0,21,0.031522539,1.880844804,0.525375644,NA,1.675977654,4.761904762,5,20,80,0,0
"10298","Pike",2020-05-21,0,0,0,0,0,0,0,0,0,4,0,491,0,4,0,0,0,0,0,495,0,0,0,0,0,0,0,1,1,0,35,0.037009623,4.579940785,0.925240563,NA,0.808080808,2.857142857,4,0,100,0,0
"10299","Poinsett",2020-05-21,0,0,0,0,0,0,0,0,0,30,0,422,0,22,0,2,0,6,0,452,0,0,0,0,0,0,0,2,0,0,18,0.124719381,1.879105346,0.831462543,NA,6.637168142,11.11111111,24,8.333333333,91.66666667,0,0
"10300","Polk",2020-05-21,0,0,0,0,0,0,0,0,0,9,0,381,0,8,0,0,0,1,0,390,0,0,0,0,0,0,0,0,1,0,3,0.044636215,1.889599762,0,NA,2.307692308,0,8,0,100,0,0
"10301","Pope",2020-05-21,0,0,0,0,0,0,0,0,0,92,0,2097,0,50,0,1,0,41,0,2189,0,0,0,0,0,0,0,13,3,1,62,0.144554082,3.294890327,2.042612029,NA,4.202832344,20.96774194,51,1.960784314,98.03921569,0,0
"10302","Prairie",2020-05-21,0,0,0,0,0,0,0,0,0,2,0,89,0,2,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,6,0.024260068,1.079573023,0,NA,2.197802198,0,2,0,100,0,0
"10303","Pulaski",2020-05-21,0,0,0,0,0,0,0,0,0,740,0,10392,0,593,0,28,0,119,0,11132,0,0,0,0,0,0,0,13,6,0,359,0.188073593,2.64116321,0.330399555,NA,6.647502695,3.621169916,621,4.508856683,95.49114332,0,0
"10304","Randolph",2020-05-21,0,0,0,0,0,0,0,0,0,24,0,791,0,21,0,0,0,3,0,815,0,0,0,0,0,0,0,0,0,0,12,0.136340397,4.629892632,0,NA,2.944785276,0,21,0,100,0,0
"10305","Saline",2020-05-21,0,0,0,0,0,0,0,0,0,83,0,2758,0,73,0,1,0,9,0,2841,0,0,0,0,0,0,0,1,1,0,84,0.070333619,2.4074435,0.0847393,NA,2.921506512,1.19047619,74,1.351351351,98.64864865,0,0
"10306","Scott",2020-05-21,0,0,0,0,0,0,0,0,0,1,0,24,0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0.009576709,0.239417736,0,NA,4,0,1,0,100,0,0
"10307","Searcy",2020-05-21,0,0,0,0,0,0,0,0,0,6,0,308,0,6,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,7,0.075728891,3.963145273,0,NA,1.910828025,0,6,0,100,0,0
"10308","Sebastian",2020-05-21,0,0,0,0,0,0,0,0,0,18,0,892,0,15,0,0,0,3,0,910,0,0,0,0,0,0,0,0,0,0,32,0.014121967,0.713943873,0,NA,1.978021978,0,15,0,100,0,0
"10309","Sevier",2020-05-21,0,0,0,0,0,0,0,0,0,50,0,417,0,21,0,1,0,28,0,467,0,0,0,0,0,0,0,1,2,0,7,0.29081603,2.425405688,0.58163206,NA,10.70663812,14.28571429,22,4.545454545,95.45454545,0,0
"10310","Sharp",2020-05-21,0,0,0,0,0,0,0,0,0,42,0,234,0,9,0,2,0,31,0,276,0,0,0,0,0,0,0,2,1,0,8,0.246435487,1.619433198,1.173502318,NA,15.2173913,25,11,18.18181818,81.81818182,0,0
"10311","St.Francis",2020-05-21,0,0,0,0,0,0,0,0,0,600,0,2252,0,268,0,0,0,332,0,2852,0,0,0,0,0,0,0,235,6,0,741,2.281889404,10.84658097,89.37400167,NA,21.03786816,31.71390013,268,0,100,0,0
"10312","Stone",2020-05-21,0,0,0,0,0,0,0,0,0,8,0,200,0,8,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,4,0.06427768,1.671219669,0,NA,3.846153846,0,8,0,100,0,0
"10313","Union",2020-05-21,0,0,0,0,0,0,0,0,0,140,0,754,0,81,0,4,0,55,0,894,0,0,0,0,0,0,0,19,6,0,60,0.352360817,2.250075506,4.782039666,NA,15.65995526,31.66666667,85,4.705882353,95.29411765,0,0
"10314","VanBuren",2020-05-21,0,0,0,0,0,0,0,0,0,28,0,400,0,26,0,2,0,0,0,428,0,0,0,0,0,0,0,0,0,0,13,0.167825462,2.565332055,0,NA,6.542056075,0,28,7.142857143,92.85714286,0,0
"10315","Washington",2020-05-21,0,0,0,0,0,0,0,0,0,180,0,3586,0,104,0,5,0,71,0,3766,0,0,0,0,0,0,0,26,2,0,416,0.078764621,1.647930897,1.137711188,NA,4.77960701,6.25,109,4.587155963,95.41284404,0,0
"10316","White",2020-05-21,0,0,0,0,0,0,0,0,0,37,0,1504,0,33,0,1,0,3,0,1541,0,0,0,0,0,0,0,0,0,0,52,0.046951931,1.955484493,0,NA,2.401038287,0,34,2.941176471,97.05882353,0,0
"10317","Woodruff",2020-05-21,0,0,0,0,0,0,0,0,0,1,0,84,0,1,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,1,0.015015015,1.276276276,0,NA,1.176470588,0,1,0,100,0,0
"10318","Yell",2020-05-21,0,0,0,0,0,0,0,0,0,73,0,297,0,10,0,1,0,62,0,370,0,0,0,0,0,0,0,35,4,0,54,0.335524199,1.700602105,16.08677667,NA,19.72972973,64.81481481,11,9.090909091,90.90909091,0,0
"10319","Arkansas",2020-05-20,0,0,0,0,0,0,0,0,0,2,0,234,0,2,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,15,0.011035092,1.302140808,0,NA,0.847457627,0,2,0,100,0,0
"10320","Arkansas_all_counties",2020-05-20,0,0,0,0,0,0,0,0,2990671,5003,0,91255,0,3852,0,107,0,1044,0,96258,0,0,0,0,0,0,0,80,113,5,2557,0.165782801,3.18967037,0.265093426,NA,5.197490079,3.128666406,3959,2.702702703,97.2972973,0,0
"10321","Ashley",2020-05-20,0,0,0,0,0,0,0,0,0,19,0,493,0,18,0,0,0,1,0,512,0,0,0,0,0,0,0,0,1,0,8,0.092515947,2.493061304,0,NA,3.7109375,0,18,0,100,0,0
"10322","Baxter",2020-05-20,0,0,0,0,0,0,0,0,0,6,0,480,0,5,0,0,0,1,0,486,0,0,0,0,0,0,0,0,0,0,5,0.014556394,1.179067906,0,NA,1.234567901,0,5,0,100,0,0
"10323","Benton",2020-05-20,0,0,0,0,0,0,0,0,0,163,0,7293,0,120,0,0,0,43,0,7456,0,0,0,0,0,0,0,8,2,0,220,0.062939223,2.878986794,0.308904162,NA,2.186158798,3.636363636,120,0,100,0,0
"10324","Boone",2020-05-20,0,0,0,0,0,0,0,0,0,5,0,528,0,4,0,0,0,1,0,533,0,0,0,0,0,0,0,0,0,0,19,0.01340914,1.429414289,0,NA,0.938086304,0,4,0,100,0,0
"10325","Bradley",2020-05-20,0,0,0,0,0,0,0,0,0,14,0,345,0,10,0,1,0,3,0,359,0,0,0,0,0,0,0,0,0,0,3,0.127877238,3.279137742,0,NA,3.899721448,0,11,9.090909091,90.90909091,0,0
"10326","Calhoun",2020-05-20,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,4,0,0.999615532,0,NA,0,0,0,NA,NA,0,0
"10327","Carroll",2020-05-20,0,0,0,0,0,0,0,0,0,6,0,499,0,5,0,0,0,1,0,505,0,0,0,0,0,0,0,0,0,0,20,0.021515401,1.810879621,0,NA,1.188118812,0,5,0,100,0,0
"10328","Chicot",2020-05-20,0,0,0,0,0,0,0,0,0,11,0,186,0,9,0,0,0,2,0,197,0,0,0,0,0,0,0,0,0,0,3,0.101607242,1.819693331,0,NA,5.583756345,0,9,0,100,0,0
"10329","Clark",2020-05-20,0,0,0,0,0,0,0,0,0,35,0,654,0,34,0,0,0,1,0,689,0,0,0,0,0,0,0,0,0,0,7,0.156354702,3.077953987,0,NA,5.079825835,0,34,0,100,0,0
"10330","Clay",2020-05-20,0,0,0,0,0,0,0,0,0,4,0,423,0,3,0,0,0,1,0,427,0,0,0,0,0,0,0,0,0,0,9,0.026558661,2.835137109,0,NA,0.93676815,0,3,0,100,0,0
"10331","Cleburne",2020-05-20,0,0,0,0,0,0,0,0,0,73,0,545,0,68,0,4,0,1,0,618,0,0,0,0,0,0,0,1,0,0,19,0.28933809,2.449464923,0.396353547,NA,11.81229773,5.263157895,72,5.555555556,94.44444444,0,0
"10332","Cleveland",2020-05-20,0,0,0,0,0,0,0,0,0,17,0,264,0,13,0,0,0,4,0,281,0,0,0,0,0,0,0,0,0,0,4,0.206661804,3.415998055,0,NA,6.049822064,0,13,0,100,0,0
"10333","Columbia",2020-05-20,0,0,0,0,0,0,0,0,0,20,0,280,0,12,0,2,0,6,0,300,0,0,0,0,0,0,0,2,0,0,6,0.083710028,1.255650427,0.837100285,NA,6.666666667,33.33333333,14,14.28571429,85.71428571,0,0
"10334","Conway",2020-05-20,0,0,0,0,0,0,0,0,0,14,0,474,0,12,0,1,0,1,0,488,0,0,0,0,0,0,0,0,0,0,14,0.066966421,2.334258108,0,NA,2.868852459,0,13,7.692307692,92.30769231,0,0
"10335","Craighead",2020-05-20,0,0,0,0,0,0,0,0,0,153,0,2981,0,106,0,0,0,47,0,3134,0,0,0,0,0,0,0,6,6,0,194,0.144747921,2.964967219,0.567638906,NA,4.881940013,3.092783505,106,1,100,0,0
"10336","Crawford",2020-05-20,0,0,0,0,0,0,0,0,0,12,0,535,0,9,0,0,0,3,0,547,0,0,0,0,0,0,0,0,3,0,20,0.019208605,0.875592265,0,NA,2.193784278,0,9,0,100,0,0
"10337","Crittenden",2020-05-20,0,0,0,0,0,0,0,0,0,250,0,2183,0,202,0,8,0,40,0,2433,0,0,0,0,0,0,0,9,2,1,95,0.510068757,4.963989146,1.836247526,NA,10.27538019,9.473684211,210,3.80952381,96.19047619,0,0
"10338","Cross",2020-05-20,0,0,0,0,0,0,0,0,0,40,0,500,0,27,0,0,0,13,0,540,0,0,0,0,0,0,0,1,0,0,14,0.235321803,3.176844335,0.588304506,NA,7.407407407,7.142857143,27,0,100,0,0
"10339","CumminsPrison",2020-05-20,0,0,0,0,0,0,0,0,0,872,0,1058,0,860,0,8,0,4,0,1930,0,0,0,0,0,0,0,0,NA,0,0,44.30894309,98.06910569,0,NA,45.18134715,NA,868,0.921658986,99.07834101,0,0
"10340","Dallas",2020-05-20,0,0,0,0,0,0,0,0,0,1,0,121,0,1,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0.013455328,1.641550054,0,NA,0.819672131,NA,1,0,100,0,0
"10341","Desha",2020-05-20,0,0,0,0,0,0,0,0,0,18,0,386,0,18,0,0,0,0,0,404,0,0,0,0,0,0,0,0,1,0,8,0.151425927,3.398670817,0,NA,4.455445545,0,18,0,100,0,0
"10342","Drew",2020-05-20,0,0,0,0,0,0,0,0,0,19,0,502,0,16,0,1,0,2,0,521,0,0,0,0,0,0,0,0,0,0,15,0.102691601,2.815911793,0,NA,3.646833013,0,17,5.882352941,94.11764706,0,0
"10343","Faulkner",2020-05-20,0,0,0,0,0,0,0,0,0,95,0,2517,0,80,0,3,0,12,0,2612,0,0,0,0,0,0,0,0,0,0,64,0.077604235,2.133708012,0,NA,3.637059724,0,83,3.614457831,96.38554217,0,0
"10344","Franklin",2020-05-20,0,0,0,0,0,0,0,0,0,2,0,196,0,2,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,6,0.011248594,1.113610799,0,NA,1.01010101,0,2,0,100,0,0
"10345","Fulton",2020-05-20,0,0,0,0,0,0,0,0,0,4,0,194,0,3,0,0,0,1,0,198,0,0,0,0,0,0,0,0,0,0,8,0.032951643,1.631106351,0,NA,2.02020202,0,3,0,100,0,0
"10346","Garland",2020-05-20,0,0,0,0,0,0,0,0,0,130,0,3434,0,120,0,1,0,9,0,3564,0,0,0,0,0,0,0,0,2,0,72,0.13225091,3.625709577,0,NA,3.647586981,0,121,0.826446281,99.17355372,0,0
"10347","Grant",2020-05-20,0,0,0,0,0,0,0,0,0,16,0,403,0,15,0,0,0,1,0,419,0,0,0,0,0,0,0,0,0,0,9,0.088466217,2.316709057,0,NA,3.818615752,0,15,0,100,0,0
"10348","Greene",2020-05-20,0,0,0,0,0,0,0,0,0,29,0,1342,0,24,0,0,0,5,0,1371,0,0,0,0,0,0,0,4,1,0,63,0.064988907,3.072406606,0.896398718,NA,2.115244347,6.349206349,24,0,100,0,0
"10349","Hempstead",2020-05-20,0,0,0,0,0,0,0,0,0,10,0,185,0,6,0,1,0,3,0,195,0,0,0,0,0,0,0,1,0,0,4,0.045417386,0.885639023,0.454173858,NA,5.128205128,25,7,14.28571429,85.71428571,0,0
"10350","HotSpring",2020-05-20,0,0,0,0,0,0,0,0,0,29,0,700,0,25,0,0,0,4,0,729,0,0,0,0,0,0,0,0,0,0,18,0.086515513,2.174821002,0,NA,3.978052126,0,25,0,100,0,0
"10351","Howard",2020-05-20,0,0,0,0,0,0,0,0,0,14,0,235,0,14,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,2,0.104563448,1.859735604,0,NA,5.62248996,0,14,0,100,0,0
"10352","Independence",2020-05-20,0,0,0,0,0,0,0,0,0,27,0,606,0,19,0,0,0,8,0,633,0,0,0,0,0,0,0,1,1,0,13,0.07245599,1.698690425,0.268355517,NA,4.265402844,7.692307692,19,0,100,0,0
"10353","Izard",2020-05-20,0,0,0,0,0,0,0,0,0,14,0,166,0,10,0,0,0,4,0,180,0,0,0,0,0,0,0,0,0,0,5,0.103252452,1.327531529,0,NA,7.777777778,0,10,0,100,0,0
"10354","Jackson",2020-05-20,0,0,0,0,0,0,0,0,0,1,0,196,0,1,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,10,0.005805515,1.143686502,0,NA,0.507614213,0,1,0,100,0,0
"10355","Jefferson",2020-05-20,0,0,0,0,0,0,0,0,0,499,0,2185,0,211,0,21,0,267,0,2684,0,0,0,0,0,0,0,2,15,1,42,0.708565262,3.811200727,0.283994093,NA,18.59165425,4.761904762,232,9.051724138,90.94827586,0,0
"10356","Johnson",2020-05-20,0,0,0,0,0,0,0,0,0,35,0,291,0,33,0,0,0,2,0,326,0,0,0,0,0,0,0,0,0,0,4,0.133125404,1.23996805,0,NA,10.73619632,0,33,0,100,0,0
"10357","Lafayette",2020-05-20,0,0,0,0,0,0,0,0,0,9,0,36,0,8,0,1,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0.130151844,0.650759219,0,NA,20,NA,9,11.11111111,88.88888889,0,0
"10358","Lawrence",2020-05-20,0,0,0,0,0,0,0,0,0,77,0,548,0,56,0,4,0,17,0,625,0,0,0,0,0,0,0,0,0,0,11,0.461935329,3.749475073,0,NA,12.32,0,60,6.666666667,93.33333333,0,0
