"","county_nam","Date","Deaths","Positive","active_cases","Cases_Population"
"2:27520","Drew",2020-11-27,7,712,176,3.85
"2:27521","Faulkner",2020-11-27,53,4679,511,3.82
"2:27522","Franklin",2020-11-27,12,780,106,4.39
"2:27523","Fulton",2020-11-27,12,541,83,4.46
"2:27524","Garland",2020-11-27,103,3759,455,3.82
"2:27525","Grant",2020-11-27,5,589,110,3.26
"2:27526","Greene",2020-11-27,26,2865,545,6.42
"2:27527","Hempstead",2020-11-27,8,844,47,3.83
"2:27528","HotSpring",2020-11-27,42,2900,263,8.65
"2:27529","Howard",2020-11-27,15,795,51,5.94
"2:27530","Independence",2020-11-27,71,2040,161,5.47
"2:27531","Izard",2020-11-27,6,983,71,7.25
"2:27532","Jackson",2020-11-27,7,1722,441,10
"2:27533","Jefferson",2020-11-27,109,5147,347,7.31
"2:27534","Johnson",2020-11-27,11,1247,73,4.74
"2:27535","Lafayette",2020-11-27,3,260,21,3.76
"2:27536","Lawrence",2020-11-27,28,1148,108,6.89
"2:27537","Lee",2020-11-27,18,1175,32,12.5
"2:27538","Lincoln",2020-11-27,18,2448,81,17.88
"2:27539","LittleRiver",2020-11-27,40,640,50,5.15
"2:27540","Logan",2020-11-27,6,925,159,4.25
"2:27541","Lonoke",2020-11-27,53,2648,301,3.67
"2:27542","Madison",2020-11-27,8,611,77,3.8
"2:27543","Marion",2020-11-27,6,427,90,2.6
"2:27544","Miller",2020-11-27,22,2136,107,4.88
"2:27545","MissingCountyInfo",2020-11-27,0,2694,1015,NA
"2:27546","Mississippi",2020-11-27,80,3143,236,7.34
"2:27547","Monroe",2020-11-27,4,301,33,4.15
"2:27548","Montgomery",2020-11-27,10,278,51,3.09
"2:27549","Nevada",2020-11-27,14,444,43,5.26
"2:27550","Newton",2020-11-27,22,434,53,5.53
"2:27551","Ouachita",2020-11-27,12,716,167,2.97
"2:27552","Perry",2020-11-27,3,250,42,2.42
"2:27553","Phillips",2020-11-27,17,932,70,4.9
"2:27554","Pike",2020-11-27,2,366,41,3.39
"2:27555","Poinsett",2020-11-27,41,1644,136,6.83
"2:27556","Polk",2020-11-27,10,772,152,3.83
"2:27557","Pope",2020-11-27,42,3650,347,5.74
"2:27558","Prairie",2020-11-27,7,352,28,4.27
"2:27559","Pulaski",2020-11-27,263,16395,1752,4.17
"2:27560","Randolph",2020-11-27,30,959,88,5.45
"2:27561","Saline",2020-11-27,55,4702,673,3.98
"2:27562","Scott",2020-11-27,2,371,60,3.55
"2:27563","Searcy",2020-11-27,1,291,37,3.67
"2:27564","Sebastian",2020-11-27,123,6913,666,5.42
"2:27565","Sevier",2020-11-27,18,1700,77,9.89
"2:27566","Sharp",2020-11-27,14,685,138,4.02
"2:27567","SaintFrancis",2020-11-27,15,2034,90,7.74
"2:27568","Stone",2020-11-27,23,466,32,3.74
"2:27569","Union",2020-11-27,56,1510,122,3.8
"2:27570","VanBuren",2020-11-27,3,362,71,2.17
"2:27571","Washington",2020-11-27,176,15282,1369,6.69
"2:27572","White",2020-11-27,50,2972,446,3.77
"2:27573","Woodruff",2020-11-27,1,196,19,2.94
"2:27574","Yell",2020-11-27,33,1629,106,7.55
"2:27575","Arkansas_all_counties",2020-11-26,2436,152625,17588,5.1
"2:27576","Arkansas_county",2020-11-26,20,950,103,5.24
"2:27577","Ashley",2020-11-26,13,831,136,4.05
"2:27578","Baxter",2020-11-26,27,1364,231,3.31
"2:27579","Benton",2020-11-26,153,11700,1090,4.52
"2:27580","Boone",2020-11-26,43,1716,279,4.6
"2:27581","Bradley",2020-11-26,8,474,74,4.33
"2:27582","Calhoun",2020-11-26,1,142,32,2.73
"2:27583","Carroll",2020-11-26,23,1391,186,4.99
"2:27584","Chicot",2020-11-26,27,1175,72,10.85
"2:27585","Clark",2020-11-26,11,796,103,3.56
"2:27586","Clay",2020-11-26,19,839,153,5.57
"2:27587","Cleburne",2020-11-26,21,699,88,2.77
"2:27588","Cleveland",2020-11-26,15,356,48,4.33
"2:27589","Columbia",2020-11-26,24,1063,152,4.45
"2:27590","Conway",2020-11-26,7,655,135,3.13
"2:27591","Craighead",2020-11-26,77,6889,759,6.52
"2:27592","Crawford",2020-11-26,36,3001,318,4.8
"2:27593","Crittenden",2020-11-26,55,3199,263,6.53
"2:27594","Cross",2020-11-26,26,828,120,4.87
"2:27595","Dallas",2020-11-26,6,291,60,3.92
"2:27596","Desha",2020-11-26,8,547,60,4.6
"2:27597","Drew",2020-11-26,7,690,166,3.73
"2:27598","Faulkner",2020-11-26,53,4658,536,3.81
"2:27599","Franklin",2020-11-26,12,774,103,4.35
"2:27600","Fulton",2020-11-26,12,540,92,4.45
"2:27601","Garland",2020-11-26,103,3733,472,3.8
"2:27602","Grant",2020-11-26,5,585,113,3.23
"2:27603","Greene",2020-11-26,26,2834,562,6.35
"2:27604","Hempstead",2020-11-26,8,839,53,3.81
"2:27605","HotSpring",2020-11-26,42,2883,274,8.6
"2:27606","Howard",2020-11-26,15,795,57,5.94
"2:27607","Independence",2020-11-26,71,2030,160,5.45
"2:27608","Izard",2020-11-26,6,979,70,7.22
"2:27609","Jackson",2020-11-26,7,1702,470,9.88
"2:27610","Jefferson",2020-11-26,109,5137,372,7.29
"2:27611","Johnson",2020-11-26,11,1248,79,4.75
"2:27612","Lafayette",2020-11-26,3,259,21,3.75
"2:27613","Lawrence",2020-11-26,28,1140,111,6.84
"2:27614","Lee",2020-11-26,18,1173,32,12.48
"2:27615","Lincoln",2020-11-26,18,2443,79,17.84
"2:27616","LittleRiver",2020-11-26,40,626,58,5.04
"2:27617","Logan",2020-11-26,6,914,158,4.2
"2:27618","Lonoke",2020-11-26,53,2635,329,3.65
"2:27619","Madison",2020-11-26,8,607,83,3.78
"2:27620","Marion",2020-11-26,6,422,100,2.57
"2:27621","Miller",2020-11-26,22,2119,117,4.84
"2:27622","MissingCountyInfo",2020-11-26,0,2566,936,NA
"2:27623","Mississippi",2020-11-26,80,3119,240,7.28
"2:27624","Monroe",2020-11-26,4,298,33,4.11
"2:27625","Montgomery",2020-11-26,10,277,51,3.08
"2:27626","Nevada",2020-11-26,14,443,46,5.25
"2:27627","Newton",2020-11-26,22,432,55,5.5
"2:27628","Ouachita",2020-11-26,12,703,168,2.92
"2:27629","Perry",2020-11-26,3,249,46,2.41
"2:27630","Phillips",2020-11-26,17,926,70,4.86
"2:27631","Pike",2020-11-26,2,365,40,3.38
"2:27632","Poinsett",2020-11-26,41,1634,146,6.79
"2:27633","Polk",2020-11-26,10,770,164,3.82
"2:27634","Pope",2020-11-26,42,3642,380,5.72
"2:27635","Prairie",2020-11-26,7,350,29,4.25
"2:27636","Pulaski",2020-11-26,263,16332,1843,4.15
"2:27637","Randolph",2020-11-26,30,952,98,5.41
"2:27638","Saline",2020-11-26,55,4662,702,3.95
"2:27639","Scott",2020-11-26,2,370,65,3.54
"2:27640","Searcy",2020-11-26,1,290,37,3.66
"2:27641","Sebastian",2020-11-26,123,6876,707,5.39
"2:27642","Sevier",2020-11-26,18,1697,83,9.87
"2:27643","Sharp",2020-11-26,14,680,143,3.99
"2:27644","SaintFrancis",2020-11-26,15,2028,90,7.71
"2:27645","Stone",2020-11-26,23,459,26,3.69
"2:27646","Union",2020-11-26,56,1497,122,3.77
"2:27647","VanBuren",2020-11-26,3,360,74,2.16
"2:27648","Washington",2020-11-26,176,15212,1440,6.66
"2:27649","White",2020-11-26,50,2951,499,3.74
"2:27650","Woodruff",2020-11-26,1,193,16,2.9
"2:27651","Yell",2020-11-26,33,1621,110,7.51
"2:27652","Arkansas_all_counties",2020-11-25,2425,150277,17014,5.02
"2:27653","Arkansas_county",2020-11-25,20,944,108,5.21
"2:27654","Ashley",2020-11-25,13,804,117,3.91
"2:27655","Baxter",2020-11-25,27,1345,239,3.26
"2:27656","Benton",2020-11-25,153,11538,1055,4.46
"2:27657","Boone",2020-11-25,43,1671,263,4.48
"2:27658","Bradley",2020-11-25,8,460,65,4.2
"2:27659","Calhoun",2020-11-25,1,138,31,2.65
"2:27660","Carroll",2020-11-25,23,1368,180,4.91
"2:27661","Chicot",2020-11-25,27,1157,55,10.69
"2:27662","Clark",2020-11-25,11,778,95,3.48
"2:27663","Clay",2020-11-25,19,820,142,5.44
"2:27664","Cleburne",2020-11-25,21,689,87,2.73
"2:27665","Cleveland",2020-11-25,15,351,51,4.27
"2:27666","Columbia",2020-11-25,24,1054,155,4.41
"2:27667","Conway",2020-11-25,7,646,147,3.09
"2:27668","Craighead",2020-11-25,75,6763,700,6.4
"2:27669","Crawford",2020-11-25,36,2974,326,4.76
"2:27670","Crittenden",2020-11-25,55,3156,251,6.44
"2:27671","Cross",2020-11-25,26,820,119,4.82
"2:27672","Dallas",2020-11-25,6,290,69,3.9
"2:27673","Desha",2020-11-25,8,543,61,4.57
"2:27674","Drew",2020-11-25,7,616,98,3.33
"2:27675","Faulkner",2020-11-25,53,4575,502,3.74
"2:27676","Franklin",2020-11-25,12,755,92,4.25
"2:27677","Fulton",2020-11-25,12,534,89,4.4
"2:27678","Garland",2020-11-25,103,3633,430,3.7
"2:27679","Grant",2020-11-25,5,571,108,3.16
"2:27680","Greene",2020-11-25,26,2735,514,6.13
"2:27681","Hempstead",2020-11-25,7,832,58,3.78
"2:27682","HotSpring",2020-11-25,42,2856,279,8.52
"2:27683","Howard",2020-11-25,15,792,57,5.92
"2:27684","Independence",2020-11-25,71,2007,153,5.39
"2:27685","Izard",2020-11-25,6,974,73,7.18
"2:27686","Jackson",2020-11-25,6,1667,515,9.68
"2:27687","Jefferson",2020-11-25,109,5089,358,7.23
"2:27688","Johnson",2020-11-25,11,1235,74,4.7
"2:27689","Lafayette",2020-11-25,3,258,23,3.73
"2:27690","Lawrence",2020-11-25,28,1120,102,6.72
"2:27691","Lee",2020-11-25,18,1169,31,12.44
"2:27692","Lincoln",2020-11-25,18,2408,47,17.58
"2:27693","LittleRiver",2020-11-25,40,620,59,4.99
"2:27694","Logan",2020-11-25,6,898,150,4.13
"2:27695","Lonoke",2020-11-25,52,2583,304,3.58
"2:27696","Madison",2020-11-25,8,600,84,3.73
"2:27697","Marion",2020-11-25,6,417,107,2.54
"2:27698","Miller",2020-11-25,22,2100,128,4.8
"2:27699","MissingCountyInfo",2020-11-25,0,2401,810,NA
"2:27700","Mississippi",2020-11-25,80,3076,227,7.18
"2:27701","Monroe",2020-11-25,4,295,33,4.07
"2:27702","Montgomery",2020-11-25,10,269,48,2.99
"2:27703","Nevada",2020-11-25,14,440,47,5.21
"2:27704","Newton",2020-11-25,22,422,49,5.38
"2:27705","Ouachita",2020-11-25,11,689,170,2.86
"2:27706","Perry",2020-11-25,3,245,46,2.37
"2:27707","Phillips",2020-11-25,17,921,70,4.84
"2:27708","Pike",2020-11-25,2,360,38,3.33
"2:27709","Poinsett",2020-11-25,40,1612,137,6.7
"2:27710","Polk",2020-11-25,10,747,159,3.7
"2:27711","Pope",2020-11-25,42,3597,378,5.65
"2:27712","Prairie",2020-11-25,7,348,29,4.22
"2:27713","Pulaski",2020-11-25,261,16152,1866,4.11
"2:27714","Randolph",2020-11-25,30,944,105,5.36
"2:27715","Saline",2020-11-25,54,4565,677,3.87
"2:27716","Scott",2020-11-25,2,359,61,3.44
"2:27717","Searcy",2020-11-25,1,284,33,3.58
"2:27718","Sebastian",2020-11-25,123,6809,701,5.34
"2:27719","Sevier",2020-11-25,18,1684,75,9.79
"2:27720","Sharp",2020-11-25,14,656,125,3.85
"2:27721","SaintFrancis",2020-11-25,14,2019,91,7.68
"2:27722","Stone",2020-11-25,23,452,19,3.63
"2:27723","Union",2020-11-25,56,1487,129,3.74
"2:27724","VanBuren",2020-11-25,3,351,69,2.1
"2:27725","Washington",2020-11-25,176,15024,1421,6.57
"2:27726","White",2020-11-25,50,2907,512,3.69
"2:27727","Woodruff",2020-11-25,1,192,18,2.88
"2:27728","Yell",2020-11-25,33,1617,120,7.5
"2:27729","Arkansas_all_counties",2020-11-24,2405,148312,17057,4.96
"2:27730","Arkansas_county",2020-11-24,20,935,114,5.16
"2:27731","Ashley",2020-11-24,13,789,117,3.84
"2:27732","Baxter",2020-11-24,27,1329,255,3.22
"2:27733","Benton",2020-11-24,151,11387,1049,4.4
"2:27734","Boone",2020-11-24,43,1642,275,4.4
"2:27735","Bradley",2020-11-24,8,447,53,4.08
"2:27736","Calhoun",2020-11-24,0,132,30,2.54
"2:27737","Carroll",2020-11-24,23,1350,183,4.84
"2:27738","Chicot",2020-11-24,26,1151,58,10.63
"2:27739","Clark",2020-11-24,10,760,91,3.4
"2:27740","Clay",2020-11-24,19,799,145,5.31
"2:27741","Cleburne",2020-11-24,20,667,72,2.64
"2:27742","Cleveland",2020-11-24,14,343,46,4.17
"2:27743","Columbia",2020-11-24,24,1017,139,4.26
"2:27744","Conway",2020-11-24,7,624,149,2.98
"2:27745","Craighead",2020-11-24,75,6657,675,6.3
"2:27746","Crawford",2020-11-24,35,2945,335,4.71
"2:27747","Crittenden",2020-11-24,55,3123,252,6.37
"2:27748","Cross",2020-11-24,26,804,118,4.73
"2:27749","Dallas",2020-11-24,6,278,61,3.74
"2:27750","Desha",2020-11-24,8,530,57,4.46
"2:27751","Drew",2020-11-24,7,602,92,3.25
"2:27752","Faulkner",2020-11-24,53,4517,489,3.69
"2:27753","Franklin",2020-11-24,11,740,86,4.16
"2:27754","Fulton",2020-11-24,12,517,78,4.26
"2:27755","Garland",2020-11-24,104,3579,432,3.64
"2:27756","Grant",2020-11-24,5,561,113,3.1
"2:27757","Greene",2020-11-24,26,2674,507,5.99
"2:27758","Hempstead",2020-11-24,7,825,73,3.75
"2:27759","HotSpring",2020-11-24,42,2825,280,8.43
"2:27760","Howard",2020-11-24,15,783,52,5.85
"2:27761","Independence",2020-11-24,71,1996,164,5.36
"2:27762","Izard",2020-11-24,6,959,62,7.07
"2:27763","Jackson",2020-11-24,6,1598,478,9.28
"2:27764","Jefferson",2020-11-24,109,5061,363,7.19
"2:27765","Johnson",2020-11-24,11,1223,80,4.65
"2:27766","Lafayette",2020-11-24,3,255,23,3.69
"2:27767","Lawrence",2020-11-24,28,1108,101,6.65
"2:27768","Lee",2020-11-24,18,1165,30,12.4
"2:27769","Lincoln",2020-11-24,18,2398,41,17.51
"2:27770","LittleRiver",2020-11-24,40,615,58,4.95
"2:27771","Logan",2020-11-24,6,880,149,4.04
"2:27772","Lonoke",2020-11-24,51,2550,321,3.53
"2:27773","Madison",2020-11-24,8,586,78,3.65
"2:27774","Marion",2020-11-24,6,409,115,2.49
"2:27775","Miller",2020-11-24,22,2076,131,4.74
"2:27776","MissingCountyInfo",2020-11-24,0,2433,875,NA
"2:27777","Mississippi",2020-11-24,79,3048,230,7.12
"2:27778","Monroe",2020-11-24,4,293,32,4.04
"2:27779","Montgomery",2020-11-24,10,262,46,2.91
"2:27780","Nevada",2020-11-24,14,435,45,5.15
"2:27781","Newton",2020-11-24,22,416,47,5.3
"2:27782","Ouachita",2020-11-24,11,652,157,2.7
"2:27783","Perry",2020-11-24,3,239,42,2.32
"2:27784","Phillips",2020-11-24,17,910,80,4.78
"2:27785","Pike",2020-11-24,2,354,37,3.28
"2:27786","Poinsett",2020-11-24,39,1602,158,6.66
"2:27787","Polk",2020-11-24,9,733,173,3.64
"2:27788","Pope",2020-11-24,42,3545,384,5.57
"2:27789","Prairie",2020-11-24,7,345,28,4.18
"2:27790","Pulaski",2020-11-24,259,15955,1862,4.06
"2:27791","Randolph",2020-11-24,30,937,109,5.32
"2:27792","Saline",2020-11-24,54,4473,664,3.79
"2:27793","Scott",2020-11-24,2,345,51,3.3
"2:27794","Searcy",2020-11-24,1,282,31,3.56
"2:27795","Sebastian",2020-11-24,122,6715,702,5.27
"2:27796","Sevier",2020-11-24,18,1673,78,9.73
"2:27797","Sharp",2020-11-24,14,645,130,3.78
"2:27798","SaintFrancis",2020-11-24,14,2009,99,7.64
"2:27799","Stone",2020-11-24,23,450,20,3.62
"2:27800","Union",2020-11-24,56,1475,135,3.71
"2:27801","VanBuren",2020-11-24,3,344,69,2.06
"2:27802","Washington",2020-11-24,174,14864,1418,6.5
"2:27803","White",2020-11-24,48,2876,552,3.65
"2:27804","Woodruff",2020-11-24,0,191,19,2.87
"2:27805","Yell",2020-11-24,33,1600,114,7.42
"2:27806","Arkansas_all_counties",2020-11-23,2387,146190,16727,4.89
"2:27807","Arkansas_county",2020-11-23,20,918,107,5.07
"2:27808","Ashley",2020-11-23,13,772,109,3.76
"2:27809","Baxter",2020-11-23,27,1281,229,3.11
"2:27810","Benton",2020-11-23,150,11207,998,4.33
"2:27811","Boone",2020-11-23,42,1606,276,4.31
"2:27812","Bradley",2020-11-23,8,436,48,3.98
"2:27813","Calhoun",2020-11-23,0,130,31,2.5
"2:27814","Carroll",2020-11-23,23,1314,165,4.71
"2:27815","Chicot",2020-11-23,26,1145,55,10.58
"2:27816","Clark",2020-11-23,10,749,93,3.35
"2:27817","Clay",2020-11-23,19,786,147,5.22
"2:27818","Cleburne",2020-11-23,20,654,64,2.59
"2:27819","Cleveland",2020-11-23,14,334,45,4.06
"2:27820","Columbia",2020-11-23,24,1000,130,4.19
"2:27821","Conway",2020-11-23,7,610,149,2.92
"2:27822","Craighead",2020-11-23,72,6585,704,6.23
"2:27823","Crawford",2020-11-23,35,2914,343,4.66
"2:27824","Crittenden",2020-11-23,55,3106,259,6.34
"2:27825","Cross",2020-11-23,26,783,103,4.61
"2:27826","Dallas",2020-11-23,6,269,56,3.62
"2:27827","Desha",2020-11-23,8,522,52,4.39
"2:27828","Drew",2020-11-23,7,583,81,3.15
"2:27829","Faulkner",2020-11-23,53,4444,482,3.63
"2:27830","Franklin",2020-11-23,11,728,78,4.09
"2:27831","Fulton",2020-11-23,12,502,70,4.14
"2:27832","Garland",2020-11-23,104,3507,418,3.57
"2:27833","Grant",2020-11-23,5,541,104,2.99
"2:27834","Greene",2020-11-23,26,2618,498,5.87
"2:27835","Hempstead",2020-11-23,6,817,91,3.71
"2:27836","HotSpring",2020-11-23,42,2794,276,8.34
"2:27837","Howard",2020-11-23,15,777,55,5.8
"2:27838","Independence",2020-11-23,71,1968,147,5.28
"2:27839","Izard",2020-11-23,6,951,67,7.01
"2:27840","Jackson",2020-11-23,6,1529,419,8.88
"2:27841","Jefferson",2020-11-23,109,5010,338,7.11
"2:27842","Johnson",2020-11-23,11,1216,81,4.63
"2:27843","Lafayette",2020-11-23,3,252,20,3.64
"2:27844","Lawrence",2020-11-23,28,1096,97,6.58
"2:27845","Lee",2020-11-23,18,1161,31,12.35
"2:27846","Lincoln",2020-11-23,18,2393,38,17.47
"2:27847","LittleRiver",2020-11-23,40,611,66,4.92
"2:27848","Logan",2020-11-23,6,878,176,4.04
"2:27849","Lonoke",2020-11-23,49,2512,317,3.48
"2:27850","Madison",2020-11-23,7,578,76,3.6
"2:27851","Marion",2020-11-23,6,393,111,2.39
"2:27852","Miller",2020-11-23,22,2064,133,4.72
"2:27853","MissingCountyInfo",2020-11-23,0,2358,847,NA
"2:27854","Mississippi",2020-11-23,79,3024,236,7.06
"2:27855","Monroe",2020-11-23,4,292,34,4.03
"2:27856","Montgomery",2020-11-23,10,254,39,2.82
"2:27857","Nevada",2020-11-23,14,428,44,5.07
"2:27858","Newton",2020-11-23,22,412,45,5.25
"2:27859","Ouachita",2020-11-23,11,629,152,2.61
"2:27860","Perry",2020-11-23,3,233,39,2.26
"2:27861","Phillips",2020-11-23,16,892,68,4.69
"2:27862","Pike",2020-11-23,1,351,42,3.25
"2:27863","Poinsett",2020-11-23,39,1590,165,6.61
"2:27864","Polk",2020-11-23,8,710,168,3.52
"2:27865","Pope",2020-11-23,42,3494,385,5.49
"2:27866","Prairie",2020-11-23,6,342,29,4.15
"2:27867","Pulaski",2020-11-23,258,15743,1809,4
"2:27868","Randolph",2020-11-23,30,930,119,5.28
"2:27869","Saline",2020-11-23,54,4367,617,3.7
"2:27870","Scott",2020-11-23,2,331,41,3.17
"2:27871","Searcy",2020-11-23,1,275,28,3.47
"2:27872","Sebastian",2020-11-23,122,6657,721,5.22
"2:27873","Sevier",2020-11-23,17,1665,85,9.68
"2:27874","Sharp",2020-11-23,14,628,129,3.68
"2:27875","SaintFrancis",2020-11-23,14,1999,100,7.6
"2:27876","Stone",2020-11-23,23,444,15,3.57
"2:27877","Union",2020-11-23,56,1461,133,3.68
"2:27878","VanBuren",2020-11-23,3,335,68,2.01
"2:27879","Washington",2020-11-23,172,14675,1383,6.42
"2:27880","White",2020-11-23,47,2849,619,3.62
"2:27881","Woodruff",2020-11-23,0,188,21,2.82
"2:27882","Yell",2020-11-23,33,1590,113,7.37
"2:27883","Arkansas_all_counties",2020-11-22,2357,145173,17646,4.85
"2:27884","Arkansas_county",2020-11-22,20,916,113,5.05
"2:27885","Ashley",2020-11-22,13,754,99,3.67
"2:27886","Baxter",2020-11-22,27,1267,246,3.07
"2:27887","Benton",2020-11-22,148,11125,1059,4.3
"2:27888","Boone",2020-11-22,41,1576,280,4.23
"2:27889","Bradley",2020-11-22,8,429,42,3.92
"2:27890","Calhoun",2020-11-22,0,127,31,2.44
"2:27891","Carroll",2020-11-22,21,1301,168,4.67
"2:27892","Chicot",2020-11-22,25,1134,47,10.47
"2:27893","Clark",2020-11-22,10,748,106,3.34
"2:27894","Clay",2020-11-22,19,775,151,5.15
"2:27895","Cleburne",2020-11-22,20,650,76,2.58
"2:27896","Cleveland",2020-11-22,14,334,49,4.06
"2:27897","Columbia",2020-11-22,24,988,129,4.14
"2:27898","Conway",2020-11-22,6,606,162,2.9
"2:27899","Craighead",2020-11-22,72,6552,768,6.2
"2:27900","Crawford",2020-11-22,35,2888,368,4.62
"2:27901","Crittenden",2020-11-22,55,3091,270,6.31
"2:27902","Cross",2020-11-22,26,773,101,4.55
"2:27903","Dallas",2020-11-22,6,265,55,3.57
"2:27904","Desha",2020-11-22,8,518,52,4.36
"2:27905","Drew",2020-11-22,7,579,82,3.13
"2:27906","Faulkner",2020-11-22,52,4417,486,3.61
"2:27907","Franklin",2020-11-22,10,718,73,4.04
"2:27908","Fulton",2020-11-22,12,500,81,4.12
"2:27909","Garland",2020-11-22,101,3492,448,3.55
"2:27910","Grant",2020-11-22,5,538,111,2.97
"2:27911","Greene",2020-11-22,26,2578,515,5.78
"2:27912","Hempstead",2020-11-22,6,806,99,3.66
"2:27913","HotSpring",2020-11-22,41,2769,293,8.26
"2:27914","Howard",2020-11-22,15,773,57,5.77
"2:27915","Independence",2020-11-22,71,1953,195,5.24
"2:27916","Izard",2020-11-22,5,945,72,6.97
"2:27917","Jackson",2020-11-22,6,1518,427,8.81
"2:27918","Jefferson",2020-11-22,107,4990,356,7.09
"2:27919","Johnson",2020-11-22,11,1209,86,4.6
"2:27920","Lafayette",2020-11-22,3,252,21,3.64
"2:27921","Lawrence",2020-11-22,28,1090,104,6.54
"2:27922","Lee",2020-11-22,18,1159,33,12.33
"2:27923","Lincoln",2020-11-22,18,2389,35,17.44
"2:27924","LittleRiver",2020-11-22,40,608,70,4.9
"2:27925","Logan",2020-11-22,6,845,153,3.88
"2:27926","Lonoke",2020-11-22,45,2487,327,3.44
"2:27927","Madison",2020-11-22,7,566,70,3.52
"2:27928","Marion",2020-11-22,6,389,124,2.37
"2:27929","Miller",2020-11-22,22,2051,147,4.69
"2:27930","MissingCountyInfo",2020-11-22,0,2578,1084,NA
"2:27931","Mississippi",2020-11-22,79,2997,236,7
"2:27932","Monroe",2020-11-22,4,290,33,4
"2:27933","Montgomery",2020-11-22,10,245,32,2.72
"2:27934","Nevada",2020-11-22,14,425,48,5.04
"2:27935","Newton",2020-11-22,22,410,46,5.22
"2:27936","Ouachita",2020-11-22,11,608,146,2.52
"2:27937","Perry",2020-11-22,3,229,39,2.22
"2:27938","Phillips",2020-11-22,16,885,65,4.65
"2:27939","Pike",2020-11-22,1,350,45,3.24
"2:27940","Poinsett",2020-11-22,39,1584,182,6.59
"2:27941","Polk",2020-11-22,8,699,173,3.47
"2:27942","Pope",2020-11-22,42,3481,398,5.47
"2:27943","Prairie",2020-11-22,6,338,33,4.1
"2:27944","Pulaski",2020-11-22,256,15585,1849,3.96
"2:27945","Randolph",2020-11-22,29,925,128,5.25
"2:27946","Saline",2020-11-22,52,4309,656,3.65
"2:27947","Scott",2020-11-22,2,331,49,3.17
"2:27948","Searcy",2020-11-22,1,272,30,3.43
"2:27949","Sebastian",2020-11-22,121,6596,759,5.17
"2:27950","Sevier",2020-11-22,17,1648,86,9.59
"2:27951","Sharp",2020-11-22,14,622,133,3.65
"2:27952","SaintFrancis",2020-11-22,14,1988,104,7.56
"2:27953","Stone",2020-11-22,22,442,19,3.55
"2:27954","Union",2020-11-22,56,1450,131,3.65
"2:27955","VanBuren",2020-11-22,3,329,69,1.97
"2:27956","Washington",2020-11-22,170,14568,1448,6.37
"2:27957","White",2020-11-22,46,2777,641,3.52
"2:27958","Woodruff",2020-11-22,0,186,21,2.79
"2:27959","Yell",2020-11-22,33,1588,126,7.36
"2:27960","Arkansas_all_counties",2020-11-21,2337,143821,17745,4.81
"2:27961","Arkansas_county",2020-11-21,20,900,102,4.97
"2:27962","Ashley",2020-11-21,13,729,80,3.55
"2:27963","Baxter",2020-11-21,27,1241,241,3.01
"2:27964","Benton",2020-11-21,142,11018,1053,4.25
"2:27965","Boone",2020-11-21,41,1556,283,4.17
"2:27966","Bradley",2020-11-21,8,426,39,3.89
"2:27967","Calhoun",2020-11-21,0,127,34,2.44
"2:27968","Carroll",2020-11-21,21,1283,155,4.6
"2:27969","Chicot",2020-11-21,25,1127,45,10.41
"2:27970","Clark",2020-11-21,10,742,110,3.31
"2:27971","Clay",2020-11-21,18,761,146,5.05
"2:27972","Cleburne",2020-11-21,20,644,79,2.55
"2:27973","Cleveland",2020-11-21,14,328,44,3.99
"2:27974","Columbia",2020-11-21,24,979,131,4.1
"2:27975","Conway",2020-11-21,6,599,165,2.87
"2:27976","Craighead",2020-11-21,72,6498,780,6.15
"2:27977","Crawford",2020-11-21,35,2860,368,4.58
"2:27978","Crittenden",2020-11-21,55,3076,271,6.28
"2:27979","Cross",2020-11-21,26,752,88,4.42
"2:27980","Dallas",2020-11-21,6,263,55,3.54
"2:27981","Desha",2020-11-21,8,513,46,4.32
"2:27982","Drew",2020-11-21,7,572,80,3.09
"2:27983","Faulkner",2020-11-21,50,4387,498,3.58
"2:27984","Franklin",2020-11-21,8,709,72,3.99
"2:27985","Fulton",2020-11-21,12,496,81,4.09
"2:27986","Garland",2020-11-21,100,3456,438,3.52
"2:27987","Grant",2020-11-21,5,534,112,2.95
"2:27988","Greene",2020-11-21,26,2528,501,5.67
"2:27989","Hempstead",2020-11-21,6,798,98,3.62
"2:27990","HotSpring",2020-11-21,41,2755,300,8.22
"2:27991","Howard",2020-11-21,15,768,54,5.74
"2:27992","Independence",2020-11-21,71,1942,272,5.21
"2:27993","Izard",2020-11-21,5,942,72,6.95
"2:27994","Jackson",2020-11-21,6,1497,434,8.69
"2:27995","Jefferson",2020-11-21,107,4972,362,7.06
"2:27996","Johnson",2020-11-21,11,1198,82,4.56
"2:27997","Lafayette",2020-11-21,3,251,24,3.63
"2:27998","Lawrence",2020-11-21,28,1080,101,6.48
"2:27999","Lee",2020-11-21,18,1155,32,12.29
"2:28000","Lincoln",2020-11-21,18,2387,33,17.43
"2:28001","LittleRiver",2020-11-21,40,605,72,4.87
"2:28002","Logan",2020-11-21,6,830,149,3.81
"2:28003","Lonoke",2020-11-21,44,2462,338,3.41
"2:28004","Madison",2020-11-21,7,558,65,3.47
"2:28005","Marion",2020-11-21,6,377,118,2.29
"2:28006","Miller",2020-11-21,22,2034,137,4.65
"2:28007","MissingCountyInfo",2020-11-21,0,2603,1125,NA
