"","County_Name","Date","Active_Cases_Total","Total_Positives","Total_Deaths","Pct_Positive_Cumulative","New_Cases_Today","Active_Cases_10k_Pop"
"15591","Lafayette",2021-03-22,NA,541,9,13.76,0,NA
"15592","Lawrence",2021-03-22,8,2064,42,12.42,0,3.6
"15593","Lee",2021-03-22,5,1652,34,12.5,1,3.19
"15594","Lincoln",2021-03-22,6,3172,48,11.77,0,2.92
"15595","LittleRiver",2021-03-22,9,1205,40,13.06,0,4.83
"15596","Logan",2021-03-22,14,2204,21,7.62,0,4.6
"15597","Lonoke",2021-03-22,52,7001,112,9.8,5,4.57
"15598","Madison",2021-03-22,NA,1423,22,10.16,0,2.49
"15599","Marion",2021-03-22,10,1006,29,9.04,1,5.48
"15600","Miller",2021-03-22,53,4157,35,16.37,1,6.86
"15601","MissingCountyInfo",2021-03-22,33,3194,0,3.3,-3,NA
"15602","Mississippi",2021-03-22,24,5722,106,12.69,0,4.44
"15603","Monroe",2021-03-22,14,855,15,10.34,0,12.42
"15604","Montgomery",2021-03-22,NA,746,31,8.97,0,4.45
"15605","Nevada",2021-03-22,13,814,23,6.06,1,14.22
"15606","Newton",2021-03-22,4,703,26,9.62,0,3.82
"15607","Ouachita",2021-03-22,10,2272,60,11.45,1,3.32
"15608","Perry",2021-03-22,11,818,10,6.5,1,1.94
"15609","Phillips",2021-03-22,NA,1728,37,9.15,0,3.68
"15610","Pike",2021-03-22,3,992,22,10.34,0,0.93
"15611","Poinsett",2021-03-22,15,3105,76,10.58,0,5.82
"15612","Polk",2021-03-22,NA,1953,68,12.89,1,1.98
"15613","Pope",2021-03-22,29,7829,104,9.53,0,2.67
"15614","Prairie",2021-03-22,NA,886,21,10.62,0,4.85
"15615","Pulaski",2021-03-22,302,38102,605,8.8,11,6.35
"15616","Randolph",2021-03-22,16,2048,47,9.92,0,6.25
"15617","Saline",2021-03-22,62,11664,162,10.01,3,3.81
"15618","Scott",2021-03-22,2,925,14,7.69,0,0.96
"15619","Searcy",2021-03-22,NA,667,15,9.79,0,1.26
"15620","Sebastian",2021-03-22,118,14920,269,9.62,0,6.04
"15621","Sevier",2021-03-22,21,2772,24,15.93,0,4.65
"15622","Sharp",2021-03-22,4,1542,45,8.43,0,1.76
"15623","St.Francis",2021-03-22,23,3492,40,10.47,0,4.94
"15624","Stone",2021-03-22,NA,982,29,7.94,0,3.21
"15625","Union",2021-03-22,15,3877,107,12.41,5,2.01
"15626","VanBuren",2021-03-22,11,1228,21,7.34,0,4.8
"15627","Washington",2021-03-22,208,29986,343,11.29,5,5.73
"15628","White",2021-03-22,74,7739,116,13.15,0,4.95
"15629","Woodruff",2021-03-22,5,632,12,7.1,0,3
"15630","Yell",2021-03-22,8,3401,63,9.88,0,2.32
"15631","Arkansas_all_counties",2021-03-23,2263,328946,5547,9.91,239,5.11
"15632","Arkansas_county",2021-03-23,15,2027,35,8.45,3,5.52
"15633","Ashley",2021-03-23,14,1878,33,10.84,0,4.38
"15634","Baxter",2021-03-23,71,3039,99,13.33,12,10.92
"15635","Benton",2021-03-23,274,27983,399,11.56,36,6.68
"15636","Boone",2021-03-23,21,3717,78,9.82,4,3.22
"15637","Bradley",2021-03-23,9,1343,32,11.22,1,7.31
"15638","Calhoun",2021-03-23,NA,408,3,9.72,0,NA
"15639","Carroll",2021-03-23,6,2740,44,11.78,0,1.08
"15640","Chicot",2021-03-23,9,1606,38,9.7,0,6.47
"15641","Clark",2021-03-23,9,2071,40,7.13,1,3.13
"15642","Clay",2021-03-23,9,1714,48,8.94,0,5.31
"15643","Cleburne",2021-03-23,21,1934,70,8.19,5,5.95
"15644","Cleveland",2021-03-23,3,938,25,8.91,0,2.43
"15645","Columbia",2021-03-23,14,2304,55,10.25,1,1.26
"15646","Conway",2021-03-23,10,2176,32,9.38,1,2.87
"15647","Craighead",2021-03-23,81,13028,172,10.22,6,5.58
"15648","Crawford",2021-03-23,53,6938,114,9.52,8,5.12
"15649","Crittenden",2021-03-23,34,5838,95,12.73,1,6.32
"15650","Cross",2021-03-23,5,1914,49,10.7,0,2.35
"15651","Dallas",2021-03-23,NA,754,15,9.34,3,2.69
"15652","Desha",2021-03-23,5,1353,24,10.47,0,1.68
"15653","Drew",2021-03-23,10,1973,38,9.99,1,3.24
"15654","Faulkner",2021-03-23,112,12107,156,9.13,13,6.7
"15655","Franklin",2021-03-23,15,1667,39,7.9,0,6.19
"15656","Fulton",2021-03-23,NA,1098,47,13.69,0,2.47
"15657","Garland",2021-03-23,52,9980,251,9.11,2,4.37
"15658","Grant",2021-03-23,17,1626,32,9.73,1,4.42
"15659","Greene",2021-03-23,29,5980,74,11.44,1,4.03
"15660","Hempstead",2021-03-23,19,1961,18,10.65,2,5
"15661","HotSpring",2021-03-23,41,4955,69,8.73,1,9.84
"15662","Howard",2021-03-23,NA,1623,23,13.04,3,NA
"15663","Independence",2021-03-23,16,3705,120,8.53,0,2.42
"15664","Izard",2021-03-23,6,1651,41,8.8,2,2.95
"15665","Jackson",2021-03-23,8,3198,38,10.95,0,2.9
"15666","Jefferson",2021-03-23,57,8717,161,9.19,10,5.4
"15667","Johnson",2021-03-23,35,2864,36,10.13,2,9.89
"15668","Lafayette",2021-03-23,NA,541,9,13.76,0,NA
"15669","Lawrence",2021-03-23,6,2064,42,12.4,0,3
"15670","Lee",2021-03-23,6,1654,34,11.53,2,3.19
"15671","Lincoln",2021-03-23,6,3172,48,11.44,0,2.92
"15672","LittleRiver",2021-03-23,8,1205,40,13.05,0,4.03
"15673","Logan",2021-03-23,10,2204,21,7.62,0,3.22
"15674","Lonoke",2021-03-23,54,7010,112,9.79,9,4.43
"15675","Madison",2021-03-23,5,1426,22,10.17,3,2.49
"15676","Marion",2021-03-23,11,1021,30,9.12,15,6.08
"15677","Miller",2021-03-23,48,4158,35,16.33,1,5.71
"15678","MissingCountyInfo",2021-03-23,34,3190,0,3.3,-4,NA
"15679","Mississippi",2021-03-23,25,5727,106,12.63,5,4.67
"15680","Monroe",2021-03-23,16,857,15,10.35,2,13.8
"15681","Montgomery",2021-03-23,NA,746,31,8.96,0,3.34
"15682","Nevada",2021-03-23,13,815,24,6.06,1,13.03
"15683","Newton",2021-03-23,4,703,26,9.59,0,3.82
"15684","Ouachita",2021-03-23,9,2272,60,11.42,0,2.9
"15685","Perry",2021-03-23,11,819,10,6.5,1,1.94
"15686","Phillips",2021-03-23,NA,1729,37,9.14,1,2.1
"15687","Pike",2021-03-23,3,992,22,10.32,0,0.93
"15688","Poinsett",2021-03-23,14,3106,76,10.56,1,4.99
"15689","Polk",2021-03-23,NA,1954,68,12.88,1,1.49
"15690","Pope",2021-03-23,27,7830,104,9.52,1,2.83
"15691","Prairie",2021-03-23,NA,887,20,10.62,1,6.07
"15692","Pulaski",2021-03-23,299,38127,606,8.78,25,6.15
"15693","Randolph",2021-03-23,14,2049,47,9.91,1,6.82
"15694","Saline",2021-03-23,67,11677,162,9.99,13,3.73
"15695","Scott",2021-03-23,2,926,14,7.68,1,0.96
"15696","Searcy",2021-03-23,NA,667,15,9.75,0,1.26
"15697","Sebastian",2021-03-23,108,14924,269,9.62,4,5.41
"15698","Sevier",2021-03-23,16,2773,24,15.92,1,3.49
"15699","Sharp",2021-03-23,4,1542,45,8.42,0,1.76
"15700","St.Francis",2021-03-23,23,3493,40,10.47,1,4.94
"15701","Stone",2021-03-23,NA,982,29,7.92,0,3.21
"15702","Union",2021-03-23,13,3879,107,12.41,2,2.01
"15703","VanBuren",2021-03-23,13,1231,21,7.31,3,6.59
"15704","Washington",2021-03-23,196,30001,343,11.27,15,5.51
"15705","White",2021-03-23,76,7752,115,13.14,13,4.44
"15706","Woodruff",2021-03-23,5,632,12,7.09,0,3
"15707","Yell",2021-03-23,6,3401,63,9.88,0,1.85
"15708","Arkansas_all_counties",2021-03-24,2128,329177,5560,9.89,231,4.79
"15709","Arkansas_county",2021-03-24,18,2031,35,8.46,4,6.07
"15710","Ashley",2021-03-24,13,1880,33,10.83,2,3.9
"15711","Baxter",2021-03-24,70,3049,99,13.33,10,10.43
"15712","Benton",2021-03-24,242,28009,399,11.53,26,5.91
"15713","Boone",2021-03-24,23,3723,78,9.78,6,4.29
"15714","Bradley",2021-03-24,NA,1345,32,11.23,2,7.31
"15715","Calhoun",2021-03-24,NA,409,3,9.73,1,NA
"15716","Carroll",2021-03-24,5,2741,44,11.74,1,1.08
"15717","Chicot",2021-03-24,10,1609,38,9.71,3,7.39
"15718","Clark",2021-03-24,9,2074,40,7.13,3,2.68
"15719","Clay",2021-03-24,9,1720,49,8.95,6,4.65
"15720","Cleburne",2021-03-24,23,1936,70,8.19,2,6.34
"15721","Cleveland",2021-03-24,2,938,25,8.89,0,1.22
"15722","Columbia",2021-03-24,11,2312,55,10.27,8,0.84
"15723","Conway",2021-03-24,11,2181,32,9.39,5,3.35
"15724","Craighead",2021-03-24,72,13037,172,10.2,9,5.01
"15725","Crawford",2021-03-24,54,6949,115,9.5,11,5.28
"15726","Crittenden",2021-03-24,38,5847,95,12.64,9,7.14
"15727","Cross",2021-03-24,5,1916,49,10.69,2,2.35
"15728","Dallas",2021-03-24,NA,756,15,9.34,2,4.04
"15729","Desha",2021-03-24,5,1355,24,10.43,2,2.52
"15730","Drew",2021-03-24,8,1978,39,10,5,2.16
"15731","Faulkner",2021-03-24,105,12121,156,9.12,14,6.37
"15732","Franklin",2021-03-24,13,1668,39,7.88,1,4.5
"15733","Fulton",2021-03-24,NA,1098,47,13.66,0,1.65
"15734","Garland",2021-03-24,47,9988,251,9.09,8,4.07
"15735","Grant",2021-03-24,13,1627,32,9.71,1,3.87
"15736","Greene",2021-03-24,30,5986,74,11.39,6,4.03
"15737","Hempstead",2021-03-24,20,1969,18,10.64,8,4.54
"15738","HotSpring",2021-03-24,34,4957,69,8.7,2,8.05
"15739","Howard",2021-03-24,NA,1634,24,13.04,11,NA
"15740","Independence",2021-03-24,18,3709,120,8.51,4,2.42
"15741","Izard",2021-03-24,7,1655,41,8.78,4,2.21
"15742","Jackson",2021-03-24,7,3201,38,10.93,3,2.9
"15743","Jefferson",2021-03-24,48,8720,161,9.14,3,4.4
"15744","Johnson",2021-03-24,27,2866,36,10.12,2,6.85
"15745","Lafayette",2021-03-24,NA,541,9,13.73,0,NA
"15746","Lawrence",2021-03-24,3,2064,42,12.36,0,1.2
"15747","Lee",2021-03-24,5,1654,34,11.52,0,3.19
"15748","Lincoln",2021-03-24,4,3175,48,11.44,3,1.46
"15749","LittleRiver",2021-03-24,9,1211,40,13.03,6,4.83
"15750","Logan",2021-03-24,10,2205,21,7.61,1,3.68
"15751","Lonoke",2021-03-24,52,7021,114,9.79,11,4.29
"15752","Madison",2021-03-24,11,1434,22,10.19,8,6.22
"15753","Marion",2021-03-24,NA,1024,30,9.12,3,4.87
"15754","Miller",2021-03-24,45,4175,35,16.31,17,5.03
"15755","MissingCountyInfo",2021-03-24,21,2937,0,3.03,-253,NA
"15756","Mississippi",2021-03-24,27,5735,106,12.6,8,5.37
"15757","Monroe",2021-03-24,15,857,15,10.3,0,12.42
"15758","Montgomery",2021-03-24,NA,747,31,8.96,1,4.45
"15759","Nevada",2021-03-24,12,817,24,6.07,2,11.85
"15760","Newton",2021-03-24,3,704,26,9.59,1,2.55
"15761","Ouachita",2021-03-24,8,2276,60,11.43,4,2.49
"15762","Perry",2021-03-24,9,820,10,6.47,1,1.94
"15763","Phillips",2021-03-24,NA,1734,37,9.16,5,1.58
"15764","Pike",2021-03-24,2,994,22,10.3,2,0.93
"15765","Poinsett",2021-03-24,14,3109,76,10.55,3,4.99
"15766","Polk",2021-03-24,3,1957,69,12.89,3,0.99
"15767","Pope",2021-03-24,21,7835,104,9.49,5,2.04
"15768","Prairie",2021-03-24,NA,887,20,10.62,0,3.64
"15769","Pulaski",2021-03-24,282,38164,610,8.77,37,5.79
"15770","Randolph",2021-03-24,13,2049,47,9.7,0,6.25
"15771","Saline",2021-03-24,63,11685,162,9.98,8,3.3
"15772","Scott",2021-03-24,3,927,14,7.62,1,0.96
"15773","Searcy",2021-03-24,2,668,15,9.75,1,1.26
"15774","Sebastian",2021-03-24,107,14970,269,9.62,46,4.94
"15775","Sevier",2021-03-24,13,2775,24,15.9,2,2.33
"15776","Sharp",2021-03-24,NA,1545,45,8.41,3,1.76
"15777","St.Francis",2021-03-24,19,3494,41,10.45,1,4.94
"15778","Stone",2021-03-24,NA,982,29,7.9,0,3.21
"15779","Union",2021-03-24,13,3907,107,12.48,28,2.27
"15780","VanBuren",2021-03-24,17,1237,21,7.34,6,8.39
"15781","Washington",2021-03-24,196,30053,343,11.27,52,5.47
"15782","White",2021-03-24,73,7777,115,13.14,25,4.44
"15783","Woodruff",2021-03-24,5,632,12,7.08,0,3
"15784","Yell",2021-03-24,8,3405,64,9.83,4,2.78
"15785","Arkansas_all_counties",2021-03-25,2095,329511,5571,9.88,334,4.74
"15786","Arkansas_county",2021-03-25,18,2068,36,8.59,37,6.07
"15787","Ashley",2021-03-25,15,1884,33,10.83,4,2.92
"15788","Baxter",2021-03-25,65,3050,99,13.28,1,10.19
"15789","Benton",2021-03-25,239,28030,399,11.52,21,5.68
"15790","Boone",2021-03-25,29,3730,78,9.79,7,5.1
"15791","Bradley",2021-03-25,NA,1346,32,11.23,1,6.39
"15792","Calhoun",2021-03-25,NA,409,3,9.72,0,NA
"15793","Carroll",2021-03-25,6,2742,44,11.72,1,1.43
"15794","Chicot",2021-03-25,9,1609,38,9.7,0,6.47
"15795","Clark",2021-03-25,9,2076,40,7.12,2,2.68
"15796","Clay",2021-03-25,6,1720,49,8.92,0,3.32
"15797","Cleburne",2021-03-25,20,1937,71,8.18,1,5.55
"15798","Cleveland",2021-03-25,NA,937,25,8.88,-1,1.22
"15799","Columbia",2021-03-25,11,2313,55,10.22,1,0.84
"15800","Conway",2021-03-25,11,2183,32,9.38,2,3.35
"15801","Craighead",2021-03-25,71,13043,173,10.18,6,5.01
"15802","Crawford",2021-03-25,55,6952,115,9.48,3,5.44
"15803","Crittenden",2021-03-25,38,5849,95,12.62,2,7.34
"15804","Cross",2021-03-25,5,1916,49,10.67,0,2.35
"15805","Dallas",2021-03-25,NA,756,15,9.26,0,4.04
"15806","Desha",2021-03-25,4,1355,24,10.43,0,1.68
"15807","Drew",2021-03-25,8,1979,39,9.99,1,2.16
"15808","Faulkner",2021-03-25,105,12136,156,9.1,15,6.37
"15809","Franklin",2021-03-25,11,1668,39,7.86,0,3.37
"15810","Fulton",2021-03-25,NA,1098,47,13.62,0,1.65
"15811","Garland",2021-03-25,44,10015,251,9.1,27,3.97
"15812","Grant",2021-03-25,12,1627,32,9.67,0,3.32
"15813","Greene",2021-03-25,32,5992,74,11.38,6,4.03
"15814","Hempstead",2021-03-25,16,1969,18,10.64,0,3.18
"15815","HotSpring",2021-03-25,44,4974,69,8.7,17,10.44
"15816","Howard",2021-03-25,NA,1636,24,13.04,2,NA
"15817","Independence",2021-03-25,15,3708,120,8.46,-1,1.88
"15818","Izard",2021-03-25,6,1654,41,8.75,-1,2.21
"15819","Jackson",2021-03-25,6,3201,38,10.88,0,2.32
"15820","Jefferson",2021-03-25,37,8721,161,9.12,1,3.41
"15821","Johnson",2021-03-25,28,2869,36,10.12,3,7.61
"15822","Lafayette",2021-03-25,NA,541,9,13.71,0,NA
"15823","Lawrence",2021-03-25,2,2064,42,12.34,0,0.6
"15824","Lee",2021-03-25,6,1655,34,11.49,1,4.26
"15825","Lincoln",2021-03-25,NA,3175,48,11.4,0,NA
"15826","LittleRiver",2021-03-25,8,1215,40,13.05,4,4.03
"15827","Logan",2021-03-25,11,2206,21,7.6,1,3.68
"15828","Lonoke",2021-03-25,45,7026,114,9.78,5,3.32
"15829","Madison",2021-03-25,11,1436,22,10.17,2,5.6
"15830","Marion",2021-03-25,NA,1024,30,9.1,0,4.87
"15831","Miller",2021-03-25,47,4182,36,16.31,7,5.48
"15832","MissingCountyInfo",2021-03-25,28,2949,0,3.03,12,NA
"15833","Mississippi",2021-03-25,26,5735,106,12.58,0,5.37
"15834","Monroe",2021-03-25,13,859,16,10.31,2,9.66
"15835","Montgomery",2021-03-25,NA,750,31,8.89,3,4.45
"15836","Nevada",2021-03-25,12,817,24,6.03,0,11.85
"15837","Newton",2021-03-25,NA,704,26,9.59,0,NA
"15838","Ouachita",2021-03-25,10,2285,60,11.46,9,3.73
"15839","Perry",2021-03-25,8,820,10,6.46,0,1.94
"15840","Phillips",2021-03-25,NA,1734,37,9.11,0,1.05
"15841","Pike",2021-03-25,2,997,22,10.32,3,0.93
"15842","Poinsett",2021-03-25,14,3109,76,10.49,0,4.99
"15843","Polk",2021-03-25,2,1957,69,12.88,0,0.5
"15844","Pope",2021-03-25,16,7836,104,9.48,1,1.57
"15845","Prairie",2021-03-25,NA,887,20,10.6,0,3.64
"15846","Pulaski",2021-03-25,285,38192,613,8.75,28,5.82
"15847","Randolph",2021-03-25,NA,2049,47,9.69,0,5.68
"15848","Saline",2021-03-25,58,11690,162,9.97,5,3.14
"15849","Scott",2021-03-25,3,927,14,7.6,0,0.96
"15850","Searcy",2021-03-25,2,668,16,9.74,0,1.26
"15851","Sebastian",2021-03-25,118,14996,270,9.62,26,5.96
"15852","Sevier",2021-03-25,10,2775,24,15.88,0,0.58
"15853","Sharp",2021-03-25,NA,1546,45,8.41,1,1.76
"15854","St.Francis",2021-03-25,23,3498,41,10.44,4,5.7
"15855","Stone",2021-03-25,NA,982,29,7.86,0,3.21
"15856","Union",2021-03-25,12,3909,108,12.48,2,2.27
"15857","VanBuren",2021-03-25,15,1238,21,7.32,1,6.59
"15858","Washington",2021-03-25,197,30111,343,11.26,58,5.69
"15859","White",2021-03-25,68,7777,115,13.11,0,4.44
"15860","Woodruff",2021-03-25,5,632,12,7.06,0,3
"15861","Yell",2021-03-25,9,3406,64,9.81,1,3.71
"15862","Arkansas_all_counties",2021-03-26,2061,329695,5583,9.87,184,4.58
"15863","Arkansas_county",2021-03-26,17,2071,36,8.59,3,6.07
"15864","Ashley",2021-03-26,23,1894,33,10.87,10,5.36
"15865","Baxter",2021-03-26,61,3054,99,13.26,4,9.46
"15866","Benton",2021-03-26,235,28042,403,11.5,12,5.48
"15867","Boone",2021-03-26,31,3733,79,9.79,3,5.1
"15868","Bradley",2021-03-26,10,1349,32,11.25,3,8.22
"15869","Calhoun",2021-03-26,NA,409,3,9.7,0,NA
"15870","Carroll",2021-03-26,9,2745,44,11.71,3,2.15
"15871","Chicot",2021-03-26,7,1609,38,9.68,0,4.62
"15872","Clark",2021-03-26,7,2076,40,7.11,0,1.79
"15873","Clay",2021-03-26,6,1721,49,8.92,1,3.32
"15874","Cleburne",2021-03-26,18,1937,71,8.16,0,4.76
"15875","Cleveland",2021-03-26,NA,937,25,8.87,0,1.22
"15876","Columbia",2021-03-26,9,2313,55,10.21,0,0.84
"15877","Conway",2021-03-26,13,2186,32,9.38,3,4.3
"15878","Craighead",2021-03-26,62,13048,173,10.17,5,4.26
"15879","Crawford",2021-03-26,58,6963,115,9.48,11,5.92
"15880","Crittenden",2021-03-26,36,5851,95,12.61,2,7.14
"15881","Cross",2021-03-26,5,1916,49,10.67,0,2.35
"15882","Dallas",2021-03-26,NA,756,15,9.24,0,4.04
"15883","Desha",2021-03-26,4,1355,24,10.42,0,1.68
"15884","Drew",2021-03-26,8,1980,39,9.98,1,2.16
"15885","Faulkner",2021-03-26,103,12147,156,9.09,11,5.8
"15886","Franklin",2021-03-26,8,1667,39,7.84,-1,2.25
"15887","Fulton",2021-03-26,NA,1098,47,13.59,0,0.82
"15888","Garland",2021-03-26,40,10018,252,9.08,3,3.56
"15889","Grant",2021-03-26,11,1628,32,9.66,1,3.87
"15890","Greene",2021-03-26,29,5995,74,11.37,3,3.36
"15891","Hempstead",2021-03-26,16,1972,18,10.63,3,2.73
"15892","HotSpring",2021-03-26,39,4975,69,8.68,1,9.25
"15893","Howard",2021-03-26,NA,1636,24,13.02,0,NA
"15894","Independence",2021-03-26,16,3709,120,8.43,1,2.15
"15895","Izard",2021-03-26,5,1654,41,8.74,0,1.48
"15896","Jackson",2021-03-26,8,3203,38,10.84,2,2.32
"15897","Jefferson",2021-03-26,36,8725,161,9.11,4,3.27
"15898","Johnson",2021-03-26,28,2873,36,10.09,4,7.61
"15899","Lafayette",2021-03-26,NA,541,9,13.69,0,NA
"15900","Lawrence",2021-03-26,2,2064,42,12.3,0,0.6
"15901","Lee",2021-03-26,5,1655,34,11.47,0,3.19
"15902","Lincoln",2021-03-26,3,3176,48,11.4,1,0.73
"15903","LittleRiver",2021-03-26,8,1216,40,13.05,1,4.03
"15904","Logan",2021-03-26,11,2206,21,7.59,0,3.68
"15905","Lonoke",2021-03-26,47,7036,114,9.76,10,3.74
"15906","Madison",2021-03-26,9,1435,22,10.15,-1,4.98
"15907","Marion",2021-03-26,11,1027,30,9.12,3,5.48
"15908","Miller",2021-03-26,55,4196,37,16.35,14,5.26
"15909","MissingCountyInfo",2021-03-26,34,2956,0,3.05,7,NA
"15910","Mississippi",2021-03-26,28,5738,106,12.58,3,5.6
"15911","Monroe",2021-03-26,13,859,16,10.3,0,9.66
"15912","Montgomery",2021-03-26,NA,750,31,8.88,0,4.45
"15913","Nevada",2021-03-26,12,817,24,6,0,11.85
"15914","Newton",2021-03-26,2,705,26,9.6,1,1.27
"15915","Ouachita",2021-03-26,9,2286,60,11.45,1,3.32
"15916","Perry",2021-03-26,8,820,10,6.46,0,1.94
"15917","Phillips",2021-03-26,NA,1735,37,9.11,1,1.58
"15918","Pike",2021-03-26,NA,997,22,10.32,0,0.93
"15919","Poinsett",2021-03-26,16,3111,76,10.49,2,5.82
"15920","Polk",2021-03-26,2,1957,69,12.81,0,0.5
"15921","Pope",2021-03-26,13,7836,105,9.46,0,1.1
"15922","Prairie",2021-03-26,NA,887,20,10.59,0,2.43
"15923","Pulaski",2021-03-26,286,38213,615,8.74,21,5.92
"15924","Randolph",2021-03-26,NA,2049,47,9.58,0,3.98
"15925","Saline",2021-03-26,54,11693,162,9.96,3,2.71
"15926","Scott",2021-03-26,3,927,14,7.57,0,0.96
"15927","Searcy",2021-03-26,2,668,16,9.72,0,1.26
"15928","Sebastian",2021-03-26,111,15001,271,9.61,5,5.73
"15929","Sevier",2021-03-26,10,2775,24,15.88,0,0.58
"15930","Sharp",2021-03-26,4,1547,45,8.4,1,1.76
"15931","St.Francis",2021-03-26,23,3500,41,10.42,2,5.32
"15932","Stone",2021-03-26,NA,982,29,7.81,0,3.21
"15933","Union",2021-03-26,13,3911,109,12.47,2,2.27
"15934","VanBuren",2021-03-26,17,1240,21,7.27,2,7.79
"15935","Washington",2021-03-26,187,30121,343,11.25,10,5.21
"15936","White",2021-03-26,63,7779,115,13.08,2,4.19
"15937","Woodruff",2021-03-26,5,632,12,7.05,0,3
"15938","Yell",2021-03-26,NA,3406,64,9.79,0,3.24
"15939","Arkansas_all_counties",2021-03-27,2032,329860,5590,9.86,165,4.58
"15940","Arkansas_county",2021-03-27,15,2072,36,8.59,1,6.07
"15941","Ashley",2021-03-27,22,1894,33,10.86,0,4.87
"15942","Baxter",2021-03-27,63,3059,99,13.26,5,9.95
"15943","Benton",2021-03-27,232,28070,404,11.5,28,5.33
"15944","Boone",2021-03-27,29,3735,79,9.78,2,5.36
"15945","Bradley",2021-03-27,12,1352,32,11.27,3,9.13
"15946","Calhoun",2021-03-27,NA,409,3,9.69,0,NA
"15947","Carroll",2021-03-27,11,2747,44,11.69,2,2.87
"15948","Chicot",2021-03-27,7,1609,38,9.68,0,4.62
"15949","Clark",2021-03-27,8,2078,40,7.11,2,1.79
"15950","Clay",2021-03-27,5,1721,49,8.88,0,2.66
"15951","Cleburne",2021-03-27,20,1940,71,8.13,3,5.15
"15952","Cleveland",2021-03-27,NA,937,25,8.87,0,1.22
"15953","Columbia",2021-03-27,6,2314,55,10.21,1,0.84
"15954","Conway",2021-03-27,12,2186,32,9.37,0,3.83
"15955","Craighead",2021-03-27,67,13055,173,10.16,7,4.54
"15956","Crawford",2021-03-27,58,6968,115,9.48,5,6.24
"15957","Crittenden",2021-03-27,35,5853,95,12.58,2,6.94
"15958","Cross",2021-03-27,5,1916,49,10.65,0,2.35
"15959","Dallas",2021-03-27,NA,756,15,9.23,0,2.69
"15960","Desha",2021-03-27,4,1355,24,10.39,0,1.68
"15961","Drew",2021-03-27,9,1981,39,9.98,1,2.7
"15962","Faulkner",2021-03-27,96,12153,157,9.09,6,5.47
"15963","Franklin",2021-03-27,6,1668,39,7.83,1,1.12
"15964","Fulton",2021-03-27,NA,1098,47,13.58,0,0.82
"15965","Garland",2021-03-27,39,10021,253,9.07,3,3.56
"15966","Grant",2021-03-27,13,1631,32,9.67,3,4.98
"15967","Greene",2021-03-27,29,5999,74,11.37,4,3.81
"15968","Hempstead",2021-03-27,19,1976,18,10.64,4,3.63
"15969","HotSpring",2021-03-27,48,4986,69,8.67,11,11.93
"15970","Howard",2021-03-27,4,1637,24,13.03,1,0.75
"15971","Independence",2021-03-27,16,3709,120,8.39,0,2.15
"15972","Izard",2021-03-27,5,1654,41,8.73,0,1.48
"15973","Jackson",2021-03-27,8,3203,38,10.84,0,2.32
"15974","Jefferson",2021-03-27,37,8727,162,9.07,2,3.41
"15975","Johnson",2021-03-27,27,2875,36,10.08,2,7.61
"15976","Lafayette",2021-03-27,NA,541,9,13.68,0,NA
"15977","Lawrence",2021-03-27,3,2065,42,12.29,1,0.6
"15978","Lee",2021-03-27,4,1655,34,11.46,0,2.13
"15979","Lincoln",2021-03-27,NA,3176,48,11.39,0,0.73
"15980","LittleRiver",2021-03-27,7,1217,40,13.06,1,4.03
"15981","Logan",2021-03-27,10,2206,21,7.56,0,3.68
"15982","Lonoke",2021-03-27,47,7037,114,9.76,1,3.6
"15983","Madison",2021-03-27,9,1435,22,10.15,0,4.98
"15984","Marion",2021-03-27,11,1027,30,9.11,0,5.48
"15985","Miller",2021-03-27,53,4196,37,16.32,0,4.8
"15986","MissingCountyInfo",2021-03-27,28,2953,0,3.05,-3,NA
"15987","Mississippi",2021-03-27,29,5740,106,12.58,2,5.6
"15988","Monroe",2021-03-27,12,859,16,10.28,0,8.28
"15989","Montgomery",2021-03-27,NA,750,31,8.87,0,4.45
"15990","Nevada",2021-03-27,11,816,24,5.99,-1,10.66
"15991","Newton",2021-03-27,2,705,26,9.59,0,1.27
"15992","Ouachita",2021-03-27,9,2286,60,11.44,0,3.32
"15993","Perry",2021-03-27,5,820,10,6.45,0,0.97
"15994","Phillips",2021-03-27,NA,1735,37,9.1,0,1.05
"15995","Pike",2021-03-27,NA,997,22,10.31,0,0.93
"15996","Poinsett",2021-03-27,16,3111,76,10.48,0,5.82
"15997","Polk",2021-03-27,3,1958,69,12.8,1,0.5
"15998","Pope",2021-03-27,14,7838,105,9.46,2,1.26
"15999","Prairie",2021-03-27,NA,887,20,10.59,0,2.43
"16000","Pulaski",2021-03-27,280,38239,618,8.73,26,5.77
"16001","Randolph",2021-03-27,NA,2049,47,9.57,0,3.41
"16002","Saline",2021-03-27,59,11702,162,9.96,9,2.88
"16003","Scott",2021-03-27,3,927,14,7.53,0,0.96
"16004","Searcy",2021-03-27,NA,668,16,9.71,0,NA
"16005","Sebastian",2021-03-27,102,15004,271,9.6,3,5.33
"16006","Sevier",2021-03-27,6,2775,24,15.87,0,0.58
"16007","Sharp",2021-03-27,5,1548,45,8.39,1,2.35
"16008","St.Francis",2021-03-27,19,3501,41,10.42,1,4.18
"16009","Stone",2021-03-27,NA,982,29,7.81,0,3.21
"16010","Union",2021-03-27,12,3913,109,12.46,2,2.77
"16011","VanBuren",2021-03-27,16,1240,21,7.27,0,7.79
"16012","Washington",2021-03-27,191,30136,343,11.24,15,5.21
