"","County_Name","Date","Keej_ko_rej_active","Oran_Case_ko_rej_Positive","Oran_rimej_ro","Percent_in_Aolepen_Oran","Case_ko_rōkāāl_rainin","Keej_ko_rej_Active_iaan_10K_armej"
"452","Sevier",2020-09-06,16,1173,14,17.1,6,NA
"453","Sharp",2020-09-06,9,155,5,5.01,1,NA
"454","St.Francis",2020-09-06,80,1372,4,12.07,8,NA
"455","Stone",2020-09-06,64,241,4,8.62,10,NA
"456","Union",2020-09-06,54,725,22,9.03,1,NA
"457","VanBuren",2020-09-06,29,141,2,4.65,1,NA
"458","Washington",2020-09-06,771,7639,79,11.1,62,NA
"459","White",2020-09-06,76,570,12,5.24,6,NA
"460","Woodruff",2020-09-06,1,28,0,2.03,0,NA
"461","Yell",2020-09-06,36,1189,25,13.14,12,NA
"462","Arkansas_all_counties",2020-09-07,6062,66280,908,8.45,356,0
"463","Arkansas_county",2020-09-07,24,299,4,6.64,1,NA
"464","Ashley",2020-09-07,6,390,7,8.56,0,NA
"465","Baxter",2020-09-07,27,155,1,5.02,6,NA
"466","Benton",2020-09-07,328,5645,59,8.51,13,NA
"467","Boone",2020-09-07,114,414,4,5.73,6,NA
"468","Bradley",2020-09-07,28,314,6,9.23,3,NA
"469","Calhoun",2020-09-07,2,25,0,1.93,1,NA
"470","Carroll",2020-09-07,47,503,8,7.91,2,NA
"471","Chicot",2020-09-07,21,969,11,18.35,0,NA
"472","Clark",2020-09-07,40,266,4,5.06,3,NA
"473","Clay",2020-09-07,36,211,5,6.24,2,NA
"474","Cleburne",2020-09-07,18,270,7,5.54,3,NA
"475","Cleveland",2020-09-07,7,142,7,6.64,0,NA
"476","Columbia",2020-09-07,23,319,16,7.92,2,NA
"477","Conway",2020-09-07,20,220,3,4.32,1,NA
"478","Craighead",2020-09-07,351,2124,15,7.73,45,NA
"479","Crawford",2020-09-07,104,993,9,6.41,1,NA
"480","Crittenden",2020-09-07,98,1738,35,12.59,25,NA
"481","Cross",2020-09-07,45,307,5,8.18,3,NA
"482","Dallas",2020-09-07,28,136,2,8.14,1,NA
"483","Desha",2020-09-07,20,253,5,7.61,0,NA
"484","Drew",2020-09-07,23,321,5,6.45,2,NA
"485","Faulkner",2020-09-07,165,1798,9,5.94,8,NA
"486","Franklin",2020-09-07,28,189,2,4.14,2,NA
"487","Fulton",2020-09-07,16,85,1,8.29,1,NA
"488","Garland",2020-09-07,158,1533,33,6.54,15,NA
"489","Grant",2020-09-07,24,204,1,5.2,0,NA
"490","Greene",2020-09-07,59,672,5,6.18,3,NA
"491","Hempstead",2020-09-07,4,335,3,8.63,0,NA
"492","HotSpring",2020-09-07,51,1747,23,16.75,1,NA
"493","Howard",2020-09-07,31,437,8,11.8,2,NA
"494","Independence",2020-09-07,77,816,12,9.08,3,NA
"495","Izard",2020-09-07,14,111,0,3.74,0,NA
"496","Jackson",2020-09-07,17,195,1,3.62,1,NA
"497","Jefferson",2020-09-07,322,2304,53,9.42,19,NA
"498","Johnson",2020-09-07,25,787,4,11.69,2,NA
"499","Lafayette",2020-09-07,5,76,2,8.59,0,NA
"500","Lawrence",2020-09-07,29,271,11,8.31,3,NA
"501","Lee",2020-09-07,16,1013,11,23.27,0,NA
"502","Lincoln",2020-09-07,364,1762,13,23.83,3,NA
"503","LittleRiver",2020-09-07,27,306,17,17.12,2,NA
"504","Logan",2020-09-07,12,370,1,6.36,1,NA
"505","Lonoke",2020-09-07,89,785,5,5.6,9,NA
"506","Madison",2020-09-07,12,310,2,8.18,2,NA
"507","Marion",2020-09-07,9,52,0,2.86,1,NA
"508","Miller",2020-09-07,61,662,10,11.05,6,NA
"509","MissingCountyInfo",2020-09-07,277,1227,0,4.45,0,NA
"510","Mississippi",2020-09-07,102,1439,34,12.75,6,NA
"511","Monroe",2020-09-07,9,100,0,5.09,0,NA
"512","Montgomery",2020-09-07,42,119,4,7.59,1,NA
"513","Nevada",2020-09-07,6,167,12,6.89,1,NA
"514","Newton",2020-09-07,31,146,15,9.96,2,NA
"515","Ouachita",2020-09-07,36,184,5,4.07,5,NA
"516","Perry",2020-09-07,3,63,0,2.79,0,NA
"517","Phillips",2020-09-07,19,420,10,7.47,5,NA
"518","Pike",2020-09-07,9,189,1,9.43,3,NA
"519","Poinsett",2020-09-07,76,529,6,8.17,12,NA
"520","Polk",2020-09-07,16,238,4,6.85,0,NA
"521","Pope",2020-09-07,151,1881,20,10.04,10,NA
"522","Prairie",2020-09-07,5,121,1,6.99,0,NA
"523","Pulaski",2020-09-07,688,7543,113,7.04,42,NA
"524","Randolph",2020-09-07,13,323,18,7.92,1,NA
"525","Saline",2020-09-07,191,1690,14,7.44,3,NA
"526","Scott",2020-09-07,2,90,0,5.7,0,NA
"527","Searcy",2020-09-07,23,115,0,6.84,0,NA
"528","Sebastian",2020-09-07,226,3030,36,8.35,9,NA
"529","Sevier",2020-09-07,16,1173,16,17.05,0,NA
"530","Sharp",2020-09-07,10,156,5,5.03,1,NA
"531","St.Francis",2020-09-07,77,1373,4,12.03,1,NA
"532","Stone",2020-09-07,66,250,4,8.73,9,NA
"533","Union",2020-09-07,39,731,22,8.94,6,NA
"534","VanBuren",2020-09-07,26,142,2,4.59,1,NA
"535","Washington",2020-09-07,775,7666,80,11.1,27,NA
"536","White",2020-09-07,72,571,12,5.23,1,NA
"537","Woodruff",2020-09-07,1,28,0,2.03,0,NA
"538","Yell",2020-09-07,30,1189,25,13.04,0,NA
"539","Arkansas_all_counties",2020-09-08,5844,66757,917,8.43,477,0
"540","Arkansas_county",2020-09-08,22,300,4,6.64,1,NA
"541","Ashley",2020-09-08,7,393,7,8.61,3,NA
"542","Baxter",2020-09-08,30,161,1,5.18,6,NA
"543","Benton",2020-09-08,322,5662,60,8.52,17,NA
"544","Boone",2020-09-08,117,422,4,5.72,8,NA
"545","Bradley",2020-09-08,26,315,6,9.23,1,NA
"546","Calhoun",2020-09-08,2,25,0,1.93,0,NA
"547","Carroll",2020-09-08,45,506,8,7.94,3,NA
"548","Chicot",2020-09-08,20,970,11,18.36,1,NA
"549","Clark",2020-09-08,36,268,4,5.09,2,NA
"550","Clay",2020-09-08,35,214,5,6.29,3,NA
"551","Cleburne",2020-09-08,15,270,7,5.51,0,NA
"552","Cleveland",2020-09-08,8,143,7,6.6,1,NA
"553","Columbia",2020-09-08,23,320,16,7.94,1,NA
"554","Conway",2020-09-08,20,222,3,4.34,2,NA
"555","Craighead",2020-09-08,347,2139,15,7.72,15,NA
"556","Crawford",2020-09-08,98,1000,10,6.4,7,NA
"557","Crittenden",2020-09-08,103,1748,36,12.64,10,NA
"558","Cross",2020-09-08,63,337,5,8.73,30,NA
"559","Dallas",2020-09-08,26,137,2,8.15,1,NA
"560","Desha",2020-09-08,19,254,5,7.63,1,NA
"561","Drew",2020-09-08,23,322,5,6.47,1,NA
"562","Faulkner",2020-09-08,159,1809,9,5.96,11,NA
"563","Franklin",2020-09-08,28,191,2,4.15,2,NA
"564","Fulton",2020-09-08,16,85,1,8.27,0,NA
"565","Garland",2020-09-08,141,1537,34,6.54,4,NA
"566","Grant",2020-09-08,24,208,1,5.27,4,NA
"567","Greene",2020-09-08,52,674,6,6.15,2,NA
"568","Hempstead",2020-09-08,5,337,3,8.66,2,NA
"569","HotSpring",2020-09-08,48,1750,23,16.72,3,NA
"570","Howard",2020-09-08,30,437,8,11.77,0,NA
"571","Independence",2020-09-08,73,823,12,9.11,7,NA
"572","Izard",2020-09-08,14,112,0,3.76,1,NA
"573","Jackson",2020-09-08,17,195,1,3.61,0,NA
"574","Jefferson",2020-09-08,297,2314,53,9.44,10,NA
"575","Johnson",2020-09-08,28,789,4,11.67,2,NA
"576","Lafayette",2020-09-08,5,76,2,8.58,0,NA
"577","Lawrence",2020-09-08,27,271,11,8.15,0,NA
"578","Lee",2020-09-08,14,1014,11,23.27,1,NA
"579","Lincoln",2020-09-08,359,1767,13,23.87,5,NA
"580","LittleRiver",2020-09-08,27,307,17,17.15,1,NA
"581","Logan",2020-09-08,11,370,1,6.33,0,NA
"582","Lonoke",2020-09-08,91,796,5,5.65,11,NA
"583","Madison",2020-09-08,12,310,2,8.18,0,NA
"584","Marion",2020-09-08,8,53,0,2.9,1,NA
"585","Miller",2020-09-08,66,670,10,10.92,8,NA
"586","MissingCountyInfo",2020-09-08,259,1209,0,4.21,-18,NA
"587","Mississippi",2020-09-08,96,1442,34,12.6,3,NA
"588","Monroe",2020-09-08,10,101,0,5.12,1,NA
"589","Montgomery",2020-09-08,36,118,4,7.02,-1,NA
"590","Nevada",2020-09-08,4,166,12,6.83,-1,NA
"591","Newton",2020-09-08,30,146,15,9.93,0,NA
"592","Ouachita",2020-09-08,35,184,5,4.06,0,NA
"593","Perry",2020-09-08,3,63,0,2.78,0,NA
"594","Phillips",2020-09-08,21,422,10,7.49,2,NA
"595","Pike",2020-09-08,9,189,1,9.4,0,NA
"596","Poinsett",2020-09-08,65,530,6,8.15,1,NA
"597","Polk",2020-09-08,17,240,4,6.88,2,NA
"598","Pope",2020-09-08,141,1886,20,10.01,5,NA
"599","Prairie",2020-09-08,6,122,1,7.02,1,NA
"600","Pulaski",2020-09-08,660,7566,114,7.02,23,NA
"601","Randolph",2020-09-08,14,325,18,7.85,2,NA
"602","Saline",2020-09-08,135,1701,15,7.38,11,NA
"603","Scott",2020-09-08,2,90,0,5.7,0,NA
"604","Searcy",2020-09-08,16,115,0,6.8,0,NA
"605","Sebastian",2020-09-08,215,3042,38,8.35,12,NA
"606","Sevier",2020-09-08,14,1173,16,17.04,0,NA
"607","Sharp",2020-09-08,11,157,5,5.04,1,NA
"608","St.Francis",2020-09-08,80,1377,4,11.98,4,NA
"609","Stone",2020-09-08,61,250,4,8.68,0,NA
"610","Union",2020-09-08,41,740,22,9.02,9,NA
"611","VanBuren",2020-09-08,24,145,2,4.61,3,NA
"612","Washington",2020-09-08,780,7703,80,11.12,37,NA
"613","White",2020-09-08,72,576,12,5.16,5,NA
"614","Woodruff",2020-09-08,2,29,0,2.08,1,NA
"615","Yell",2020-09-08,26,1191,25,12.99,2,NA
"616","Arkansas_all_counties",2020-09-09,5558,67255,928,8.42,498,0
"617","Arkansas_county",2020-09-09,21,301,4,6.55,1,NA
"618","Ashley",2020-09-09,7,393,7,8.53,0,NA
"619","Baxter",2020-09-09,29,163,1,5.16,2,NA
"620","Benton",2020-09-09,305,5687,60,8.43,25,NA
"621","Boone",2020-09-09,109,429,4,5.7,7,NA
"622","Bradley",2020-09-09,24,315,6,9.15,0,NA
"623","Calhoun",2020-09-09,2,25,0,1.9,0,NA
"624","Carroll",2020-09-09,44,515,8,7.96,9,NA
"625","Chicot",2020-09-09,20,970,11,18.23,0,NA
"626","Clark",2020-09-09,39,272,4,5.12,4,NA
"627","Clay",2020-09-09,33,214,5,6.22,0,NA
"628","Cleburne",2020-09-09,14,271,7,5.5,1,NA
"629","Cleveland",2020-09-09,8,143,7,6.55,0,NA
"630","Columbia",2020-09-09,21,321,16,7.85,1,NA
"631","Conway",2020-09-09,15,222,3,4.29,0,NA
"632","Craighead",2020-09-09,356,2178,16,7.74,39,NA
"633","Crawford",2020-09-09,79,1002,10,6.36,2,NA
"634","Crittenden",2020-09-09,104,1757,36,12.62,9,NA
"635","Cross",2020-09-09,63,341,5,8.65,4,NA
"636","Dallas",2020-09-09,22,139,2,8.19,2,NA
"637","Desha",2020-09-09,18,255,5,7.6,1,NA
"638","Drew",2020-09-09,22,322,5,6.41,0,NA
"639","Faulkner",2020-09-09,159,1827,9,5.96,18,NA
"640","Franklin",2020-09-09,27,193,2,4.14,2,NA
"641","Fulton",2020-09-09,17,87,1,8.35,2,NA
"642","Garland",2020-09-09,127,1552,34,6.51,15,NA
"643","Grant",2020-09-09,22,211,1,5.3,3,NA
"644","Greene",2020-09-09,47,677,7,6.09,3,NA
"645","Hempstead",2020-09-09,3,337,3,8.57,0,NA
"646","HotSpring",2020-09-09,56,1759,23,16.43,9,NA
"647","Howard",2020-09-09,18,437,8,11.71,0,NA
"648","Independence",2020-09-09,75,837,12,9.04,14,NA
"649","Izard",2020-09-09,16,114,0,3.79,2,NA
"650","Jackson",2020-09-09,29,214,1,3.92,19,NA
"651","Jefferson",2020-09-09,272,2338,53,9.42,24,NA
"652","Johnson",2020-09-09,28,789,4,11.53,0,NA
"653","Lafayette",2020-09-09,5,77,2,8.61,1,NA
"654","Lawrence",2020-09-09,31,275,11,8.18,4,NA
"655","Lee",2020-09-09,14,1015,11,23.14,1,NA
"656","Lincoln",2020-09-09,355,1767,13,23.77,0,NA
"657","LittleRiver",2020-09-09,27,311,18,17.17,4,NA
"658","Logan",2020-09-09,8,372,1,6.3,2,NA
"659","Lonoke",2020-09-09,85,804,5,5.64,8,NA
"660","Madison",2020-09-09,9,310,2,8.11,0,NA
"661","Marion",2020-09-09,11,57,0,3.07,4,NA
"662","Miller",2020-09-09,62,673,10,10.86,3,NA
"663","MissingCountyInfo",2020-09-09,242,1157,0,4.59,-52,NA
"664","Mississippi",2020-09-09,92,1448,34,12.58,6,NA
"665","Monroe",2020-09-09,9,101,0,5.09,0,NA
"666","Montgomery",2020-09-09,34,118,4,6.91,0,NA
"667","Nevada",2020-09-09,5,170,12,6.94,4,NA
"668","Newton",2020-09-09,31,150,15,10.01,4,NA
"669","Ouachita",2020-09-09,31,186,5,4.03,2,NA
"670","Perry",2020-09-09,4,65,0,2.83,2,NA
"671","Phillips",2020-09-09,14,424,10,7.48,2,NA
"672","Pike",2020-09-09,10,191,1,9.43,2,NA
"673","Poinsett",2020-09-09,62,534,6,8.16,4,NA
"674","Polk",2020-09-09,15,240,4,6.8,0,NA
"675","Pope",2020-09-09,126,1896,21,9.95,10,NA
"676","Prairie",2020-09-09,8,124,1,7.08,2,NA
"677","Pulaski",2020-09-09,598,7612,115,7,46,NA
"678","Randolph",2020-09-09,14,327,18,7.82,2,NA
"679","Saline",2020-09-09,127,1712,15,7.34,11,NA
"680","Scott",2020-09-09,2,90,0,5.66,0,NA
"681","Searcy",2020-09-09,16,117,0,6.88,2,NA
"682","Sebastian",2020-09-09,197,3053,38,8.3,11,NA
"683","Sevier",2020-09-09,13,1174,16,16.77,1,NA
"684","Sharp",2020-09-09,8,155,6,4.92,-2,NA
"685","St.Francis",2020-09-09,64,1378,4,11.89,1,NA
"686","Stone",2020-09-09,57,255,4,8.75,5,NA
"687","Union",2020-09-09,42,748,25,9.05,8,NA
"688","VanBuren",2020-09-09,26,148,2,4.51,3,NA
"689","Washington",2020-09-09,773,7769,80,11.06,66,NA
"690","White",2020-09-09,54,576,14,5.03,0,NA
"691","Woodruff",2020-09-09,2,29,0,2.05,0,NA
"692","Yell",2020-09-09,24,1191,25,12.9,0,NA
"693","Arkansas_all_counties",2020-09-10,5196,67803,940,8.39,548,0
"694","Arkansas_county",2020-09-10,21,302,4,6.53,1,NA
"695","Ashley",2020-09-10,6,395,8,8.54,2,NA
"696","Baxter",2020-09-10,36,173,1,5.15,10,NA
"697","Benton",2020-09-10,283,5699,60,8.41,12,NA
"698","Boone",2020-09-10,111,441,4,5.84,12,NA
"699","Bradley",2020-09-10,19,315,6,9.11,0,NA
"700","Calhoun",2020-09-10,3,26,0,1.97,1,NA
"701","Carroll",2020-09-10,45,518,8,7.98,3,NA
"702","Chicot",2020-09-10,10,970,11,18.2,0,NA
"703","Clark",2020-09-10,32,268,4,5.01,-4,NA
"704","Clay",2020-09-10,31,216,5,6.24,2,NA
"705","Cleburne",2020-09-10,17,274,7,5.49,3,NA
"706","Cleveland",2020-09-10,9,145,7,6.59,2,NA
"707","Columbia",2020-09-10,21,323,16,7.87,2,NA
"708","Conway",2020-09-10,13,222,3,4.27,0,NA
"709","Craighead",2020-09-10,360,2213,16,7.8,35,NA
"710","Crawford",2020-09-10,69,1009,10,6.33,7,NA
"711","Crittenden",2020-09-10,105,1767,36,12.65,10,NA
"712","Cross",2020-09-10,63,345,5,8.71,4,NA
"713","Dallas",2020-09-10,23,141,2,8.17,2,NA
"714","Desha",2020-09-10,17,256,5,7.6,1,NA
"715","Drew",2020-09-10,18,322,5,6.39,0,NA
"716","Faulkner",2020-09-10,146,1840,10,5.98,13,NA
"717","Franklin",2020-09-10,24,195,2,4.17,2,NA
"718","Fulton",2020-09-10,13,88,1,8.29,1,NA
"719","Garland",2020-09-10,125,1563,34,6.44,11,NA
"720","Grant",2020-09-10,24,212,1,5.24,1,NA
"721","Greene",2020-09-10,45,682,7,6.1,5,NA
"722","Hempstead",2020-09-10,3,337,4,8.54,0,NA
"723","HotSpring",2020-09-10,40,1762,23,16.11,3,NA
"724","Howard",2020-09-10,13,439,8,11.73,2,NA
"725","Independence",2020-09-10,66,844,12,9.02,7,NA
"726","Izard",2020-09-10,13,119,0,3.92,5,NA
"727","Jackson",2020-09-10,28,217,1,3.95,3,NA
"728","Jefferson",2020-09-10,253,2372,54,9.35,34,NA
"729","Johnson",2020-09-10,24,792,4,11.51,3,NA
"730","Lafayette",2020-09-10,5,78,2,8.68,1,NA
"731","Lawrence",2020-09-10,25,276,11,8.12,1,NA
"732","Lee",2020-09-10,14,1015,12,23.09,0,NA
"733","Lincoln",2020-09-10,235,1769,13,23.75,2,NA
"734","LittleRiver",2020-09-10,19,313,18,17.25,2,NA
"735","Logan",2020-09-10,9,375,1,6.31,3,NA
"736","Lonoke",2020-09-10,76,804,5,5.6,0,NA
"737","Madison",2020-09-10,10,310,2,8.08,0,NA
"738","Marion",2020-09-10,11,57,0,3,0,NA
"739","Miller",2020-09-10,51,674,10,10.79,1,NA
"740","MissingCountyInfo",2020-09-10,221,1117,0,4.18,-40,NA
"741","Mississippi",2020-09-10,87,1456,34,12.6,8,NA
"742","Monroe",2020-09-10,9,101,0,5.04,0,NA
"743","Montgomery",2020-09-10,32,119,4,6.61,1,NA
"744","Nevada",2020-09-10,6,171,12,6.91,1,NA
"745","Newton",2020-09-10,32,154,15,10.21,4,NA
"746","Ouachita",2020-09-10,32,189,5,4.08,3,NA
"747","Perry",2020-09-10,2,65,0,2.82,0,NA
"748","Phillips",2020-09-10,12,424,10,7.46,0,NA
"749","Pike",2020-09-10,20,204,1,9.95,13,NA
"750","Poinsett",2020-09-10,55,537,6,8.14,3,NA
"751","Polk",2020-09-10,15,241,4,6.78,1,NA
"752","Pope",2020-09-10,114,1908,22,9.94,12,NA
"753","Prairie",2020-09-10,8,124,1,6.99,0,NA
"754","Pulaski",2020-09-10,573,7683,116,7,71,NA
"755","Randolph",2020-09-10,16,329,18,7.84,2,NA
"756","Saline",2020-09-10,137,1736,15,7.36,24,NA
"757","Scott",2020-09-10,1,90,1,5.61,0,NA
"758","Searcy",2020-09-10,15,118,0,6.9,1,NA
"759","Sebastian",2020-09-10,204,3075,39,8.27,22,NA
"760","Sevier",2020-09-10,13,1175,16,16.75,1,NA
"761","Sharp",2020-09-10,8,156,6,4.93,1,NA
"762","St.Francis",2020-09-10,52,1379,4,11.87,1,NA
"763","Stone",2020-09-10,54,257,5,8.73,2,NA
"764","Union",2020-09-10,40,755,25,9.12,7,NA
"765","VanBuren",2020-09-10,22,148,2,4.49,0,NA
"766","Washington",2020-09-10,761,7822,82,11.09,53,NA
"767","White",2020-09-10,47,577,14,5.02,1,NA
"768","Woodruff",2020-09-10,2,29,0,2.05,0,NA
"769","Yell",2020-09-10,22,1192,25,12.76,1,NA
"770","Arkansas_all_counties",2020-09-11,5713,68983,953,8.44,1180,0
"771","Arkansas_county",2020-09-11,19,302,4,6.48,0,NA
"772","Ashley",2020-09-11,7,397,8,8.47,2,NA
"773","Baxter",2020-09-11,38,177,1,5.16,4,NA
"774","Benton",2020-09-11,300,5752,61,8.43,53,NA
"775","Boone",2020-09-11,116,456,5,5.94,15,NA
"776","Bradley",2020-09-11,16,317,6,9.09,2,NA
"777","Calhoun",2020-09-11,3,26,0,1.95,0,NA
"778","Carroll",2020-09-11,65,538,8,8.19,20,NA
"779","Chicot",2020-09-11,12,973,11,18.19,3,NA
"780","Clark",2020-09-11,27,270,4,5,2,NA
"781","Clay",2020-09-11,33,221,5,6.29,5,NA
"782","Cleburne",2020-09-11,26,283,7,5.57,9,NA
"783","Cleveland",2020-09-11,16,152,7,6.57,7,NA
"784","Columbia",2020-09-11,27,331,16,8.02,8,NA
"785","Conway",2020-09-11,13,226,3,4.3,4,NA
"786","Craighead",2020-09-11,395,2276,16,7.9,63,NA
"787","Crawford",2020-09-11,94,1044,10,6.43,35,NA
"788","Crittenden",2020-09-11,111,1785,36,12.7,18,NA
"789","Cross",2020-09-11,66,350,5,8.74,5,NA
"790","Dallas",2020-09-11,28,148,2,8.41,7,NA
"791","Desha",2020-09-11,14,257,5,7.54,1,NA
"792","Drew",2020-09-11,18,326,5,6.44,4,NA
"793","Faulkner",2020-09-11,153,1873,10,6.02,33,NA
"794","Franklin",2020-09-11,26,199,2,4.21,4,NA
"795","Fulton",2020-09-11,16,94,1,8.63,6,NA
"796","Garland",2020-09-11,136,1589,36,6.44,26,NA
"797","Grant",2020-09-11,22,213,1,5.22,1,NA
"798","Greene",2020-09-11,56,700,7,6.14,18,NA
"799","Hempstead",2020-09-11,3,337,4,8.47,0,NA
"800","HotSpring",2020-09-11,43,1772,23,15.96,10,NA
"801","Howard",2020-09-11,13,440,8,11.69,1,NA
"802","Independence",2020-09-11,79,863,12,8.98,19,NA
"803","Izard",2020-09-11,14,123,0,4.02,4,NA
"804","Jackson",2020-09-11,35,227,1,3.99,10,NA
"805","Jefferson",2020-09-11,289,2431,55,9.45,59,NA
"806","Johnson",2020-09-11,17,795,4,11.45,3,NA
"807","Lafayette",2020-09-11,6,79,2,8.73,1,NA
"808","Lawrence",2020-09-11,31,283,11,8,7,NA
"809","Lee",2020-09-11,12,1018,14,23.09,3,NA
"810","Lincoln",2020-09-11,225,1774,13,23.73,5,NA
"811","LittleRiver",2020-09-11,15,318,18,17.36,5,NA
"812","Logan",2020-09-11,10,376,1,6.31,1,NA
"813","Lonoke",2020-09-11,74,819,5,5.62,15,NA
"814","Madison",2020-09-11,12,313,2,8.09,3,NA
"815","Marion",2020-09-11,10,57,0,2.94,0,NA
"816","Miller",2020-09-11,57,684,10,10.7,10,NA
"817","MissingCountyInfo",2020-09-11,413,1287,0,4.91,170,NA
"818","Mississippi",2020-09-11,89,1477,35,12.63,21,NA
"819","Monroe",2020-09-11,9,102,0,5.03,1,NA
"820","Montgomery",2020-09-11,16,120,4,6.4,1,NA
"821","Nevada",2020-09-11,6,172,12,6.91,1,NA
"822","Newton",2020-09-11,35,161,15,10.45,7,NA
"823","Ouachita",2020-09-11,46,206,5,4.38,17,NA
"824","Perry",2020-09-11,4,67,0,2.86,2,NA
"825","Phillips",2020-09-11,13,427,10,7.46,3,NA
"826","Pike",2020-09-11,24,209,1,10.11,5,NA
"827","Poinsett",2020-09-11,57,549,6,8.04,12,NA
"828","Polk",2020-09-11,16,244,4,6.81,3,NA
"829","Pope",2020-09-11,110,1919,22,9.89,11,NA
"830","Prairie",2020-09-11,8,124,1,6.94,0,NA
"831","Pulaski",2020-09-11,621,7795,118,7.02,112,NA
"832","Randolph",2020-09-11,19,333,18,7.85,4,NA
"833","Saline",2020-09-11,131,1747,16,7.32,11,NA
"834","Scott",2020-09-11,2,91,1,5.63,1,NA
"835","Searcy",2020-09-11,18,122,0,7.06,4,NA
"836","Sebastian",2020-09-11,222,3128,39,8.29,53,NA
"837","Sevier",2020-09-11,13,1176,16,16.7,1,NA
"838","Sharp",2020-09-11,13,162,6,5.05,6,NA
"839","St.Francis",2020-09-11,36,1384,4,11.88,5,NA
"840","Stone",2020-09-11,48,259,5,8.67,2,NA
"841","Union",2020-09-11,43,769,25,9.24,14,NA
"842","VanBuren",2020-09-11,23,153,2,4.58,5,NA
"843","Washington",2020-09-11,803,7935,84,11.12,113,NA
"844","White",2020-09-11,52,587,14,5.06,10,NA
"845","Woodruff",2020-09-11,2,29,0,2.02,0,NA
"846","Yell",2020-09-11,23,1193,25,12.59,1,NA
"847","Arkansas_all_counties",2020-09-12,5755,69710,964,8.37,727,0
"848","Arkansas_county",2020-09-12,20,311,4,6.37,9,NA
"849","Ashley",2020-09-12,8,398,8,8.42,1,NA
"850","Baxter",2020-09-12,41,199,1,5.73,22,NA
"851","Benton",2020-09-12,312,5832,61,8.48,80,NA
"852","Boone",2020-09-12,111,477,5,6.15,21,NA
"853","Bradley",2020-09-12,17,320,6,9.1,3,NA
"854","Calhoun",2020-09-12,4,28,0,2.06,2,NA
"855","Carroll",2020-09-12,64,543,8,8.23,5,NA
"856","Chicot",2020-09-12,13,976,11,18.14,3,NA
"857","Clark",2020-09-12,27,275,4,5.03,5,NA
"858","Clay",2020-09-12,36,229,5,6.42,8,NA
"859","Cleburne",2020-09-12,27,293,7,5.62,10,NA
"860","Cleveland",2020-09-12,19,157,9,6.7,5,NA
"861","Columbia",2020-09-12,26,337,17,8.09,6,NA
"862","Conway",2020-09-12,15,231,3,4.31,5,NA
"863","Craighead",2020-09-12,381,2337,16,8.01,61,NA
"864","Crawford",2020-09-12,109,1078,10,6.54,34,NA
"865","Crittenden",2020-09-12,117,1799,36,12.72,14,NA
"866","Cross",2020-09-12,65,361,5,8.89,11,NA
"867","Dallas",2020-09-12,32,153,2,8.16,5,NA
"868","Desha",2020-09-12,17,260,5,7.49,3,NA
"869","Drew",2020-09-12,18,331,5,6.44,5,NA
"870","Faulkner",2020-09-12,177,1962,12,6.06,89,NA
"871","Franklin",2020-09-12,29,208,2,4.36,9,NA
"872","Fulton",2020-09-12,18,98,1,8.81,4,NA
"873","Garland",2020-09-12,143,1610,36,6.46,21,NA
"874","Grant",2020-09-12,19,221,1,5.23,8,NA
"875","Greene",2020-09-12,66,713,7,6.13,13,NA
"876","Hempstead",2020-09-12,5,344,4,8.54,7,NA
"877","HotSpring",2020-09-12,43,1782,23,15.74,10,NA
"878","Howard",2020-09-12,18,448,8,11.76,8,NA
"879","Independence",2020-09-12,86,905,12,9.16,42,NA
"880","Izard",2020-09-12,17,128,0,4.13,5,NA
"881","Jackson",2020-09-12,44,243,1,4.23,16,NA
"882","Jefferson",2020-09-12,300,2475,55,9.5,44,NA
"883","Johnson",2020-09-12,18,799,4,11.42,4,NA
"884","Lafayette",2020-09-12,6,80,2,8.8,1,NA
"885","Lawrence",2020-09-12,45,309,11,8.55,26,NA
"886","Lee",2020-09-12,14,1021,14,23.05,3,NA
"887","Lincoln",2020-09-12,168,1775,13,23.49,1,NA
"888","LittleRiver",2020-09-12,16,323,18,17.36,5,NA
"889","Logan",2020-09-12,13,380,1,6.32,4,NA
"890","Lonoke",2020-09-12,95,910,7,5.81,91,NA
"891","Madison",2020-09-12,13,319,2,8.18,6,NA
"892","Marion",2020-09-12,12,60,0,3.05,3,NA
"893","Miller",2020-09-12,65,712,10,10.97,28,NA
"894","MissingCountyInfo",2020-09-12,526,1544,0,5.61,257,NA
"895","Mississippi",2020-09-12,91,1491,36,12.64,14,NA
"896","Monroe",2020-09-12,7,102,0,4.95,0,NA
"897","Montgomery",2020-09-12,14,121,4,6.37,1,NA
"898","Nevada",2020-09-12,9,176,12,7,4,NA
"899","Newton",2020-09-12,42,172,16,10.86,11,NA
"900","Ouachita",2020-09-12,46,212,5,4.46,6,NA
"901","Perry",2020-09-12,4,72,0,2.96,5,NA
"902","Phillips",2020-09-12,12,430,10,7.45,3,NA
"903","Pike",2020-09-12,25,212,1,10.14,3,NA
"904","Poinsett",2020-09-12,56,561,7,8.13,12,NA
"905","Polk",2020-09-12,16,247,4,6.83,3,NA
"906","Pope",2020-09-12,114,1942,23,9.86,23,NA
"907","Prairie",2020-09-12,11,130,1,7.07,6,NA
"908","Pulaski",2020-09-12,660,8010,120,7.06,215,NA
"909","Randolph",2020-09-12,22,339,18,7.94,6,NA
