"","County_Name","Date","Keej_ko_rej_active","Oran_Case_ko_rej_Positive","Oran_rimej_ro","Percent_in_Aolepen_Oran","Case_ko_rōkāāl_rainin","Keej_ko_rej_Active_iaan_10K_armej"
"15356","Izard",2021-03-19,NA,1648,41,9.04,1,2.21
"15357","Jackson",2021-03-19,11,3197,38,11.12,2,6.39
"15358","Jefferson",2021-03-19,54,8702,161,9.3,3,7.67
"15359","Johnson",2021-03-19,45,2853,36,10.15,1,17.12
"15360","Lafayette",2021-03-19,NA,541,9,13.81,0,1.45
"15361","Lawrence",2021-03-19,9,2064,42,12.49,0,5.4
"15362","Lee",2021-03-19,3,1650,34,12.51,0,3.19
"15363","Lincoln",2021-03-19,7,3172,47,11.8,0,5.11
"15364","LittleRiver",2021-03-19,11,1205,40,13.08,1,8.86
"15365","Logan",2021-03-19,14,2201,21,7.63,0,6.43
"15366","Lonoke",2021-03-19,64,6993,112,9.83,7,8.86
"15367","Madison",2021-03-19,6,1421,22,10.18,0,3.73
"15368","Marion",2021-03-19,10,1003,29,9.04,1,6.08
"15369","Miller",2021-03-19,54,4151,34,16.4,8,12.34
"15370","MissingCountyInfo",2021-03-19,40,3200,0,3.3,4,NA
"15371","Mississippi",2021-03-19,21,5713,106,12.74,2,4.9
"15372","Monroe",2021-03-19,13,853,15,10.35,0,17.93
"15373","Montgomery",2021-03-19,NA,745,31,8.97,1,5.56
"15374","Nevada",2021-03-19,12,812,23,6.08,-1,14.22
"15375","Newton",2021-03-19,9,703,26,9.64,1,11.47
"15376","Ouachita",2021-03-19,8,2270,59,11.52,0,3.32
"15377","Perry",2021-03-19,11,815,10,6.49,0,10.66
"15378","Phillips",2021-03-19,NA,1727,37,9.18,0,4.2
"15379","Pike",2021-03-19,9,992,22,10.37,1,8.33
"15380","Poinsett",2021-03-19,15,3102,76,10.6,2,6.24
"15381","Polk",2021-03-19,NA,1952,69,12.95,7,4.46
"15382","Pope",2021-03-19,45,7827,103,9.55,3,7.07
"15383","Prairie",2021-03-19,NA,885,21,10.64,0,3.64
"15384","Pulaski",2021-03-19,318,38026,603,8.83,36,8.08
"15385","Randolph",2021-03-19,22,2046,47,9.94,0,12.5
"15386","Saline",2021-03-19,59,11644,162,10.02,6,5
"15387","Scott",2021-03-19,2,925,14,7.77,0,1.92
"15388","Searcy",2021-03-19,NA,667,15,9.81,0,1.26
"15389","Sebastian",2021-03-19,130,14899,269,9.64,10,10.2
"15390","Sevier",2021-03-19,33,2771,25,15.94,0,19.19
"15391","Sharp",2021-03-19,6,1541,45,8.44,1,3.52
"15392","St.Francis",2021-03-19,29,3488,39,10.51,2,11.03
"15393","Stone",2021-03-19,5,982,29,8.03,2,4.02
"15394","Union",2021-03-19,25,3872,107,12.42,4,6.29
"15395","VanBuren",2021-03-19,14,1229,21,7.37,2,8.39
"15396","Washington",2021-03-19,243,29949,343,11.32,10,10.63
"15397","White",2021-03-19,82,7722,116,13.27,10,10.41
"15398","Woodruff",2021-03-19,6,631,12,7.1,3,9.01
"15399","Yell",2021-03-19,7,3400,63,9.94,1,3.24
"15400","Arkansas_all_counties",2021-03-20,2676,328547,5533,9.95,274,8.95
"15401","Arkansas_county",2021-03-20,17,2024,35,8.47,1,9.38
"15402","Ashley",2021-03-20,21,1878,33,10.91,1,10.23
"15403","Baxter",2021-03-20,83,3020,100,13.37,7,20.14
"15404","Benton",2021-03-20,333,27933,398,11.58,44,12.86
"15405","Boone",2021-03-20,24,3711,78,9.86,1,6.44
"15406","Bradley",2021-03-20,8,1341,31,11.41,1,7.31
"15407","Calhoun",2021-03-20,5,408,3,9.75,0,9.61
"15408","Carroll",2021-03-20,9,2739,44,11.82,0,3.23
"15409","Chicot",2021-03-20,12,1607,38,9.75,1,11.08
"15410","Clark",2021-03-20,10,2070,40,7.16,2,4.47
"15411","Clay",2021-03-20,9,1712,48,8.96,1,5.98
"15412","Cleburne",2021-03-20,19,1928,69,8.23,3,7.53
"15413","Cleveland",2021-03-20,6,938,25,8.93,0,7.29
"15414","Columbia",2021-03-20,14,2301,55,10.26,4,5.86
"15415","Conway",2021-03-20,13,2175,31,9.4,0,6.22
"15416","Craighead",2021-03-20,91,13019,171,10.25,3,8.61
"15417","Crawford",2021-03-20,59,6928,115,9.52,3,9.44
"15418","Crittenden",2021-03-20,42,5834,95,12.76,5,8.57
"15419","Cross",2021-03-20,7,1911,49,10.73,0,4.12
"15420","Dallas",2021-03-20,2,750,15,9.33,0,2.69
"15421","Desha",2021-03-20,6,1352,24,10.5,1,5.05
"15422","Drew",2021-03-20,12,1972,38,10.03,0,6.49
"15423","Faulkner",2021-03-20,142,12082,156,9.15,12,11.6
"15424","Franklin",2021-03-20,21,1666,39,7.91,2,11.81
"15425","Fulton",2021-03-20,NA,1098,47,13.74,0,4.12
"15426","Garland",2021-03-20,75,9972,249,9.16,8,7.63
"15427","Grant",2021-03-20,21,1625,32,9.75,3,11.61
"15428","Greene",2021-03-20,41,5980,74,11.49,5,9.19
"15429","Hempstead",2021-03-20,20,1957,18,10.66,1,9.08
"15430","HotSpring",2021-03-20,46,4953,68,8.88,12,13.72
"15431","Howard",2021-03-20,4,1618,23,13.06,0,2.99
"15432","Independence",2021-03-20,16,3705,120,8.55,2,4.29
"15433","Izard",2021-03-20,NA,1649,41,9.04,1,2.95
"15434","Jackson",2021-03-20,11,3197,38,11.11,0,6.39
"15435","Jefferson",2021-03-20,57,8706,161,9.27,4,8.09
"15436","Johnson",2021-03-20,45,2859,36,10.16,6,17.12
"15437","Lafayette",2021-03-20,NA,541,9,13.77,0,1.45
"15438","Lawrence",2021-03-20,9,2064,42,12.46,0,5.4
"15439","Lee",2021-03-20,4,1651,34,12.5,1,4.26
"15440","Lincoln",2021-03-20,6,3172,47,11.78,0,4.38
"15441","LittleRiver",2021-03-20,9,1205,40,13.07,0,7.25
"15442","Logan",2021-03-20,15,2203,21,7.63,2,6.89
"15443","Lonoke",2021-03-20,58,6995,112,9.81,2,8.03
"15444","Madison",2021-03-20,7,1423,22,10.17,2,4.35
"15445","Marion",2021-03-20,9,1003,29,9.03,0,5.48
"15446","Miller",2021-03-20,59,4159,34,16.38,8,13.48
"15447","MissingCountyInfo",2021-03-20,42,3198,0,3.3,-2,NA
"15448","Mississippi",2021-03-20,25,5719,106,12.74,6,5.84
"15449","Monroe",2021-03-20,15,855,15,10.36,2,20.69
"15450","Montgomery",2021-03-20,NA,746,31,8.97,1,4.45
"15451","Nevada",2021-03-20,11,812,23,6.07,0,13.03
"15452","Newton",2021-03-20,6,703,26,9.64,0,7.65
"15453","Ouachita",2021-03-20,9,2271,59,11.46,1,3.73
"15454","Perry",2021-03-20,12,817,10,6.5,2,11.63
"15455","Phillips",2021-03-20,NA,1728,37,9.17,1,4.2
"15456","Pike",2021-03-20,5,992,22,10.36,0,4.63
"15457","Poinsett",2021-03-20,17,3104,76,10.59,2,7.07
"15458","Polk",2021-03-20,NA,1953,68,12.91,1,4.46
"15459","Pope",2021-03-20,38,7829,103,9.54,2,5.97
"15460","Prairie",2021-03-20,NA,885,21,10.63,0,3.64
"15461","Pulaski",2021-03-20,327,38072,603,8.81,46,8.31
"15462","Randolph",2021-03-20,18,2047,47,9.93,1,10.23
"15463","Saline",2021-03-20,62,11656,162,10.02,12,5.25
"15464","Scott",2021-03-20,2,925,14,7.7,0,1.92
"15465","Searcy",2021-03-20,NA,667,15,9.81,0,1.26
"15466","Sebastian",2021-03-20,138,14915,269,9.63,16,10.83
"15467","Sevier",2021-03-20,30,2772,24,15.94,1,17.45
"15468","Sharp",2021-03-20,6,1542,45,8.44,1,3.52
"15469","St.Francis",2021-03-20,30,3491,39,10.5,3,11.41
"15470","Stone",2021-03-20,5,982,29,8.02,0,4.02
"15471","Union",2021-03-20,22,3872,107,12.41,0,5.54
"15472","VanBuren",2021-03-20,14,1228,21,7.36,-1,8.39
"15473","Washington",2021-03-20,238,29970,343,11.3,21,10.41
"15474","White",2021-03-20,77,7729,116,13.24,7,9.77
"15475","Woodruff",2021-03-20,8,633,12,7.12,2,12.01
"15476","Yell",2021-03-20,7,3400,63,9.9,0,3.24
"15477","Arkansas_all_counties",2021-03-21,2578,328655,5539,9.95,108,8.62
"15478","Arkansas_county",2021-03-21,16,2024,35,8.46,0,8.83
"15479","Ashley",2021-03-21,21,1878,33,10.9,0,10.23
"15480","Baxter",2021-03-21,82,3027,100,13.38,7,19.89
"15481","Benton",2021-03-21,315,27946,399,11.58,13,12.16
"15482","Boone",2021-03-21,22,3713,78,9.86,2,5.9
"15483","Bradley",2021-03-21,7,1342,31,11.41,1,6.39
"15484","Calhoun",2021-03-21,5,408,3,9.74,0,9.61
"15485","Carroll",2021-03-21,8,2739,44,11.82,0,2.87
"15486","Chicot",2021-03-21,11,1607,38,9.74,0,10.16
"15487","Clark",2021-03-21,10,2070,40,7.16,0,4.47
"15488","Clay",2021-03-21,11,1714,48,8.96,2,7.3
"15489","Cleburne",2021-03-21,19,1928,69,8.23,0,7.53
"15490","Cleveland",2021-03-21,3,938,25,8.93,0,3.65
"15491","Columbia",2021-03-21,15,2303,55,10.27,2,6.28
"15492","Conway",2021-03-21,12,2175,31,9.4,0,5.74
"15493","Craighead",2021-03-21,89,13019,171,10.25,0,8.42
"15494","Crawford",2021-03-21,58,6930,114,9.52,2,9.28
"15495","Crittenden",2021-03-21,39,5837,95,12.75,3,7.96
"15496","Cross",2021-03-21,8,1912,49,10.72,1,4.71
"15497","Dallas",2021-03-21,3,751,15,9.34,1,4.04
"15498","Desha",2021-03-21,6,1352,24,10.48,0,5.05
"15499","Drew",2021-03-21,12,1972,38,10.03,0,6.49
"15500","Faulkner",2021-03-21,142,12091,156,9.15,9,11.6
"15501","Franklin",2021-03-21,17,1666,39,7.91,0,9.56
"15502","Fulton",2021-03-21,NA,1098,47,13.73,0,4.12
"15503","Garland",2021-03-21,69,9974,249,9.14,2,7.02
"15504","Grant",2021-03-21,18,1625,32,9.75,0,9.95
"15505","Greene",2021-03-21,37,5980,74,11.48,0,8.29
"15506","Hempstead",2021-03-21,19,1958,18,10.67,1,8.63
"15507","HotSpring",2021-03-21,46,4954,68,8.88,1,13.72
"15508","Howard",2021-03-21,5,1619,23,13.07,1,3.73
"15509","Independence",2021-03-21,16,3705,120,8.55,0,4.29
"15510","Izard",2021-03-21,NA,1649,41,9.04,0,2.95
"15511","Jackson",2021-03-21,11,3197,38,11.11,0,6.39
"15512","Jefferson",2021-03-21,54,8707,161,9.27,1,7.67
"15513","Johnson",2021-03-21,43,2861,36,10.16,2,16.36
"15514","Lafayette",2021-03-21,NA,541,9,13.77,0,1.45
"15515","Lawrence",2021-03-21,8,2064,42,12.44,0,4.8
"15516","Lee",2021-03-21,4,1651,34,12.5,0,4.26
"15517","Lincoln",2021-03-21,6,3172,47,11.78,0,4.38
"15518","LittleRiver",2021-03-21,10,1205,40,13.06,0,8.05
"15519","Logan",2021-03-21,14,2204,21,7.63,1,6.43
"15520","Lonoke",2021-03-21,56,6996,112,9.8,1,7.76
"15521","Madison",2021-03-21,6,1423,22,10.17,0,3.73
"15522","Marion",2021-03-21,10,1005,29,9.04,2,6.08
"15523","Miller",2021-03-21,56,4156,35,16.37,-3,12.8
"15524","MissingCountyInfo",2021-03-21,39,3197,0,3.29,-1,NA
"15525","Mississippi",2021-03-21,28,5722,106,12.74,3,6.54
"15526","Monroe",2021-03-21,15,855,15,10.35,0,20.69
"15527","Montgomery",2021-03-21,NA,746,31,8.97,0,4.45
"15528","Nevada",2021-03-21,12,813,23,6.08,1,14.22
"15529","Newton",2021-03-21,6,703,26,9.63,0,7.65
"15530","Ouachita",2021-03-21,9,2271,60,11.45,0,3.73
"15531","Perry",2021-03-21,11,817,10,6.5,0,10.66
"15532","Phillips",2021-03-21,NA,1728,36,9.15,0,4.2
"15533","Pike",2021-03-21,3,992,22,10.35,0,2.78
"15534","Poinsett",2021-03-21,17,3105,76,10.59,1,7.07
"15535","Polk",2021-03-21,NA,1952,68,12.9,-1,2.98
"15536","Pope",2021-03-21,33,7829,104,9.54,0,5.19
"15537","Prairie",2021-03-21,NA,886,21,10.62,1,4.85
"15538","Pulaski",2021-03-21,319,38091,606,8.8,19,8.11
"15539","Randolph",2021-03-21,18,2048,47,9.93,1,10.23
"15540","Saline",2021-03-21,64,11661,162,10.02,5,5.42
"15541","Scott",2021-03-21,2,925,14,7.7,0,1.92
"15542","Searcy",2021-03-21,NA,667,15,9.8,0,1.26
"15543","Sebastian",2021-03-21,136,14920,269,9.63,5,10.67
"15544","Sevier",2021-03-21,25,2772,24,15.93,0,14.54
"15545","Sharp",2021-03-21,5,1542,45,8.43,0,2.93
"15546","St.Francis",2021-03-21,27,3492,40,10.49,1,10.27
"15547","Stone",2021-03-21,NA,982,29,7.94,0,3.21
"15548","Union",2021-03-21,18,3872,107,12.4,0,4.53
"15549","VanBuren",2021-03-21,13,1228,21,7.36,0,7.79
"15550","Washington",2021-03-21,226,29981,343,11.3,11,9.89
"15551","White",2021-03-21,81,7739,116,13.16,10,10.28
"15552","Woodruff",2021-03-21,7,632,12,7.1,-1,10.51
"15553","Yell",2021-03-21,8,3401,63,9.89,1,3.71
"15554","Arkansas_all_counties",2021-03-22,2332,328707,5544,9.94,52,7.8
"15555","Arkansas_county",2021-03-22,14,2024,35,8.45,0,7.72
"15556","Ashley",2021-03-22,18,1878,33,10.86,0,8.76
"15557","Baxter",2021-03-22,66,3027,100,13.36,0,16.01
"15558","Benton",2021-03-22,272,27947,399,11.57,1,10.5
"15559","Boone",2021-03-22,20,3713,78,9.86,0,5.36
"15560","Bradley",2021-03-22,7,1342,31,11.41,0,6.39
"15561","Calhoun",2021-03-22,4,408,3,9.74,0,7.69
"15562","Carroll",2021-03-22,8,2740,44,11.81,1,2.87
"15563","Chicot",2021-03-22,10,1606,38,9.71,-1,9.24
"15564","Clark",2021-03-22,9,2070,40,7.16,0,4.02
"15565","Clay",2021-03-22,9,1714,48,8.95,0,5.98
"15566","Cleburne",2021-03-22,17,1929,70,8.22,1,6.74
"15567","Cleveland",2021-03-22,3,938,25,8.93,0,3.65
"15568","Columbia",2021-03-22,15,2303,55,10.26,0,6.28
"15569","Conway",2021-03-22,11,2175,32,9.4,0,5.26
"15570","Craighead",2021-03-22,84,13022,171,10.24,3,7.95
"15571","Crawford",2021-03-22,50,6930,114,9.51,0,8
"15572","Crittenden",2021-03-22,38,5837,95,12.74,0,7.75
"15573","Cross",2021-03-22,7,1914,49,10.72,2,4.12
"15574","Dallas",2021-03-22,3,751,15,9.33,0,4.04
"15575","Desha",2021-03-22,6,1353,24,10.48,1,5.05
"15576","Drew",2021-03-22,12,1972,38,10.02,0,6.49
"15577","Faulkner",2021-03-22,127,12094,156,9.15,3,10.37
"15578","Franklin",2021-03-22,17,1667,39,7.9,1,9.56
"15579","Fulton",2021-03-22,NA,1098,47,13.71,0,2.47
"15580","Garland",2021-03-22,60,9978,250,9.14,4,6.1
"15581","Grant",2021-03-22,17,1625,32,9.74,0,9.4
"15582","Greene",2021-03-22,32,5979,74,11.47,-1,7.17
"15583","Hempstead",2021-03-22,18,1959,18,10.65,1,8.18
"15584","HotSpring",2021-03-22,42,4954,69,8.88,0,12.53
"15585","Howard",2021-03-22,5,1620,23,13.07,1,3.73
"15586","Independence",2021-03-22,16,3705,120,8.54,0,4.29
"15587","Izard",2021-03-22,NA,1649,41,9.04,0,2.95
"15588","Jackson",2021-03-22,9,3198,38,11.11,1,5.22
"15589","Jefferson",2021-03-22,52,8707,161,9.26,0,7.38
"15590","Johnson",2021-03-22,37,2862,36,10.16,1,14.07
"15591","Lafayette",2021-03-22,NA,541,9,13.76,0,NA
"15592","Lawrence",2021-03-22,8,2064,42,12.42,0,4.8
"15593","Lee",2021-03-22,5,1652,34,12.5,1,5.32
"15594","Lincoln",2021-03-22,6,3172,48,11.77,0,4.38
"15595","LittleRiver",2021-03-22,9,1205,40,13.06,0,7.25
"15596","Logan",2021-03-22,14,2204,21,7.62,0,6.43
"15597","Lonoke",2021-03-22,52,7001,112,9.8,5,7.2
"15598","Madison",2021-03-22,NA,1423,22,10.16,0,2.49
"15599","Marion",2021-03-22,10,1006,29,9.04,1,6.08
"15600","Miller",2021-03-22,53,4157,35,16.37,1,12.11
"15601","MissingCountyInfo",2021-03-22,33,3194,0,3.3,-3,NA
"15602","Mississippi",2021-03-22,24,5722,106,12.69,0,5.6
"15603","Monroe",2021-03-22,14,855,15,10.34,0,19.31
"15604","Montgomery",2021-03-22,NA,746,31,8.97,0,4.45
"15605","Nevada",2021-03-22,13,814,23,6.06,1,15.4
"15606","Newton",2021-03-22,4,703,26,9.62,0,5.1
"15607","Ouachita",2021-03-22,10,2272,60,11.45,1,4.15
"15608","Perry",2021-03-22,11,818,10,6.5,1,10.66
"15609","Phillips",2021-03-22,NA,1728,37,9.15,0,3.68
"15610","Pike",2021-03-22,3,992,22,10.34,0,2.78
"15611","Poinsett",2021-03-22,15,3105,76,10.58,0,6.24
"15612","Polk",2021-03-22,NA,1953,68,12.89,1,1.98
"15613","Pope",2021-03-22,29,7829,104,9.53,0,4.56
"15614","Prairie",2021-03-22,NA,886,21,10.62,0,4.85
"15615","Pulaski",2021-03-22,302,38102,605,8.8,11,7.68
"15616","Randolph",2021-03-22,16,2048,47,9.92,0,9.09
"15617","Saline",2021-03-22,62,11664,162,10.01,3,5.25
"15618","Scott",2021-03-22,2,925,14,7.69,0,1.92
"15619","Searcy",2021-03-22,NA,667,15,9.79,0,1.26
"15620","Sebastian",2021-03-22,118,14920,269,9.62,0,9.26
"15621","Sevier",2021-03-22,21,2772,24,15.93,0,12.21
"15622","Sharp",2021-03-22,4,1542,45,8.43,0,2.35
"15623","St.Francis",2021-03-22,23,3492,40,10.47,0,8.75
"15624","Stone",2021-03-22,NA,982,29,7.94,0,3.21
"15625","Union",2021-03-22,15,3877,107,12.41,5,3.78
"15626","VanBuren",2021-03-22,11,1228,21,7.34,0,6.59
"15627","Washington",2021-03-22,208,29986,343,11.29,5,9.1
"15628","White",2021-03-22,74,7739,116,13.15,0,9.39
"15629","Woodruff",2021-03-22,5,632,12,7.1,0,7.51
"15630","Yell",2021-03-22,8,3401,63,9.88,0,3.71
"15631","Arkansas_all_counties",2021-03-23,2263,328946,5547,9.91,239,7.57
"15632","Arkansas_county",2021-03-23,15,2027,35,8.45,3,8.28
"15633","Ashley",2021-03-23,14,1878,33,10.84,0,6.82
"15634","Baxter",2021-03-23,71,3039,99,13.33,12,17.23
"15635","Benton",2021-03-23,274,27983,399,11.56,36,10.58
"15636","Boone",2021-03-23,21,3717,78,9.82,4,5.63
"15637","Bradley",2021-03-23,9,1343,32,11.22,1,8.22
"15638","Calhoun",2021-03-23,NA,408,3,9.72,0,5.77
"15639","Carroll",2021-03-23,6,2740,44,11.78,0,2.15
"15640","Chicot",2021-03-23,9,1606,38,9.7,0,8.31
"15641","Clark",2021-03-23,9,2071,40,7.13,1,4.02
"15642","Clay",2021-03-23,9,1714,48,8.94,0,5.98
"15643","Cleburne",2021-03-23,21,1934,70,8.19,5,8.32
"15644","Cleveland",2021-03-23,3,938,25,8.91,0,3.65
"15645","Columbia",2021-03-23,14,2304,55,10.25,1,5.86
"15646","Conway",2021-03-23,10,2176,32,9.38,1,4.78
"15647","Craighead",2021-03-23,81,13028,172,10.22,6,7.66
"15648","Crawford",2021-03-23,53,6938,114,9.52,8,8.48
"15649","Crittenden",2021-03-23,34,5838,95,12.73,1,6.94
"15650","Cross",2021-03-23,5,1914,49,10.7,0,2.94
"15651","Dallas",2021-03-23,NA,754,15,9.34,3,2.69
"15652","Desha",2021-03-23,5,1353,24,10.47,0,4.21
"15653","Drew",2021-03-23,10,1973,38,9.99,1,5.4
"15654","Faulkner",2021-03-23,112,12107,156,9.13,13,9.15
"15655","Franklin",2021-03-23,15,1667,39,7.9,0,8.44
"15656","Fulton",2021-03-23,NA,1098,47,13.69,0,2.47
"15657","Garland",2021-03-23,52,9980,251,9.11,2,5.29
"15658","Grant",2021-03-23,17,1626,32,9.73,1,9.4
"15659","Greene",2021-03-23,29,5980,74,11.44,1,6.5
"15660","Hempstead",2021-03-23,19,1961,18,10.65,2,8.63
"15661","HotSpring",2021-03-23,41,4955,69,8.73,1,12.23
"15662","Howard",2021-03-23,NA,1623,23,13.04,3,2.24
"15663","Independence",2021-03-23,16,3705,120,8.53,0,4.29
"15664","Izard",2021-03-23,6,1651,41,8.8,2,4.43
"15665","Jackson",2021-03-23,8,3198,38,10.95,0,4.64
"15666","Jefferson",2021-03-23,57,8717,161,9.19,10,8.09
"15667","Johnson",2021-03-23,35,2864,36,10.13,2,13.31
"15668","Lafayette",2021-03-23,NA,541,9,13.76,0,NA
"15669","Lawrence",2021-03-23,6,2064,42,12.4,0,3.6
"15670","Lee",2021-03-23,6,1654,34,11.53,2,6.38
"15671","Lincoln",2021-03-23,6,3172,48,11.44,0,4.38
"15672","LittleRiver",2021-03-23,8,1205,40,13.05,0,6.44
"15673","Logan",2021-03-23,10,2204,21,7.62,0,4.6
"15674","Lonoke",2021-03-23,54,7010,112,9.79,9,7.48
"15675","Madison",2021-03-23,5,1426,22,10.17,3,3.11
"15676","Marion",2021-03-23,11,1021,30,9.12,15,6.69
"15677","Miller",2021-03-23,48,4158,35,16.33,1,10.97
"15678","MissingCountyInfo",2021-03-23,34,3190,0,3.3,-4,NA
"15679","Mississippi",2021-03-23,25,5727,106,12.63,5,5.84
"15680","Monroe",2021-03-23,16,857,15,10.35,2,22.07
"15681","Montgomery",2021-03-23,NA,746,31,8.96,0,3.34
"15682","Nevada",2021-03-23,13,815,24,6.06,1,15.4
"15683","Newton",2021-03-23,4,703,26,9.59,0,5.1
"15684","Ouachita",2021-03-23,9,2272,60,11.42,0,3.73
"15685","Perry",2021-03-23,11,819,10,6.5,1,10.66
"15686","Phillips",2021-03-23,NA,1729,37,9.14,1,2.1
"15687","Pike",2021-03-23,3,992,22,10.32,0,2.78
"15688","Poinsett",2021-03-23,14,3106,76,10.56,1,5.82
"15689","Polk",2021-03-23,NA,1954,68,12.88,1,1.49
"15690","Pope",2021-03-23,27,7830,104,9.52,1,4.24
"15691","Prairie",2021-03-23,NA,887,20,10.62,1,6.07
"15692","Pulaski",2021-03-23,299,38127,606,8.78,25,7.6
"15693","Randolph",2021-03-23,14,2049,47,9.91,1,7.95
"15694","Saline",2021-03-23,67,11677,162,9.99,13,5.68
"15695","Scott",2021-03-23,2,926,14,7.68,1,1.92
"15696","Searcy",2021-03-23,NA,667,15,9.75,0,1.26
"15697","Sebastian",2021-03-23,108,14924,269,9.62,4,8.47
"15698","Sevier",2021-03-23,16,2773,24,15.92,1,9.31
"15699","Sharp",2021-03-23,4,1542,45,8.42,0,2.35
"15700","St.Francis",2021-03-23,23,3493,40,10.47,1,8.75
"15701","Stone",2021-03-23,NA,982,29,7.92,0,3.21
"15702","Union",2021-03-23,13,3879,107,12.41,2,3.27
"15703","VanBuren",2021-03-23,13,1231,21,7.31,3,7.79
"15704","Washington",2021-03-23,196,30001,343,11.27,15,8.58
"15705","White",2021-03-23,76,7752,115,13.14,13,9.64
"15706","Woodruff",2021-03-23,5,632,12,7.09,0,7.51
"15707","Yell",2021-03-23,6,3401,63,9.88,0,2.78
"15708","Arkansas_all_counties",2021-03-24,2128,329177,5560,9.89,231,7.12
"15709","Arkansas_county",2021-03-24,18,2031,35,8.46,4,9.93
"15710","Ashley",2021-03-24,13,1880,33,10.83,2,6.33
"15711","Baxter",2021-03-24,70,3049,99,13.33,10,16.98
"15712","Benton",2021-03-24,242,28009,399,11.53,26,9.34
"15713","Boone",2021-03-24,23,3723,78,9.78,6,6.17
"15714","Bradley",2021-03-24,NA,1345,32,11.23,2,7.31
"15715","Calhoun",2021-03-24,NA,409,3,9.73,1,3.84
"15716","Carroll",2021-03-24,5,2741,44,11.74,1,1.79
"15717","Chicot",2021-03-24,10,1609,38,9.71,3,9.24
"15718","Clark",2021-03-24,9,2074,40,7.13,3,4.02
"15719","Clay",2021-03-24,9,1720,49,8.95,6,5.98
"15720","Cleburne",2021-03-24,23,1936,70,8.19,2,9.12
"15721","Cleveland",2021-03-24,2,938,25,8.89,0,2.43
"15722","Columbia",2021-03-24,11,2312,55,10.27,8,4.6
"15723","Conway",2021-03-24,11,2181,32,9.39,5,5.26
"15724","Craighead",2021-03-24,72,13037,172,10.2,9,6.81
"15725","Crawford",2021-03-24,54,6949,115,9.5,11,8.64
"15726","Crittenden",2021-03-24,38,5847,95,12.64,9,7.75
"15727","Cross",2021-03-24,5,1916,49,10.69,2,2.94
"15728","Dallas",2021-03-24,NA,756,15,9.34,2,4.04
"15729","Desha",2021-03-24,5,1355,24,10.43,2,4.21
"15730","Drew",2021-03-24,8,1978,39,10,5,4.32
"15731","Faulkner",2021-03-24,105,12121,156,9.12,14,8.58
"15732","Franklin",2021-03-24,13,1668,39,7.88,1,7.31
"15733","Fulton",2021-03-24,NA,1098,47,13.66,0,1.65
"15734","Garland",2021-03-24,47,9988,251,9.09,8,4.78
"15735","Grant",2021-03-24,13,1627,32,9.71,1,7.19
"15736","Greene",2021-03-24,30,5986,74,11.39,6,6.72
"15737","Hempstead",2021-03-24,20,1969,18,10.64,8,9.08
"15738","HotSpring",2021-03-24,34,4957,69,8.7,2,10.14
"15739","Howard",2021-03-24,NA,1634,24,13.04,11,2.24
"15740","Independence",2021-03-24,18,3709,120,8.51,4,4.83
"15741","Izard",2021-03-24,7,1655,41,8.78,4,5.16
"15742","Jackson",2021-03-24,7,3201,38,10.93,3,4.06
"15743","Jefferson",2021-03-24,48,8720,161,9.14,3,6.82
"15744","Johnson",2021-03-24,27,2866,36,10.12,2,10.27
"15745","Lafayette",2021-03-24,NA,541,9,13.73,0,NA
"15746","Lawrence",2021-03-24,3,2064,42,12.36,0,1.8
"15747","Lee",2021-03-24,5,1654,34,11.52,0,5.32
"15748","Lincoln",2021-03-24,4,3175,48,11.44,3,2.92
"15749","LittleRiver",2021-03-24,9,1211,40,13.03,6,7.25
"15750","Logan",2021-03-24,10,2205,21,7.61,1,4.6
"15751","Lonoke",2021-03-24,52,7021,114,9.79,11,7.2
"15752","Madison",2021-03-24,11,1434,22,10.19,8,6.84
"15753","Marion",2021-03-24,NA,1024,30,9.12,3,4.87
"15754","Miller",2021-03-24,45,4175,35,16.31,17,10.28
"15755","MissingCountyInfo",2021-03-24,21,2937,0,3.03,-253,NA
"15756","Mississippi",2021-03-24,27,5735,106,12.6,8,6.3
"15757","Monroe",2021-03-24,15,857,15,10.3,0,20.69
"15758","Montgomery",2021-03-24,NA,747,31,8.96,1,4.45
"15759","Nevada",2021-03-24,12,817,24,6.07,2,14.22
"15760","Newton",2021-03-24,3,704,26,9.59,1,3.82
"15761","Ouachita",2021-03-24,8,2276,60,11.43,4,3.32
"15762","Perry",2021-03-24,9,820,10,6.47,1,8.72
"15763","Phillips",2021-03-24,NA,1734,37,9.16,5,1.58
"15764","Pike",2021-03-24,2,994,22,10.3,2,1.85
"15765","Poinsett",2021-03-24,14,3109,76,10.55,3,5.82
"15766","Polk",2021-03-24,3,1957,69,12.89,3,1.49
"15767","Pope",2021-03-24,21,7835,104,9.49,5,3.3
"15768","Prairie",2021-03-24,NA,887,20,10.62,0,3.64
"15769","Pulaski",2021-03-24,282,38164,610,8.77,37,7.17
"15770","Randolph",2021-03-24,13,2049,47,9.7,0,7.39
"15771","Saline",2021-03-24,63,11685,162,9.98,8,5.34
"15772","Scott",2021-03-24,3,927,14,7.62,1,2.87
"15773","Searcy",2021-03-24,2,668,15,9.75,1,2.52
"15774","Sebastian",2021-03-24,107,14970,269,9.62,46,8.39
"15775","Sevier",2021-03-24,13,2775,24,15.9,2,7.56
"15776","Sharp",2021-03-24,NA,1545,45,8.41,3,1.76
