"","Date","Name","Cumulative_Total","Active_Cases","Cumulative_Student_Cases","Cumulative_Faculty_Staff_Cases","Type"
"1823",2021-09-02,"U OF A, FAYETTEVILLE",332,220,130,42,"COLLEGE/UNIVERSITY"
"2054",2021-08-30,"U OF A, FAYETTEVILLE",225,135,86,39,"COLLEGE/UNIVERSITY"
"2267",2021-08-26,"U OF A, FAYETTEVILLE",152,82,45,34,"COLLEGE/UNIVERSITY"
"2435",2021-08-23,"U OF A, FAYETTEVILLE",95,37,30,30,"PUBLIC SCHOOL DISTRICT"
"2572",2021-08-19,"U OF A, FAYETTEVILLE",73,44,19,23,"COLLEGE/UNIVERSITY"
"2672",2021-08-16,"U OF A, FAYETTEVILLE",61,46,18,21,"COLLEGE/UNIVERSITY"
"118",2021-10-04,"U OF A, FORT SMITH",97,9,50,8,"COLLEGE/UNIVERSITY"
"146",2021-09-30,"U OF A, FORT SMITH",91,6,43,8,"COLLEGE/UNIVERSITY"
"319",2021-09-27,"U OF A, FORT SMITH",87,5,39,8,"COLLEGE/UNIVERSITY"
"506",2021-09-23,"U OF A, FORT SMITH",84,9,38,8,"COLLEGE/UNIVERSITY"
"702",2021-09-20,"U OF A, FORT SMITH",81,13,37,8,"COLLEGE/UNIVERSITY"
"920",2021-09-16,"U OF A, FORT SMITH",77,13,35,8,"COLLEGE/UNIVERSITY"
"1128",2021-09-13,"U OF A, FORT SMITH",71,14,31,8,"COLLEGE/UNIVERSITY"
"1343",2021-09-09,"U OF A, FORT SMITH",64,14,25,8,"COLLEGE/UNIVERSITY"
"1585",2021-09-06,"U OF A, FORT SMITH",54,20,21,7,"COLLEGE/UNIVERSITY"
"1830",2021-09-02,"U OF A, FORT SMITH",50,19,18,7,"COLLEGE/UNIVERSITY"
"2063",2021-08-30,"U OF A, FORT SMITH",33,12,16,6,"COLLEGE/UNIVERSITY"
"2275",2021-08-26,"U OF A, FORT SMITH",28,11,11,6,"COLLEGE/UNIVERSITY"
"2442",2021-08-23,"U OF A, FORT SMITH",19,9,8,5,"PUBLIC SCHOOL DISTRICT"
"2680",2021-08-16,"U OF A, FORT SMITH",10,6,NA,NA,"COLLEGE/UNIVERSITY"
"149",2021-09-30,"U OF A, LITTLE ROCK",74,5,36,9,"COLLEGE/UNIVERSITY"
"320",2021-09-27,"U OF A, LITTLE ROCK",73,5,35,9,"COLLEGE/UNIVERSITY"
"507",2021-09-23,"U OF A, LITTLE ROCK",70,9,33,9,"COLLEGE/UNIVERSITY"
"918",2021-09-16,"U OF A, LITTLE ROCK",62,16,28,9,"COLLEGE/UNIVERSITY"
"1125",2021-09-13,"U OF A, LITTLE ROCK",55,19,24,8,"COLLEGE/UNIVERSITY"
"1340",2021-09-09,"U OF A, LITTLE ROCK",51,26,20,8,"COLLEGE/UNIVERSITY"
"1583",2021-09-06,"U OF A, LITTLE ROCK",40,22,14,7,"COLLEGE/UNIVERSITY"
"1834",2021-09-02,"U OF A, LITTLE ROCK",30,13,6,6,"COLLEGE/UNIVERSITY"
"2075",2021-08-30,"U OF A, LITTLE ROCK",23,6,5,6,"COLLEGE/UNIVERSITY"
"2290",2021-08-26,"U OF A, LITTLE ROCK",18,5,NA,NA,"COLLEGE/UNIVERSITY"
"504",2021-09-23,"U OF A, MONTICELLO",48,10,NA,NA,"COLLEGE/UNIVERSITY"
"703",2021-09-20,"U OF A, MONTICELLO",46,12,NA,NA,"COLLEGE/UNIVERSITY"
"917",2021-09-16,"U OF A, MONTICELLO",44,16,NA,NA,"COLLEGE/UNIVERSITY"
"1130",2021-09-13,"U OF A, MONTICELLO",36,12,NA,NA,"COLLEGE/UNIVERSITY"
"1838",2021-09-02,"U OF A, MONTICELLO",22,10,NA,NA,"COLLEGE/UNIVERSITY"
"2069",2021-08-30,"U OF A, MONTICELLO",17,7,NA,NA,"COLLEGE/UNIVERSITY"
"2284",2021-08-26,"U OF A, MONTICELLO",12,6,NA,NA,"COLLEGE/UNIVERSITY"
"2444",2021-08-23,"U OF A, MONTICELLO",11,8,7,0,"PUBLIC SCHOOL DISTRICT"
"2578",2021-08-19,"U OF A, MONTICELLO",10,8,6,0,"COLLEGE/UNIVERSITY"
"2681",2021-08-16,"U OF A, MONTICELLO",6,6,NA,NA,"COLLEGE/UNIVERSITY"
"709",2021-09-20,"U OF A, PINE BLUFF",101,10,65,11,"COLLEGE/UNIVERSITY"
"921",2021-09-16,"U OF A, PINE BLUFF",102,13,65,10,"COLLEGE/UNIVERSITY"
"1123",2021-09-13,"U OF A, PINE BLUFF",96,20,62,10,"COLLEGE/UNIVERSITY"
"1339",2021-09-09,"U OF A, PINE BLUFF",87,26,57,7,"COLLEGE/UNIVERSITY"
"1580",2021-09-06,"U OF A, PINE BLUFF",80,42,51,7,"COLLEGE/UNIVERSITY"
"1825",2021-09-02,"U OF A, PINE BLUFF",72,44,45,7,"COLLEGE/UNIVERSITY"
"2056",2021-08-30,"U OF A, PINE BLUFF",42,27,23,7,"COLLEGE/UNIVERSITY"
"2270",2021-08-26,"U OF A, PINE BLUFF",30,21,9,5,"COLLEGE/UNIVERSITY"
"2443",2021-08-23,"U OF A, PINE BLUFF",14,9,NA,NA,"PUBLIC SCHOOL DISTRICT"
"121",2021-10-04,"UA SYSTEM DIVISION OF AGRICULTURE, LITTLE ROCK",25,6,0,10,"COLLEGE/UNIVERSITY"
"147",2021-09-30,"UA SYSTEM DIVISION OF AGRICULTURE, LITTLE ROCK",23,6,0,10,"COLLEGE/UNIVERSITY"
"321",2021-09-27,"UA SYSTEM DIVISION OF AGRICULTURE, LITTLE ROCK",21,5,0,8,"COLLEGE/UNIVERSITY"
"127",2021-10-04,"UACC AT BATESVILLE",20,5,NA,NA,"COLLEGE/UNIVERSITY"
"322",2021-09-27,"UACC AT HOPE-TEXARKANA",22,5,NA,NA,"COLLEGE/UNIVERSITY"
"150",2021-09-30,"UACC AT HOPE-TEXARKANA, HOPE",24,5,NA,NA,"COLLEGE/UNIVERSITY"
"1598",2021-09-06,"UACC AT HOPE-TEXARKANA, HOPE",15,7,6,0,"COLLEGE/UNIVERSITY"
"1843",2021-09-02,"UACC AT HOPE-TEXARKANA, HOPE",13,7,NA,NA,"COLLEGE/UNIVERSITY"
"2070",2021-08-30,"UACC AT HOPE-TEXARKANA, HOPE",10,7,NA,NA,"COLLEGE/UNIVERSITY"
"2282",2021-08-26,"UACC AT HOPE-TEXARKANA, HOPE",8,7,NA,NA,"COLLEGE/UNIVERSITY"
"119",2021-10-04,"UACC AT MORRILTON",42,9,14,11,"COLLEGE/UNIVERSITY"
"13910",2021-09-30,"UACC AT MORRILTON",39,9,14,9,"COLLEGE/UNIVERSITY"
"314",2021-09-27,"UACC AT MORRILTON",36,7,12,9,"COLLEGE/UNIVERSITY"
"509",2021-09-23,"UACC AT MORRILTON",33,7,9,8,"COLLEGE/UNIVERSITY"
"717",2021-09-20,"UACC AT MORRILTON",30,5,9,8,"COLLEGE/UNIVERSITY"
"1355",2021-09-09,"UACC AT MORRILTON",22,5,6,6,"COLLEGE/UNIVERSITY"
"1595",2021-09-06,"UACC AT MORRILTON",21,8,6,5,"COLLEGE/UNIVERSITY"
"1839",2021-09-02,"UACC AT MORRILTON",19,10,6,5,"COLLEGE/UNIVERSITY"
"2067",2021-08-30,"UACC AT MORRILTON",15,8,NA,NA,"COLLEGE/UNIVERSITY"
"2277",2021-08-26,"UACC AT MORRILTON",13,9,NA,NA,"COLLEGE/UNIVERSITY"
"2447",2021-08-23,"UACC AT MORRILTON",6,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2583",2021-08-19,"UACC AT MORRILTON",5,5,NA,NA,"COLLEGE/UNIVERSITY"
"1139",2021-09-13,"UACC, MORRILTON",25,5,7,7,"COLLEGE/UNIVERSITY"
"512",2021-09-23,"UNIVERSITY OF ARKANSAS SYSTEM OFFICE, LITTLE ROCK",12,5,NA,NA,"COLLEGE/UNIVERSITY"
"1606",2021-09-06,"UNIVERSITY OF ARKANSAS SYSTEM OFFICE, LITTLE ROCK",7,5,7,0,"COLLEGE/UNIVERSITY"
"120",2021-10-04,"UNIVERSITY OF CENTRAL ARKANSAS, CONWAY",187,8,90,25,"COLLEGE/UNIVERSITY"
"13610",2021-09-30,"UNIVERSITY OF CENTRAL ARKANSAS, CONWAY",184,12,87,25,"COLLEGE/UNIVERSITY"
"306",2021-09-27,"UNIVERSITY OF CENTRAL ARKANSAS, CONWAY",179,12,87,25,"COLLEGE/UNIVERSITY"
"499",2021-09-23,"UNIVERSITY OF CENTRAL ARKANSAS, CONWAY",174,14,82,25,"COLLEGE/UNIVERSITY"
"705",2021-09-20,"UNIVERSITY OF CENTRAL ARKANSAS, CONWAY",168,11,79,23,"COLLEGE/UNIVERSITY"
"919",2021-09-16,"UNIVERSITY OF CENTRAL ARKANSAS, CONWAY",165,15,77,21,"COLLEGE/UNIVERSITY"
"1124",2021-09-13,"UNIVERSITY OF CENTRAL ARKANSAS, CONWAY",157,20,74,18,"COLLEGE/UNIVERSITY"
"1338",2021-09-09,"UNIVERSITY OF CENTRAL ARKANSAS, CONWAY",149,30,68,17,"COLLEGE/UNIVERSITY"
"1578",2021-09-06,"UNIVERSITY OF CENTRAL ARKANSAS, CONWAY",146,54,68,17,"COLLEGE/UNIVERSITY"
"1824",2021-09-02,"UNIVERSITY OF CENTRAL ARKANSAS, CONWAY",131,58,58,17,"COLLEGE/UNIVERSITY"
"2055",2021-08-30,"UNIVERSITY OF CENTRAL ARKANSAS, CONWAY",110,44,48,16,"COLLEGE/UNIVERSITY"
"2268",2021-08-26,"UNIVERSITY OF CENTRAL ARKANSAS, CONWAY",92,43,33,15,"COLLEGE/UNIVERSITY"
"2436",2021-08-23,"UNIVERSITY OF CENTRAL ARKANSAS, CONWAY",65,26,19,15,"PUBLIC SCHOOL DISTRICT"
"2573",2021-08-19,"UNIVERSITY OF CENTRAL ARKANSAS, CONWAY",57,28,17,11,"COLLEGE/UNIVERSITY"
"2673",2021-08-16,"UNIVERSITY OF CENTRAL ARKANSAS, CONWAY",46,22,10,9,"COLLEGE/UNIVERSITY"
"1599",2021-09-06,"UNIVERSITY OF THE OZARKS, CLARKSVILLE",10,7,7,0,"COLLEGE/UNIVERSITY"
"1841",2021-09-02,"UNIVERSITY OF THE OZARKS, CLARKSVILLE",10,8,6,0,"COLLEGE/UNIVERSITY"
"295",2021-09-27,"VALLEY SPRINGS SCHOOL DIST",24,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2259",2021-08-26,"VALLEY SPRINGS SCHOOL DIST",12,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2390",2021-08-23,"VALLEY SPRINGS SCHOOL DIST",11,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2530",2021-08-19,"VALLEY SPRINGS SCHOOL DIST",9,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"56",2021-10-04,"VALLEY VIEW SCHOOL DIST",68,11,52,5,"PUBLIC SCHOOL DISTRICT"
"4610",2021-09-30,"VALLEY VIEW SCHOOL DIST",67,15,51,5,"PUBLIC SCHOOL DISTRICT"
"206",2021-09-27,"VALLEY VIEW SCHOOL DIST",61,13,NA,NA,"PUBLIC SCHOOL DISTRICT"
"390",2021-09-23,"VALLEY VIEW SCHOOL DIST",56,14,NA,NA,"PUBLIC SCHOOL DISTRICT"
"638",2021-09-20,"VALLEY VIEW SCHOOL DIST",50,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"831",2021-09-16,"VALLEY VIEW SCHOOL DIST",48,11,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1071",2021-09-13,"VALLEY VIEW SCHOOL DIST",44,9,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1271",2021-09-09,"VALLEY VIEW SCHOOL DIST",39,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1473",2021-09-06,"VALLEY VIEW SCHOOL DIST",37,15,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1730",2021-09-02,"VALLEY VIEW SCHOOL DIST",35,14,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2016",2021-08-30,"VALLEY VIEW SCHOOL DIST",28,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2427",2021-08-23,"VALLEY VIEW SCHOOL DIST",21,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2520",2021-08-19,"VALLEY VIEW SCHOOL DIST",18,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2618",2021-08-16,"VALLEY VIEW SCHOOL DIST",17,13,NA,NA,"PUBLIC SCHOOL DISTRICT"
"9",2021-10-04,"VAN BUREN SCHOOL DIST",253,31,186,36,"PUBLIC SCHOOL DISTRICT"
"6100",2021-09-30,"VAN BUREN SCHOOL DIST",248,47,183,34,"PUBLIC SCHOOL DISTRICT"
"165",2021-09-27,"VAN BUREN SCHOOL DIST",236,48,176,29,"PUBLIC SCHOOL DISTRICT"
"343",2021-09-23,"VAN BUREN SCHOOL DIST",221,46,166,28,"PUBLIC SCHOOL DISTRICT"
"533",2021-09-20,"VAN BUREN SCHOOL DIST",200,43,148,25,"PUBLIC SCHOOL DISTRICT"
"737",2021-09-16,"VAN BUREN SCHOOL DIST",187,54,138,24,"PUBLIC SCHOOL DISTRICT"
"951",2021-09-13,"VAN BUREN SCHOOL DIST",168,49,123,22,"PUBLIC SCHOOL DISTRICT"
"1159",2021-09-09,"VAN BUREN SCHOOL DIST",141,52,99,20,"PUBLIC SCHOOL DISTRICT"
"1375",2021-09-06,"VAN BUREN SCHOOL DIST",119,65,87,16,"PUBLIC SCHOOL DISTRICT"
"1627",2021-09-02,"VAN BUREN SCHOOL DIST",99,63,68,14,"PUBLIC SCHOOL DISTRICT"
"1869",2021-08-30,"VAN BUREN SCHOOL DIST",77,55,55,11,"PUBLIC SCHOOL DISTRICT"
"2097",2021-08-26,"VAN BUREN SCHOOL DIST",62,43,41,11,"PUBLIC SCHOOL DISTRICT"
"2327",2021-08-23,"VAN BUREN SCHOOL DIST",26,16,18,6,"PUBLIC SCHOOL DISTRICT"
"2531",2021-08-19,"VAN BUREN SCHOOL DIST",16,7,11,5,"PUBLIC SCHOOL DISTRICT"
"46",2021-10-04,"VILONIA SCHOOL DIST",127,12,91,12,"PUBLIC SCHOOL DISTRICT"
"2810",2021-09-30,"VILONIA SCHOOL DIST",124,20,88,12,"PUBLIC SCHOOL DISTRICT"
"179",2021-09-27,"VILONIA SCHOOL DIST",120,22,85,12,"PUBLIC SCHOOL DISTRICT"
"351",2021-09-23,"VILONIA SCHOOL DIST",113,27,74,12,"PUBLIC SCHOOL DISTRICT"
"546",2021-09-20,"VILONIA SCHOOL DIST",101,24,68,12,"PUBLIC SCHOOL DISTRICT"
"761",2021-09-16,"VILONIA SCHOOL DIST",92,24,58,12,"PUBLIC SCHOOL DISTRICT"
"1016",2021-09-13,"VILONIA SCHOOL DIST",81,16,51,10,"PUBLIC SCHOOL DISTRICT"
"1229",2021-09-09,"VILONIA SCHOOL DIST",76,16,49,9,"PUBLIC SCHOOL DISTRICT"
"1435",2021-09-06,"VILONIA SCHOOL DIST",69,23,47,8,"PUBLIC SCHOOL DISTRICT"
"1678",2021-09-02,"VILONIA SCHOOL DIST",68,25,45,8,"PUBLIC SCHOOL DISTRICT"
"1934",2021-08-30,"VILONIA SCHOOL DIST",55,17,33,8,"PUBLIC SCHOOL DISTRICT"
"2126",2021-08-26,"VILONIA SCHOOL DIST",47,21,27,7,"PUBLIC SCHOOL DISTRICT"
"2319",2021-08-23,"VILONIA SCHOOL DIST",38,19,23,7,"PUBLIC SCHOOL DISTRICT"
"2471",2021-08-19,"VILONIA SCHOOL DIST",35,24,22,6,"PUBLIC SCHOOL DISTRICT"
"2630",2021-08-16,"VILONIA SCHOOL DIST",15,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1542",2021-09-06,"VIOLA SCHOOL DIST",9,7,9,0,"PUBLIC SCHOOL DISTRICT"
"1813",2021-09-02,"VIOLA SCHOOL DIST",6,5,6,0,"PUBLIC SCHOOL DISTRICT"
"2044",2021-08-30,"VIOLA SCHOOL DIST",6,5,6,0,"PUBLIC SCHOOL DISTRICT"
"70",2021-10-04,"WALDRON SCHOOL DIST",149,9,99,17,"PUBLIC SCHOOL DISTRICT"
"8110",2021-09-30,"WALDRON SCHOOL DIST",147,8,98,16,"PUBLIC SCHOOL DISTRICT"
"217",2021-09-27,"WALDRON SCHOOL DIST",139,11,91,15,"PUBLIC SCHOOL DISTRICT"
"372",2021-09-23,"WALDRON SCHOOL DIST",134,19,88,15,"PUBLIC SCHOOL DISTRICT"
"539",2021-09-20,"WALDRON SCHOOL DIST",121,31,78,15,"PUBLIC SCHOOL DISTRICT"
"741",2021-09-16,"WALDRON SCHOOL DIST",115,46,76,13,"PUBLIC SCHOOL DISTRICT"
"957",2021-09-13,"WALDRON SCHOOL DIST",92,40,65,8,"PUBLIC SCHOOL DISTRICT"
"1165",2021-09-09,"WALDRON SCHOOL DIST",72,45,54,6,"PUBLIC SCHOOL DISTRICT"
"1403",2021-09-06,"WALDRON SCHOOL DIST",52,34,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1672",2021-09-02,"WALDRON SCHOOL DIST",41,27,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1950",2021-08-30,"WALDRON SCHOOL DIST",24,14,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2217",2021-08-26,"WALDRON SCHOOL DIST",19,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2428",2021-08-23,"WALDRON SCHOOL DIST",12,5,7,0,"PUBLIC SCHOOL DISTRICT"
"851",2021-09-16,"WARREN SCHOOL DIST",34,9,27,5,"PUBLIC SCHOOL DISTRICT"
"1061",2021-09-13,"WARREN SCHOOL DIST",34,10,27,5,"PUBLIC SCHOOL DISTRICT"
"1261",2021-09-09,"WARREN SCHOOL DIST",30,11,23,5,"PUBLIC SCHOOL DISTRICT"
"1503",2021-09-06,"WARREN SCHOOL DIST",28,11,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1765",2021-09-02,"WARREN SCHOOL DIST",24,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2002",2021-08-30,"WARREN SCHOOL DIST",17,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2193",2021-08-26,"WARREN SCHOOL DIST",16,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2391",2021-08-23,"WARREN SCHOOL DIST",13,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2665",2021-08-16,"WARREN SCHOOL DIST",6,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"482",2021-09-23,"WATSON CHAPEL SCHOOL DIST",53,5,35,7,"PUBLIC SCHOOL DISTRICT"
"825",2021-09-16,"WATSON CHAPEL SCHOOL DIST",52,12,33,7,"PUBLIC SCHOOL DISTRICT"
"1062",2021-09-13,"WATSON CHAPEL SCHOOL DIST",48,10,30,7,"PUBLIC SCHOOL DISTRICT"
"1238",2021-09-09,"WATSON CHAPEL SCHOOL DIST",44,14,26,7,"PUBLIC SCHOOL DISTRICT"
"1467",2021-09-06,"WATSON CHAPEL SCHOOL DIST",39,16,24,7,"PUBLIC SCHOOL DISTRICT"
"1724",2021-09-02,"WATSON CHAPEL SCHOOL DIST",35,15,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1935",2021-08-30,"WATSON CHAPEL SCHOOL DIST",33,17,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2194",2021-08-26,"WATSON CHAPEL SCHOOL DIST",23,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2361",2021-08-23,"WATSON CHAPEL SCHOOL DIST",15,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2500",2021-08-19,"WATSON CHAPEL SCHOOL DIST",13,12,NA,NA,"PUBLIC SCHOOL DISTRICT"
"483",2021-09-23,"WEST FORK SCHOOL DIST",46,5,35,5,"PUBLIC SCHOOL DISTRICT"
"663",2021-09-20,"WEST FORK SCHOOL DIST",44,6,32,5,"PUBLIC SCHOOL DISTRICT"
"843",2021-09-16,"WEST FORK SCHOOL DIST",42,10,30,5,"PUBLIC SCHOOL DISTRICT"
"997",2021-09-13,"WEST FORK SCHOOL DIST",35,19,26,5,"PUBLIC SCHOOL DISTRICT"
"1254",2021-09-09,"WEST FORK SCHOOL DIST",21,12,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1474",2021-09-06,"WEST FORK SCHOOL DIST",19,15,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1766",2021-09-02,"WEST FORK SCHOOL DIST",13,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2003",2021-08-30,"WEST FORK SCHOOL DIST",10,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"18",2021-10-04,"WEST MEMPHIS SCHOOL DIST",248,23,195,25,"PUBLIC SCHOOL DISTRICT"
"9100",2021-09-30,"WEST MEMPHIS SCHOOL DIST",243,40,193,24,"PUBLIC SCHOOL DISTRICT"
"166",2021-09-27,"WEST MEMPHIS SCHOOL DIST",233,46,184,22,"PUBLIC SCHOOL DISTRICT"
"338",2021-09-23,"WEST MEMPHIS SCHOOL DIST",224,56,177,20,"PUBLIC SCHOOL DISTRICT"
"528",2021-09-20,"WEST MEMPHIS SCHOOL DIST",199,57,157,18,"PUBLIC SCHOOL DISTRICT"
"735",2021-09-16,"WEST MEMPHIS SCHOOL DIST",188,56,147,18,"PUBLIC SCHOOL DISTRICT"
"946",2021-09-13,"WEST MEMPHIS SCHOOL DIST",158,59,122,17,"PUBLIC SCHOOL DISTRICT"
"1157",2021-09-09,"WEST MEMPHIS SCHOOL DIST",127,55,95,15,"PUBLIC SCHOOL DISTRICT"
"1383",2021-09-06,"WEST MEMPHIS SCHOOL DIST",114,51,86,13,"PUBLIC SCHOOL DISTRICT"
"1641",2021-09-02,"WEST MEMPHIS SCHOOL DIST",91,38,68,9,"PUBLIC SCHOOL DISTRICT"
"1884",2021-08-30,"WEST MEMPHIS SCHOOL DIST",68,33,48,7,"PUBLIC SCHOOL DISTRICT"
"2103",2021-08-26,"WEST MEMPHIS SCHOOL DIST",60,34,42,7,"PUBLIC SCHOOL DISTRICT"
"2314",2021-08-23,"WEST MEMPHIS SCHOOL DIST",40,26,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2476",2021-08-19,"WEST MEMPHIS SCHOOL DIST",30,20,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2615",2021-08-16,"WEST MEMPHIS SCHOOL DIST",17,14,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1524",2021-09-06,"WEST SIDE SCHOOL DIST(CLEBURNE)",20,9,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1782",2021-09-02,"WEST SIDE SCHOOL DIST(CLEBURNE)",17,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1099",2021-09-13,"WESTERN YELL CO. SCHOOL DIST",27,6,17,7,"PUBLIC SCHOOL DISTRICT"
"1289",2021-09-09,"WESTERN YELL CO. SCHOOL DIST",25,8,16,6,"PUBLIC SCHOOL DISTRICT"
"1504",2021-09-06,"WESTERN YELL CO. SCHOOL DIST",18,11,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1767",2021-09-02,"WESTERN YELL CO. SCHOOL DIST",14,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2017",2021-08-30,"WESTERN YELL CO. SCHOOL DIST",10,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"100",2021-10-04,"WESTSIDE CONS. SCH DIST(CRAIGHEAD)",114,6,79,18,"PUBLIC SCHOOL DISTRICT"
"9410",2021-09-30,"WESTSIDE CONS. SCH DIST(CRAIGHEAD)",111,7,79,17,"PUBLIC SCHOOL DISTRICT"
"207",2021-09-27,"WESTSIDE CONS. SCH DIST(CRAIGHEAD)",107,13,77,16,"PUBLIC SCHOOL DISTRICT"
"368",2021-09-23,"WESTSIDE CONS. SCH DIST(CRAIGHEAD)",105,20,75,16,"PUBLIC SCHOOL DISTRICT"
"542",2021-09-20,"WESTSIDE CONS. SCH DIST(CRAIGHEAD)",103,25,74,15,"PUBLIC SCHOOL DISTRICT"
"756",2021-09-16,"WESTSIDE CONS. SCH DIST(CRAIGHEAD)",96,28,69,14,"PUBLIC SCHOOL DISTRICT"
