"","Date","Name","Cumulative_Total","Active_Cases","Cumulative_Student_Cases","Cumulative_Faculty_Staff_Cases","Type"
"610",2021-09-20,"LAMAR SCHOOL DIST",82,10,57,11,"PUBLIC SCHOOL DISTRICT"
"814",2021-09-16,"LAMAR SCHOOL DIST",78,13,54,11,"PUBLIC SCHOOL DISTRICT"
"1034",2021-09-13,"LAMAR SCHOOL DIST",73,13,52,9,"PUBLIC SCHOOL DISTRICT"
"1247",2021-09-09,"LAMAR SCHOOL DIST",65,13,44,10,"PUBLIC SCHOOL DISTRICT"
"1437",2021-09-06,"LAMAR SCHOOL DIST",62,22,43,9,"PUBLIC SCHOOL DISTRICT"
"1670",2021-09-02,"LAMAR SCHOOL DIST",52,27,36,7,"PUBLIC SCHOOL DISTRICT"
"1896",2021-08-30,"LAMAR SCHOOL DIST",45,26,31,6,"PUBLIC SCHOOL DISTRICT"
"2133",2021-08-26,"LAMAR SCHOOL DIST",36,18,24,6,"PUBLIC SCHOOL DISTRICT"
"2376",2021-08-23,"LAMAR SCHOOL DIST",22,8,11,6,"PUBLIC SCHOOL DISTRICT"
"2514",2021-08-19,"LAMAR SCHOOL DIST",18,8,10,6,"PUBLIC SCHOOL DISTRICT"
"83",2021-10-04,"LAVACA SCHOOL DIST",47,7,36,6,"PUBLIC SCHOOL DISTRICT"
"10110",2021-09-30,"LAVACA SCHOOL DIST",47,6,36,6,"PUBLIC SCHOOL DISTRICT"
"676",2021-09-20,"LAVACA SCHOOL DIST",39,5,29,5,"PUBLIC SCHOOL DISTRICT"
"895",2021-09-16,"LAVACA SCHOOL DIST",38,5,28,5,"PUBLIC SCHOOL DISTRICT"
"1095",2021-09-13,"LAVACA SCHOOL DIST",35,6,25,5,"PUBLIC SCHOOL DISTRICT"
"1275",2021-09-09,"LAVACA SCHOOL DIST",33,9,24,5,"PUBLIC SCHOOL DISTRICT"
"1548",2021-09-06,"LAVACA SCHOOL DIST",28,6,19,5,"PUBLIC SCHOOL DISTRICT"
"1751",2021-09-02,"LAVACA SCHOOL DIST",26,11,17,5,"PUBLIC SCHOOL DISTRICT"
"1994",2021-08-30,"LAVACA SCHOOL DIST",24,9,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2176",2021-08-26,"LAVACA SCHOOL DIST",22,11,NA,NA,"PUBLIC SCHOOL DISTRICT"
"286",2021-09-27,"LAWRENCE COUNTY SCHOOL DIST",97,5,68,14,"PUBLIC SCHOOL DISTRICT"
"475",2021-09-23,"LAWRENCE COUNTY SCHOOL DIST",94,5,65,14,"PUBLIC SCHOOL DISTRICT"
"635",2021-09-20,"LAWRENCE COUNTY SCHOOL DIST",93,8,64,14,"PUBLIC SCHOOL DISTRICT"
"772",2021-09-16,"LAWRENCE COUNTY SCHOOL DIST",91,20,62,14,"PUBLIC SCHOOL DISTRICT"
"972",2021-09-13,"LAWRENCE COUNTY SCHOOL DIST",87,27,58,14,"PUBLIC SCHOOL DISTRICT"
"1187",2021-09-09,"LAWRENCE COUNTY SCHOOL DIST",72,28,47,13,"PUBLIC SCHOOL DISTRICT"
"1408",2021-09-06,"LAWRENCE COUNTY SCHOOL DIST",62,32,42,12,"PUBLIC SCHOOL DISTRICT"
"1653",2021-09-02,"LAWRENCE COUNTY SCHOOL DIST",57,34,35,12,"PUBLIC SCHOOL DISTRICT"
"1955",2021-08-30,"LAWRENCE COUNTY SCHOOL DIST",32,13,18,11,"PUBLIC SCHOOL DISTRICT"
"2227",2021-08-26,"LAWRENCE COUNTY SCHOOL DIST",25,7,14,10,"PUBLIC SCHOOL DISTRICT"
"2387",2021-08-23,"LAWRENCE COUNTY SCHOOL DIST",18,7,11,6,"PUBLIC SCHOOL DISTRICT"
"2542",2021-08-19,"LAWRENCE COUNTY SCHOOL DIST",17,6,10,6,"PUBLIC SCHOOL DISTRICT"
"2640",2021-08-16,"LAWRENCE COUNTY SCHOOL DIST",12,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"460",2021-09-23,"LEE COUNTY SCHOOL DIST",16,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"645",2021-09-20,"LEE COUNTY SCHOOL DIST",15,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"884",2021-09-16,"LEE COUNTY SCHOOL DIST",14,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1561",2021-09-06,"LEE COUNTY SCHOOL DIST",7,5,7,0,"PUBLIC SCHOOL DISTRICT"
"1794",2021-09-02,"LEE COUNTY SCHOOL DIST",7,6,7,0,"PUBLIC SCHOOL DISTRICT"
"2036",2021-08-30,"LEE COUNTY SCHOOL DIST",5,5,5,0,"PUBLIC SCHOOL DISTRICT"
"902",2021-09-16,"LIFE WAY CHRISTIAN SCHOOL, CENTERTON",19,7,NA,NA,"PRIVATE SCHOOL"
"1114",2021-09-13,"LIFE WAY CHRISTIAN SCHOOL, CENTERTON",19,10,NA,NA,"PRIVATE SCHOOL"
"1330",2021-09-09,"LIFE WAY CHRISTIAN SCHOOL, CENTERTON",16,11,NA,NA,"PRIVATE SCHOOL"
"1574",2021-09-06,"LIFE WAY CHRISTIAN SCHOOL, CENTERTON",9,5,NA,NA,"PRIVATE SCHOOL"
"287",2021-09-27,"LINCOLN SCHOOL DIST",58,5,46,8,"PUBLIC SCHOOL DISTRICT"
"387",2021-09-23,"LINCOLN SCHOOL DIST",58,14,45,8,"PUBLIC SCHOOL DISTRICT"
"603",2021-09-20,"LINCOLN SCHOOL DIST",56,11,45,7,"PUBLIC SCHOOL DISTRICT"
"802",2021-09-16,"LINCOLN SCHOOL DIST",52,15,41,7,"PUBLIC SCHOOL DISTRICT"
"1048",2021-09-13,"LINCOLN SCHOOL DIST",45,11,35,6,"PUBLIC SCHOOL DISTRICT"
"1209",2021-09-09,"LINCOLN SCHOOL DIST",39,19,30,5,"PUBLIC SCHOOL DISTRICT"
"1432",2021-09-06,"LINCOLN SCHOOL DIST",36,23,29,5,"PUBLIC SCHOOL DISTRICT"
"1689",2021-09-02,"LINCOLN SCHOOL DIST",31,21,25,5,"PUBLIC SCHOOL DISTRICT"
"1995",2021-08-30,"LINCOLN SCHOOL DIST",17,9,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2228",2021-08-26,"LINCOLN SCHOOL DIST",14,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2525",2021-08-19,"LINCOLN SCHOOL DIST",7,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2664",2021-08-16,"LINCOLN SCHOOL DIST",6,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"37",2021-10-04,"LISA ACADEMY",117,13,80,17,"PUBLIC SCHOOL DISTRICT"
"5910",2021-09-30,"LISA ACADEMY",112,11,75,17,"PUBLIC SCHOOL DISTRICT"
"196",2021-09-27,"LISA ACADEMY",109,16,72,17,"PUBLIC SCHOOL DISTRICT"
"361",2021-09-23,"LISA ACADEMY",108,22,72,16,"PUBLIC SCHOOL DISTRICT"
"544",2021-09-20,"LISA ACADEMY",100,24,67,14,"PUBLIC SCHOOL DISTRICT"
"769",2021-09-16,"LISA ACADEMY",92,22,60,13,"PUBLIC SCHOOL DISTRICT"
"1001",2021-09-13,"LISA ACADEMY",80,18,52,11,"PUBLIC SCHOOL DISTRICT"
"1214",2021-09-09,"LISA ACADEMY",72,18,45,10,"PUBLIC SCHOOL DISTRICT"
"1453",2021-09-06,"LISA ACADEMY",62,18,41,8,"PUBLIC SCHOOL DISTRICT"
"1701",2021-09-02,"LISA ACADEMY",55,18,36,7,"PUBLIC SCHOOL DISTRICT"
"1927",2021-08-30,"LISA ACADEMY",46,18,29,7,"PUBLIC SCHOOL DISTRICT"
"2143",2021-08-26,"LISA ACADEMY",40,16,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2323",2021-08-23,"LISA ACADEMY",31,17,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2480",2021-08-19,"LISA ACADEMY",26,18,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2624",2021-08-16,"LISA ACADEMY",17,11,NA,NA,"PUBLIC SCHOOL DISTRICT"
"906",2021-09-16,"LITTLE ROCK CHRISTIAN ACADEMY, LITTLE ROCK",30,6,NA,NA,"PRIVATE SCHOOL"
"1115",2021-09-13,"LITTLE ROCK CHRISTIAN ACADEMY, LITTLE ROCK",28,6,NA,NA,"PRIVATE SCHOOL"
"1332",2021-09-09,"LITTLE ROCK CHRISTIAN ACADEMY, LITTLE ROCK",24,5,NA,NA,"PRIVATE SCHOOL"
"1572",2021-09-06,"LITTLE ROCK CHRISTIAN ACADEMY, LITTLE ROCK",22,9,NA,NA,"PRIVATE SCHOOL"
"1819",2021-09-02,"LITTLE ROCK CHRISTIAN ACADEMY, LITTLE ROCK",21,8,NA,NA,"PRIVATE SCHOOL"
"2050",2021-08-30,"LITTLE ROCK CHRISTIAN ACADEMY, LITTLE ROCK",19,7,NA,NA,"PRIVATE SCHOOL"
"2264",2021-08-26,"LITTLE ROCK CHRISTIAN ACADEMY, LITTLE ROCK",16,7,NA,NA,"PRIVATE SCHOOL"
"13",2021-10-04,"LITTLE ROCK SCHOOL DIST",373,27,284,32,"PUBLIC SCHOOL DISTRICT"
"14100",2021-09-30,"LITTLE ROCK SCHOOL DIST",362,27,277,31,"PUBLIC SCHOOL DISTRICT"
"169",2021-09-27,"LITTLE ROCK SCHOOL DIST",352,36,268,30,"PUBLIC SCHOOL DISTRICT"
"341",2021-09-23,"LITTLE ROCK SCHOOL DIST",345,52,263,29,"PUBLIC SCHOOL DISTRICT"
"527",2021-09-20,"LITTLE ROCK SCHOOL DIST",327,59,249,28,"PUBLIC SCHOOL DISTRICT"
"734",2021-09-16,"LITTLE ROCK SCHOOL DIST",310,58,235,26,"PUBLIC SCHOOL DISTRICT"
"947",2021-09-13,"LITTLE ROCK SCHOOL DIST",287,57,217,24,"PUBLIC SCHOOL DISTRICT"
"1161",2021-09-09,"LITTLE ROCK SCHOOL DIST",253,50,185,23,"PUBLIC SCHOOL DISTRICT"
"1374",2021-09-06,"LITTLE ROCK SCHOOL DIST",232,68,171,21,"PUBLIC SCHOOL DISTRICT"
"1623",2021-09-02,"LITTLE ROCK SCHOOL DIST",216,74,157,20,"PUBLIC SCHOOL DISTRICT"
"1865",2021-08-30,"LITTLE ROCK SCHOOL DIST",189,79,142,18,"PUBLIC SCHOOL DISTRICT"
"2092",2021-08-26,"LITTLE ROCK SCHOOL DIST",159,75,113,17,"PUBLIC SCHOOL DISTRICT"
"2305",2021-08-23,"LITTLE ROCK SCHOOL DIST",117,56,81,16,"PUBLIC SCHOOL DISTRICT"
"2463",2021-08-19,"LITTLE ROCK SCHOOL DIST",83,43,56,14,"PUBLIC SCHOOL DISTRICT"
"2597",2021-08-16,"LITTLE ROCK SCHOOL DIST",60,40,37,10,"PUBLIC SCHOOL DISTRICT"
"106",2021-10-04,"LONOKE SCHOOL DIST",51,5,38,6,"PUBLIC SCHOOL DISTRICT"
"7910",2021-09-30,"LONOKE SCHOOL DIST",50,8,37,6,"PUBLIC SCHOOL DISTRICT"
"220",2021-09-27,"LONOKE SCHOOL DIST",48,10,36,6,"PUBLIC SCHOOL DISTRICT"
"408",2021-09-23,"LONOKE SCHOOL DIST",44,11,33,5,"PUBLIC SCHOOL DISTRICT"
"611",2021-09-20,"LONOKE SCHOOL DIST",40,10,29,5,"PUBLIC SCHOOL DISTRICT"
"871",2021-09-16,"LONOKE SCHOOL DIST",36,7,25,5,"PUBLIC SCHOOL DISTRICT"
"1536",2021-09-06,"LONOKE SCHOOL DIST",29,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1795",2021-09-02,"LONOKE SCHOOL DIST",25,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2011",2021-08-30,"LONOKE SCHOOL DIST",24,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2243",2021-08-26,"LONOKE SCHOOL DIST",22,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2400",2021-08-23,"LONOKE SCHOOL DIST",19,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2515",2021-08-19,"LONOKE SCHOOL DIST",16,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2641",2021-08-16,"LONOKE SCHOOL DIST",13,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1602",2021-09-06,"LYON COLLEGE, BATESVILLE",26,6,NA,NA,"COLLEGE/UNIVERSITY"
"1844",2021-09-02,"LYON COLLEGE, BATESVILLE",26,6,NA,NA,"COLLEGE/UNIVERSITY"
"2072",2021-08-30,"LYON COLLEGE, BATESVILLE",23,6,NA,NA,"COLLEGE/UNIVERSITY"
"2281",2021-08-26,"LYON COLLEGE, BATESVILLE",21,7,NA,NA,"COLLEGE/UNIVERSITY"
"2440",2021-08-23,"LYON COLLEGE, BATESVILLE",19,11,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2576",2021-08-19,"LYON COLLEGE, BATESVILLE",16,11,NA,NA,"COLLEGE/UNIVERSITY"
"2675",2021-08-16,"LYON COLLEGE, BATESVILLE",14,10,NA,NA,"COLLEGE/UNIVERSITY"
"444",2021-09-23,"MAGAZINE SCHOOL DIST",71,7,52,10,"PUBLIC SCHOOL DISTRICT"
"587",2021-09-20,"MAGAZINE SCHOOL DIST",69,13,49,10,"PUBLIC SCHOOL DISTRICT"
"777",2021-09-16,"MAGAZINE SCHOOL DIST",69,19,49,10,"PUBLIC SCHOOL DISTRICT"
"1009",2021-09-13,"MAGAZINE SCHOOL DIST",62,17,44,9,"PUBLIC SCHOOL DISTRICT"
"1204",2021-09-09,"MAGAZINE SCHOOL DIST",53,22,34,9,"PUBLIC SCHOOL DISTRICT"
"1421",2021-09-06,"MAGAZINE SCHOOL DIST",42,26,28,7,"PUBLIC SCHOOL DISTRICT"
"1656",2021-09-02,"MAGAZINE SCHOOL DIST",36,32,23,7,"PUBLIC SCHOOL DISTRICT"
"1920",2021-08-30,"MAGAZINE SCHOOL DIST",22,19,16,5,"PUBLIC SCHOOL DISTRICT"
"2177",2021-08-26,"MAGAZINE SCHOOL DIST",13,11,NA,NA,"PUBLIC SCHOOL DISTRICT"
"445",2021-09-23,"MAGNET COVE SCHOOL DIST",33,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"620",2021-09-20,"MAGNET COVE SCHOOL DIST",33,9,NA,NA,"PUBLIC SCHOOL DISTRICT"
"872",2021-09-16,"MAGNET COVE SCHOOL DIST",29,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1562",2021-09-06,"MAGNET COVE SCHOOL DIST",21,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1788",2021-09-02,"MAGNET COVE SCHOOL DIST",20,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2001",2021-08-30,"MAGNET COVE SCHOOL DIST",18,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2203",2021-08-26,"MAGNET COVE SCHOOL DIST",18,9,NA,NA,"PUBLIC SCHOOL DISTRICT"
"8010",2021-09-30,"MAGNOLIA SCHOOL DIST",102,8,83,9,"PUBLIC SCHOOL DISTRICT"
"232",2021-09-27,"MAGNOLIA SCHOOL DIST",100,9,82,9,"PUBLIC SCHOOL DISTRICT"
"430",2021-09-23,"MAGNOLIA SCHOOL DIST",99,9,81,9,"PUBLIC SCHOOL DISTRICT"
"677",2021-09-20,"MAGNOLIA SCHOOL DIST",93,5,78,6,"PUBLIC SCHOOL DISTRICT"
"838",2021-09-16,"MAGNOLIA SCHOOL DIST",89,10,75,5,"PUBLIC SCHOOL DISTRICT"
"1040",2021-09-13,"MAGNOLIA SCHOOL DIST",87,12,73,5,"PUBLIC SCHOOL DISTRICT"
"1215",2021-09-09,"MAGNOLIA SCHOOL DIST",80,18,66,5,"PUBLIC SCHOOL DISTRICT"
"1410",2021-09-06,"MAGNOLIA SCHOOL DIST",74,31,62,5,"PUBLIC SCHOOL DISTRICT"
"1671",2021-09-02,"MAGNOLIA SCHOOL DIST",63,27,54,5,"PUBLIC SCHOOL DISTRICT"
"1908",2021-08-30,"MAGNOLIA SCHOOL DIST",53,23,45,5,"PUBLIC SCHOOL DISTRICT"
"2134",2021-08-26,"MAGNOLIA SCHOOL DIST",43,18,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2342",2021-08-23,"MAGNOLIA SCHOOL DIST",32,12,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2481",2021-08-19,"MAGNOLIA SCHOOL DIST",30,17,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2613",2021-08-16,"MAGNOLIA SCHOOL DIST",22,14,NA,NA,"PUBLIC SCHOOL DISTRICT"
"461",2021-09-23,"MALVERN SCHOOL DIST",89,6,71,8,"PUBLIC SCHOOL DISTRICT"
"621",2021-09-20,"MALVERN SCHOOL DIST",88,9,70,8,"PUBLIC SCHOOL DISTRICT"
"815",2021-09-16,"MALVERN SCHOOL DIST",86,13,68,8,"PUBLIC SCHOOL DISTRICT"
"1014",2021-09-13,"MALVERN SCHOOL DIST",81,16,64,8,"PUBLIC SCHOOL DISTRICT"
"1235",2021-09-09,"MALVERN SCHOOL DIST",72,14,56,7,"PUBLIC SCHOOL DISTRICT"
"1433",2021-09-06,"MALVERN SCHOOL DIST",68,23,54,7,"PUBLIC SCHOOL DISTRICT"
"1680",2021-09-02,"MALVERN SCHOOL DIST",64,24,50,6,"PUBLIC SCHOOL DISTRICT"
"1901",2021-08-30,"MALVERN SCHOOL DIST",56,25,45,6,"PUBLIC SCHOOL DISTRICT"
"2154",2021-08-26,"MALVERN SCHOOL DIST",45,14,36,6,"PUBLIC SCHOOL DISTRICT"
"2377",2021-08-23,"MALVERN SCHOOL DIST",36,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2516",2021-08-19,"MALVERN SCHOOL DIST",26,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2619",2021-08-16,"MALVERN SCHOOL DIST",25,12,NA,NA,"PUBLIC SCHOOL DISTRICT"
"646",2021-09-20,"MAMMOTH SPRING SCHOOL DIST",17,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"846",2021-09-16,"MAMMOTH SPRING SCHOOL DIST",17,9,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1057",2021-09-13,"MAMMOTH SPRING SCHOOL DIST",15,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1297",2021-09-09,"MAMMOTH SPRING SCHOOL DIST",10,7,10,0,"PUBLIC SCHOOL DISTRICT"
"10210",2021-09-30,"MANILA SCHOOL DIST",88,6,65,7,"PUBLIC SCHOOL DISTRICT"
"213",2021-09-27,"MANILA SCHOOL DIST",86,11,65,7,"PUBLIC SCHOOL DISTRICT"
"392",2021-09-23,"MANILA SCHOOL DIST",81,13,61,5,"PUBLIC SCHOOL DISTRICT"
"622",2021-09-20,"MANILA SCHOOL DIST",65,9,53,5,"PUBLIC SCHOOL DISTRICT"
"828",2021-09-16,"MANILA SCHOOL DIST",58,11,47,5,"PUBLIC SCHOOL DISTRICT"
"1015",2021-09-13,"MANILA SCHOOL DIST",51,16,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1216",2021-09-09,"MANILA SCHOOL DIST",43,18,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1449",2021-09-06,"MANILA SCHOOL DIST",33,19,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1710",2021-09-02,"MANILA SCHOOL DIST",25,17,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1967",2021-08-30,"MANILA SCHOOL DIST",16,11,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2244",2021-08-26,"MANILA SCHOOL DIST",11,6,10,0,"PUBLIC SCHOOL DISTRICT"
"77",2021-10-04,"MANSFIELD SCHOOL DIST",69,8,49,12,"PUBLIC SCHOOL DISTRICT"
"5010",2021-09-30,"MANSFIELD SCHOOL DIST",69,13,49,12,"PUBLIC SCHOOL DISTRICT"
"237",2021-09-27,"MANSFIELD SCHOOL DIST",62,8,43,11,"PUBLIC SCHOOL DISTRICT"
"462",2021-09-23,"MANSFIELD SCHOOL DIST",61,6,42,11,"PUBLIC SCHOOL DISTRICT"
"816",2021-09-16,"MANSFIELD SCHOOL DIST",54,13,36,10,"PUBLIC SCHOOL DISTRICT"
"1002",2021-09-13,"MANSFIELD SCHOOL DIST",54,18,36,10,"PUBLIC SCHOOL DISTRICT"
"1200",2021-09-09,"MANSFIELD SCHOOL DIST",47,23,30,7,"PUBLIC SCHOOL DISTRICT"
"1423",2021-09-06,"MANSFIELD SCHOOL DIST",40,24,28,6,"PUBLIC SCHOOL DISTRICT"
"1677",2021-09-02,"MANSFIELD SCHOOL DIST",35,25,22,6,"PUBLIC SCHOOL DISTRICT"
"1939",2021-08-30,"MANSFIELD SCHOOL DIST",22,16,14,5,"PUBLIC SCHOOL DISTRICT"
"2155",2021-08-26,"MANSFIELD SCHOOL DIST",20,14,NA,NA,"PUBLIC SCHOOL DISTRICT"
"31",2021-10-04,"MARION SCHOOL DIST",299,14,205,28,"PUBLIC SCHOOL DISTRICT"
"2692",2021-09-30,"MARION SCHOOL DIST",298,20,203,29,"PUBLIC SCHOOL DISTRICT"
"176",2021-09-27,"MARION SCHOOL DIST",293,25,199,28,"PUBLIC SCHOOL DISTRICT"
"353",2021-09-23,"MARION SCHOOL DIST",288,26,193,28,"PUBLIC SCHOOL DISTRICT"
"547",2021-09-20,"MARION SCHOOL DIST",274,23,182,26,"PUBLIC SCHOOL DISTRICT"
"754",2021-09-16,"MARION SCHOOL DIST",264,28,173,26,"PUBLIC SCHOOL DISTRICT"
"973",2021-09-13,"MARION SCHOOL DIST",252,27,166,24,"PUBLIC SCHOOL DISTRICT"
"1176",2021-09-09,"MARION SCHOOL DIST",235,33,154,21,"PUBLIC SCHOOL DISTRICT"
"1391",2021-09-06,"MARION SCHOOL DIST",224,40,149,18,"PUBLIC SCHOOL DISTRICT"
"1633",2021-09-02,"MARION SCHOOL DIST",217,45,142,16,"PUBLIC SCHOOL DISTRICT"
"1872",2021-08-30,"MARION SCHOOL DIST",196,48,131,15,"PUBLIC SCHOOL DISTRICT"
"2096",2021-08-26,"MARION SCHOOL DIST",184,54,119,14,"PUBLIC SCHOOL DISTRICT"
"2306",2021-08-23,"MARION SCHOOL DIST",155,53,102,12,"PUBLIC SCHOOL DISTRICT"
"2459",2021-08-19,"MARION SCHOOL DIST",137,63,92,8,"PUBLIC SCHOOL DISTRICT"
"2593",2021-08-16,"MARION SCHOOL DIST",117,74,77,8,"PUBLIC SCHOOL DISTRICT"
"11910",2021-09-30,"MARKED TREE SCHOOL DIST",36,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"252",2021-09-27,"MARKED TREE SCHOOL DIST",35,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"388",2021-09-23,"MARKED TREE SCHOOL DIST",33,14,NA,NA,"PUBLIC SCHOOL DISTRICT"
"604",2021-09-20,"MARKED TREE SCHOOL DIST",30,11,NA,NA,"PUBLIC SCHOOL DISTRICT"
"839",2021-09-16,"MARKED TREE SCHOOL DIST",26,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1563",2021-09-06,"MARKED TREE SCHOOL DIST",16,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1806",2021-09-02,"MARKED TREE SCHOOL DIST",14,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2037",2021-08-30,"MARKED TREE SCHOOL DIST",12,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2245",2021-08-26,"MARKED TREE SCHOOL DIST",8,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2401",2021-08-23,"MARKED TREE SCHOOL DIST",8,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2543",2021-08-19,"MARKED TREE SCHOOL DIST",8,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"288",2021-09-27,"MARMADUKE SCHOOL DIST",61,5,41,6,"PUBLIC SCHOOL DISTRICT"
"476",2021-09-23,"MARMADUKE SCHOOL DIST",60,5,41,6,"PUBLIC SCHOOL DISTRICT"
"612",2021-09-20,"MARMADUKE SCHOOL DIST",58,10,40,6,"PUBLIC SCHOOL DISTRICT"
"847",2021-09-16,"MARMADUKE SCHOOL DIST",55,9,36,6,"PUBLIC SCHOOL DISTRICT"
"1024",2021-09-13,"MARMADUKE SCHOOL DIST",52,14,33,6,"PUBLIC SCHOOL DISTRICT"
"1236",2021-09-09,"MARMADUKE SCHOOL DIST",43,14,25,6,"PUBLIC SCHOOL DISTRICT"
"1457",2021-09-06,"MARMADUKE SCHOOL DIST",36,17,21,6,"PUBLIC SCHOOL DISTRICT"
"1722",2021-09-02,"MARMADUKE SCHOOL DIST",33,15,18,5,"PUBLIC SCHOOL DISTRICT"
"1956",2021-08-30,"MARMADUKE SCHOOL DIST",27,13,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2156",2021-08-26,"MARMADUKE SCHOOL DIST",22,14,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2368",2021-08-23,"MARMADUKE SCHOOL DIST",13,9,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2504",2021-08-19,"MARMADUKE SCHOOL DIST",13,11,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2642",2021-08-16,"MARMADUKE SCHOOL DIST",9,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1564",2021-09-06,"MAYFLOWER SCHOOL DIST",13,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1789",2021-09-02,"MAYFLOWER SCHOOL DIST",13,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1979",2021-08-30,"MAYFLOWER SCHOOL DIST",13,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2246",2021-08-26,"MAYFLOWER SCHOOL DIST",9,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"238",2021-09-27,"MAYNARD SCHOOL DIST",21,8,17,0,"PUBLIC SCHOOL DISTRICT"
"398",2021-09-23,"MAYNARD SCHOOL DIST",21,12,17,0,"PUBLIC SCHOOL DISTRICT"
"613",2021-09-20,"MAYNARD SCHOOL DIST",19,10,14,0,"PUBLIC SCHOOL DISTRICT"
"885",2021-09-16,"MAYNARD SCHOOL DIST",14,6,11,0,"PUBLIC SCHOOL DISTRICT"
"1565",2021-09-06,"MCCRORY SCHOOL DIST",15,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2229",2021-08-26,"MCCRORY SCHOOL DIST",13,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2558",2021-08-19,"MCCRORY SCHOOL DIST",9,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"51",2021-10-04,"MCGEHEE SCHOOL DIST",62,11,NA,NA,"PUBLIC SCHOOL DISTRICT"
"55",2021-09-30,"MCGEHEE SCHOOL DIST",61,12,NA,NA,"PUBLIC SCHOOL DISTRICT"
"239",2021-09-27,"MCGEHEE SCHOOL DIST",53,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"409",2021-09-23,"MCGEHEE SCHOOL DIST",51,11,NA,NA,"PUBLIC SCHOOL DISTRICT"
"583",2021-09-20,"MCGEHEE SCHOOL DIST",48,14,NA,NA,"PUBLIC SCHOOL DISTRICT"
"784",2021-09-16,"MCGEHEE SCHOOL DIST",46,18,NA,NA,"PUBLIC SCHOOL DISTRICT"
"996",2021-09-13,"MCGEHEE SCHOOL DIST",41,19,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1201",2021-09-09,"MCGEHEE SCHOOL DIST",32,23,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1464",2021-09-06,"MCGEHEE SCHOOL DIST",24,16,NA,NA,"PUBLIC SCHOOL DISTRICT"
